Fighter,dob,totalfights,elo,losestreak,winstreak,titlewins,oppelo,wins,losses,avg age,KD,KD differential,Sig. str.,Sig. str. differential,Total str.,Total str. differential,Td,Td differential,Sub. att,Sub. att differential,Rev.,Rev. differential,Ctrl,Ctrl differential,Head,Head differential,Body,Body differential,Leg,Leg differential,Distance,Distance differential,Clinch,Clinch differential,Ground,Ground differential,Sig. str.%,Sig. str.% differential,Sig. str.% defense,Total str.%,Total str.% differential,Total str.% defense,Td%,Td% differential,Td% defense,Head%,Head% differential,Head% defense,Body%,Body% differential,Body% defense,Leg%,Leg% differential,Leg% defense,Distance%,Distance% differential,Distance% defense,Clinch%,Clinch% differential,Clinch% defense,Ground%,Ground% differential,Ground% defense,Ethnicity
John Halverson,1972,2,969.3752572,2,0,0,2014.618322,0,2,71,0,0,14.89122807,-108,34.6245614,-12,0,-5,0.533333333,8,0,0,0.271111111,-30.86666667,7.733333333,-69,6.09122807,37,1.066666667,-76,10.6245614,9,3.466666667,16,0.8,-133,1.693980048,-0.482133486,2.292376318,1.753762183,-0.058333333,1.819444444,0,-1.8,3.2,0.089922481,-0.922934562,2.728228228,3.424561404,1,1,0.213333333,-0.633333333,1.166666667,1.675917065,0.303751804,3.349206349,0.203921569,-0.213903743,1.727272727,0.1,-1.359943978,2.140056022,North American
Gokhan Saki,1983,2,998.5377135,1,0,0,1983.361838,1,1,69,0.421052632,-2,20.92105263,4,20.92105263,3,0,0,0,0,0,0,0.031578947,-0.716666667,12.36842105,-9,0.421052632,-2,8.131578947,15,20.71052632,35,0.210526316,-7,0,-24,1.263955343,-0.137849079,2.437908497,1.263955343,-0.149926374,2.425831202,0,0,5,0.837092732,-0.791456583,2.482352941,0.140350877,-0.133333333,4.2,2.710526316,5,5,1.262679426,1.002948403,3.584766585,0.210526316,0,4,0,-4,1,Middle Eastern
Christos Giagos,1990,13,991.4807872,1,0,0,13128.27021,6,7,378,90.94736842,44,2658.317429,-1161,3657.111002,530,92.46281337,682,18.05427112,-199,2.266666667,16,137.8098833,649.6333333,1547.120231,137,647.8072942,-738,463.3899039,-560,2288.986828,1351,150.3999442,-1019,218.9306568,-1493,96.14324538,-40.03914624,431.852046,123.1004694,24.72648132,406.9281512,14.0424772,-1.994139194,694.3571429,61.27673318,-73.2445503,493.0520632,202.4633138,229.1312603,424.0967836,133.3528114,-33.46850649,245.6314935,93.70643793,2.502503185,490.3002379,32.58883407,-153.6111495,349.8893939,113.1443942,145.9491823,630.6097884,European
Jesse Forbes,1984,3,951.6129199,3,0,0,2943.595878,0,3,74,8.181818182,9,34.96032098,-24,38.55706895,-177,8.181818182,0,8.181818182,0,0,0,5.074949495,0.183333333,30.18169148,-14,4.360511034,22,0.418118467,-32,21.76944356,-30,5.009059233,9,8.181818182,-3,2.870202875,-2.201647018,7.569781553,2.91022721,-2.628205128,6.847985348,8.181818182,7.111111111,12.11111111,3.1579735,-1.737253268,8.110441767,0.353285653,-0.575358852,9.727272727,0.209059233,-3.555555556,9.444444444,2.844693993,-2.125015474,8.012987013,0.249984162,-0.160287081,11.15789474,2.727272727,0.272727273,11.27272727,North American
Gadzhi Omargadzhiev,1993,2,968.6833594,2,0,0,1998.847994,0,2,58,0,0,10.99457735,-27,25.4446571,10,0.338437002,0,0,0,0,-1,0.328538012,-36.95,6.297288676,-45,3.825518341,33,0.871770335,-15,7.240829346,-47,3.34354067,37,0.410207337,-17,0.125021219,-1.169569754,1.979287237,0.197001146,-0.752505172,1.344364937,0.073980406,-0.928571429,3,0.100403512,-1.276585733,2.233766234,0.178189793,-1.108333333,1.266666667,0.235885167,-1.5,0,0.099191664,-1.313870642,2.216267339,0.300341763,0.428571429,1,0.138437002,-0.863636364,2.136363636,Dagestani
Wes Albritton,0,1,984,1,0,0,1000,0,1,1997,0,0,0,-21,0,-28,0,-1,0,0,0,0,0,0,0,-20,0,-1,0,0,0,-1,0,0,0,-20,0,-0.875,0.125,0,-0.903225806,0.096774194,0,-1,0,0,-0.869565217,0.130434783,0,-1,0,0,0,1,0,-1,0,0,0,1,0,-0.869565217,0.130434783,North American
Francis Ngannou,1986,14,1163.784203,0,6,2,15129.41208,12,2,448,737.4748258,746,8092.383291,-186,8510.56671,-3090,60.16681818,438,10.16512821,-523,7.84,196,137.715008,462.4666667,6443.294783,4649,903.5617497,-411,745.5267582,-4424,3802.930309,-4798,1126.753921,1830,3162.699062,2782,521.8689889,-131.1213866,371.3852197,525.1884138,-116.0486522,357.7310559,20.67540909,145.4666667,919.1666667,489.428434,-51.83628619,549.2069475,454.9708852,-60.14716127,399.625566,254.4350286,-106.8509804,276.7823529,396.6845934,-229.626005,376.9113248,397.3178139,287.6833333,739.1666667,695.8037706,578.1622034,977.9189189,African
Andre Roberts,1965,2,1000.76681,0,1,0,2000,1,1,68,1.403508772,4,16.82578539,-54,18.22929417,-70,0,0,0,0,0,0,0.65497076,0,16.82578539,-40,0,-12,0,-2,8.404732762,-20,4.210526316,-46,4.210526316,12,1.631986944,0.261904762,2.595238095,1.66540382,0.152740341,2.39083558,0,0,5,1.668921385,0.462406015,2.69047619,0,-2,3,0,-1,4,1.554014235,-0.234343434,2.321212121,0.526315789,-0.863636364,2.636363636,1.403508772,4,5,North American
Piotr Hallmann,1987,6,973.0963604,3,0,0,6138.297221,2,4,162,0,-37,323.8442237,616,748.8095035,4159,13.17293351,38,0.832248825,10,0,0,31.97959192,71.7,177.8850022,-294,89.19384889,572,56.76537257,338,169.9175711,-50,109.0619689,296,44.86468367,370,4.376542199,9.627853397,54.35287853,5.787903869,19.51028459,49.74588753,4.106679151,22.75,73.47727273,3.747539655,7.479804798,59.7910231,4.987698653,-2.402523051,34.60983461,5.870186809,-29.23098656,0,3.960278802,7.655967526,57.47943591,4.513103414,-0.24189685,42.25111375,6.421893781,43.97115385,69,European
Lyman Good,1985,6,1008.42636,1,0,0,6247.570132,3,3,198,8.060308173,35,444.0357299,1110,483.9956903,1155,0.266666667,-104,0,-32,0,0,1.329646481,-100.6,316.1376901,1111,81.79964233,29,46.09839751,-30,307.0200441,599,116.0211473,446,20.99453854,65,6.099666476,7.196056989,60.49167898,6.404859308,-6.273707488,45.96161414,0.266666667,-13.57142857,73.42857143,5.700531522,12.13600777,70.19179602,7.601094667,3.519110889,37.38911089,8.167338258,1.375,28.77272727,3.440090156,2.831074156,63.05662948,9.865052896,9.047330447,29.39177489,8.291265867,38.69230769,91,North American
Mark Robinson,0,1,999.2966676,0,0,0,984.7174817,0,0,2001,0,-1,0,-20,0.289855072,-63,0,0,0,0,0,0,0.893719807,3.066666667,0,-4,0,-16,0,0,0,0,0,-20,0,0,0,-0.869565217,0.130434783,0.144927536,-0.455223881,0.044776119,0,0,1,0,-0.666666667,0.333333333,0,-0.941176471,0.058823529,0,0,1,0,0,1,0,-0.909090909,0.090909091,0,0,1,Unknown
Jay Cucciniello,1986,1,984,1,0,0,1000,0,1,32,0,0,0.933333333,-57,1.2,-99,0,-2,0,0,0,0,0,-8.316666667,0.533333333,-34,0.333333333,-3,0.066666667,-20,0.866666667,-37,0.066666667,1,0,-21,0.014583333,-0.42088964,0.36036036,0.017647059,-0.43589292,0.299401198,0,-0.285714286,0.714285714,0.00969697,-0.422113022,0.432432432,0.041666667,0.009615385,0.384615385,0.066666667,0.125,0.125,0.014444444,-0.400617284,0.382716049,0.022222222,0.333333333,1,0,-0.7,0.3,European
Clay Harvison,1980,3,982.7062362,2,0,0,2986.346749,1,2,93,0,-13,46.01002059,-101,53.61432167,-79,0.066666667,-6,0.133333333,-2,0.066666667,1,0.255555556,-13.48333333,15.04635095,-120,4.692473118,-8,26.27119652,27,41.22937543,-18,4.047311828,-52,0.733333333,-31,1.963260922,0.17760718,9.300623053,2.03755727,0.512997681,9.095045045,0.066666667,0.65,13.65,0.794677371,-2.312910292,9.656837607,0.604301075,1.606060606,11.27272727,6.272177011,8.571428571,9.714285714,1.909970259,0.836794466,10.39869923,0.488774194,-0.113252362,10.34008097,0.056410256,-10.77289377,2.380952381,North American
Michael Kuiper,1989,4,968.102668,2,0,0,3970.623241,1,3,94,1.167584098,9,79.68587676,-75,104.2238156,-112,8.72422344,41,0,-43,0.066666667,1,4.51487148,-45.41666667,41.54369737,-58,17.49595799,-22,20.6462214,5,42.82597926,-109,22.34482901,-64,14.51506849,98,3.976274994,2.908169562,13.27713183,4.221890552,1.687178595,10.57934841,2.688533553,14.625,29.625,1.097939131,-5.06697703,17.633742,4.937978624,-4.284090909,1.465909091,3.572118897,-0.783333333,11.91666667,3.019111196,3.673598325,19.22423935,5.09779847,-1.674185464,3.421052632,0.937671233,5.65,29.5,European
Jordan Wright,1991,7,950.6676945,4,0,0,6945.24426,2,5,212,9.096840659,-14,780.90588,-2669,1653.122383,4252,32.40150094,158,4.390243902,11,0,-25,43.51880679,-242.3333333,441.771957,-2125,266.5111408,-395,72.62278225,-149,322.1463274,-489,313.9799192,-1999,144.7796335,-181,28.9627059,-16.01397188,38.58782961,31.6348585,5.455983326,32.76166553,7.441838649,34.1,140,23.69509604,-22.83137609,48.34189231,35.94897526,-1.93662465,23.30147059,22.91252584,-4.5,66,26.3187239,-8.950162344,61.09749,35.21228846,8.609750515,27.08154539,19.14830977,-4.564935065,75.36363636,North American
Jacob Malkoun,1995,6,1001.417276,1,0,0,6056.067908,3,3,160,0,-1,465.9098039,2238,792.172549,4197,36.67058824,391,0.533333333,8,0,-32,59.92431373,490.6333333,446.5098039,2391,15.8,15,3.6,-168,163.1333333,656,10.93333333,99,291.8431373,1483,8.07085299,12.00056849,47.31333926,8.560112258,8.69326803,38.06805475,4.824597788,-9.983974359,39,8.00432184,19.20627303,55.51701104,2.911111111,3.666666667,51,3.6,-32,5,1.859579176,-7.773771332,55.33254103,2.331746032,26.64285714,82.66666667,8.677628519,1.011084402,27.22222222,Middle Eastern
Felipe dos Santos,2000,1,985.022058,1,0,0,1022.223969,0,1,23,0,-1,6.6,-13,6.733333333,-15,0,-1,0,0,0,0,0.008888889,-0.616666667,3.533333333,-24,1.866666667,4,1.2,7,6.266666667,2,0.266666667,-2,0.066666667,-13,0.021710526,-0.289726721,0.384615385,0.02172043,-0.297849462,0.376344086,0,-1,0,0.016434109,-0.315532168,0.437956204,0.031111111,-0.333333333,0.2,0.04137931,-0.112643678,0.266666667,0.021461187,-0.295531856,0.382550336,0.033333333,-0.166666667,0.333333333,0.016666667,-0.333333333,0.416666667,South American
Jason Saggo,1985,6,1001.460409,2,0,0,6110.710639,3,3,183,0.266666667,-32,259.5314241,-724,372.8763022,-1253,6.700959172,-139,0,-1,2.259286593,13,14.76297372,-96.2,117.8107335,-1322,51.53893557,45,90.18175497,553,185.9688698,-328,8.327170868,-221,65.23538339,-175,3.58624948,-5.743858121,51.26556185,4.035858391,-8.094628997,42.50930318,2.583139518,-39.5,23.33333333,2.41158584,-11.34416223,59.72299406,3.703537415,-29.73865546,17.57142857,6.119157132,6.782738095,32.83333333,2.537162499,-7.924684358,54.99876058,2.633501401,-8.423809524,55.37619048,4.787091101,-7.743132606,37.65937366,North American
David Baron,1973,1,984,1,0,0,1000,0,1,35,0,0,0.525657071,-8,1.652065081,-24,0,-5,0.075093867,-4,0.075093867,1,0.068836045,-9.833333333,0.375469337,-5,0.150187735,0,0,-3,0.375469337,2,0.150187735,1,0,-11,0.032853567,-0.098214286,0.464285714,0.053292422,-0.009072581,0.28125,0,-0.833333333,0.166666667,0.026819238,-0.119047619,0.523809524,0.075093867,0,0,0,-0.6,0.4,0.034133576,0.181818182,0.727272727,0.030037547,-0.1,0.5,0,-0.733333333,0.266666667,European
Edgar Chairez,1996,2,983.9602194,1,0,0,1985.218979,0,1,54,0.066666667,1,14.35389134,-4,14.420558,-79,0,-6,1.190602056,5,0.066666667,0,0.274473813,-13.8,1,-29,2.447870778,7,10.90602056,18,14.35389134,35,0,0,0,-39,0.678220883,1.132986312,3.075091575,0.678805678,0.471321321,2.404654655,0,-2.666666667,2.333333333,0.043478261,-0.588566828,3.759259259,0.760401371,1.666666667,3.166666667,0.998190421,0.575252525,1.383333333,0.678220883,1.335672515,3.277777778,0,0,5,0,-2.833333333,2.166666667,North American
Stefan Struve,1988,24,1007.06565,2,0,0,24449.17326,13,11,612,1101.73627,-1801,26443.71741,-59080,30734.83173,-132326,194.4325897,-4930,306.5687198,1323,71.6177977,110,517.5954889,-13447.21667,18769.08631,-44352,4473.935066,-5972,3200.696027,-8756,12182.32466,-13008,1753.260322,-15979,12508.13242,-30093,1141.442999,-444.9713414,2209.329124,1201.200483,-531.0555998,1853.804329,121.7143852,-377.6349206,3495.365079,1054.184048,-436.6000459,2721.677859,1378.34241,-804.1122618,1287.012388,364.9051938,-30.55173183,1812.906648,1339.18772,248.3206615,2904.365625,539.6826598,-219.181499,2813.243409,1060.706341,-2004.532865,1848.083801,European
Matt Horwich,1978,2,968.8127144,2,0,0,2002.429242,0,2,61,0,0,7.666666667,-80,18,-188,0,-42,1.133333333,13,0.133333333,2,0.797777778,-31.88333333,1.466666667,-132,3.8,17,2.4,35,3.2,-59,4,35,0.466666667,-56,0.212606838,0.108688309,1.919585745,0.268316973,0.210877499,1.186122911,0,-3.257142857,1.742857143,0.092230576,-1.49316473,2.123376623,0.314285714,0.114285714,0.4,0.218181818,2.272727273,4,0.187719298,-0.04825346,2.135957066,0.216296296,-0.255555556,1.5,0.066666667,-2.362903226,1.637096774,North American
Joel Alvarez,1993,7,1047.331897,0,1,0,7102.7977,5,2,193,0,0,720.2803125,941,1007.07613,218,0,-203,19.58515089,90,0.542986425,4,7.87531893,-352.9666667,395.3665274,256,184.1881151,453,140.72567,232,599.4688602,1487,77.29668821,303,43.51476408,-849,17.1686875,3.81807747,58.91166814,18.97767673,10.43674013,53.84877222,0,-97.66666667,42.33333333,12.65287509,13.4077619,88.20643791,19.13816276,6.867608862,44.48449198,22.39436369,-17.86507937,21.75714286,16.289368,7.420274238,67.50295987,11.32886126,70.66666667,140,14.82779662,66.01986249,110.961039,European
Jake Matthews,1994,19,1059.709683,1,0,0,19428.20354,12,7,461,69.72792793,-100,9820.639911,12276,12633.56502,1805,155.9790677,220,118.5302518,403,14.95886107,-371,379.7334286,306.85,6987.893229,18010,1782.68575,5662,1050.060932,-11396,7923.400727,14956,583.6041224,-5468,1313.635061,2788,117.9161404,102.7183209,1478.564085,131.7744027,96.71166926,1319.253059,68.48181653,-77.52554113,1828.433333,102.8967917,161.9566972,1684.689409,183.7220432,-12.46478536,766.2645048,144.2940466,-227.9552765,658.9552754,111.8997585,175.2600432,1618.509431,167.246506,516.9854246,1240.879869,138.9954399,320.7142556,1591.869664,Oceanian
Sedriques Dumas,1995,3,1014.563639,0,2,0,2949.844446,2,1,84,0,0,27.43333333,-20,66.60833333,24,0.6,-19,0,-6,0.658333333,4,5.483472222,65.36666667,11.06666667,-59,3.783333333,-68,12.58333333,107,21.775,-8,0.391666667,-26,5.266666667,14,0.521106636,2.196756585,8.777884318,0.644289871,0.619403969,5.383247396,0.3,-3,6.5,0.389049774,1.372605581,9.806089744,0.500505051,-0.1995671,6.642857143,0.83238573,3.179375697,5.366666667,0.433302734,1.322004006,9.209090909,0.391666667,-0.5,8.5,0.831111111,5.166666667,6.7,North American
Bentley Syler,1982,1,984,1,0,0,1000,0,1,33,0,-1,1.296829971,-5,2.161383285,5,0,-2,0,0,0,0,0,-0.7,0.691642651,-8,0.086455331,-2,0.518731988,5,1.21037464,-5,0.086455331,0,0,0,0.016415569,-0.014208215,0.795918367,0.02401537,0.073696145,0.795918367,0,-0.25,0.75,0.010806916,-0.058908046,0.816091954,0.021613833,-0.083333333,0.666666667,0.047157453,0.045454545,0.5,0.015517624,-0.024813896,0.795698925,0.086455331,0.8,0.8,0,0,1,South American
Jimmie Rivera,1989,11,1047.563901,1,0,0,11549.85312,7,4,315,4.007490637,-147,1780.445693,-3459,2152.445693,-3471,26.53333333,217,6.666666667,100,0,0,33.89234707,-177.1833333,959.941573,618,334.3558052,-3013,486.1483146,-1064,1535.704869,-2781,189.1333333,-935,55.60749064,257,13.04297356,-29.43047568,285.987343,14.43094944,-33.95616097,260.6420194,6.913333333,56.7,459,9.281707102,-20.03887677,351.2916965,19.54682334,-51.55245422,166.7126115,25.13462087,-55.27577559,82.81727085,12.02003645,-24.27060765,306.3355008,16.69111111,-149.8513696,105.7819637,13.0741573,60.6,379.6,North American
Alessandro Costa,1996,3,987.3397848,1,0,0,3061.58855,1,2,80,0.661157025,2,76.76674822,4,97.08571139,9,0.6,-1,0,-9,0,-9,1.290964187,-50.75,43.55394225,17,16.82501663,-75,16.38778934,62,58.01216556,81,11.48185539,-62,7.272727273,-15,0.825874814,0.808585118,6.701696363,0.891540786,1.256532047,6.145072345,0.1,0.125,12.625,0.696416549,1.172977551,8.526448219,1.0721565,-0.145378151,2.642857143,1.195907957,-1.511111111,0,0.764795058,1.052601043,7.83718751,0.624712532,0.785714286,5.642857143,0.484848485,-5.175362319,5.891304348,South American
Sirwan Kakai,1989,2,999.4298739,1,0,0,2002.089485,1,1,52,0.066666667,1,18.13333333,-107,22.2,-93,1.133333333,13,0,-4,0,0,0.864444444,2.116666667,10.93333333,-63,3.733333333,-60,3.466666667,16,14.66666667,-5,3.266666667,-89,0.2,-13,0.153537803,0.233780985,2.930713946,0.168296474,0.327993211,2.803546099,0.122222222,1.166666667,4.333333333,0.117330526,0.172945882,3.412987995,0.254761905,0.260714286,1.439285714,0.231111111,-0.533333333,1,0.143412429,0.461917573,3.310731132,0.209435897,0.050926217,1.909387755,0.066666667,-1.666666667,2.333333333,Middle Eastern
Donnie Chappell,0,1,984,1,0,0,1000,0,1,1997,0,0,0,-5,3.296703297,-6,0,-1,0,-1,0,0,0,0,0,-4,0,-1,0,0,0,0,0,0,0,-5,0,-0.625,0.375,0.412087912,-0.108333333,0.266666667,0,-1,0,0,-0.571428571,0.428571429,0,-1,0,0,0,1,0,0,1,0,0,1,0,-0.625,0.375,North American
Abubakar Nurmagomedov,1989,4,1001.280329,1,0,0,4024.356315,2,2,129,0,0,72.34509804,-120,131.2313725,-106,2.28627451,21,0,-2,0,0,13.22816993,176.35,44.3254902,78,11.8,-197,16.21960784,-1,62.47843137,121,9.266666667,-221,0.6,-20,1.22124454,5.562199192,19.15202783,1.503121077,5.820399481,16.05213003,0.689607843,4.764285714,28.71428571,0.937777067,5.08255424,22.62619236,1.680952381,9.006406926,13.79212121,2.28627451,5.25,5.25,1.151927289,6.342937202,20.97252459,1.73,5.004945055,9.054945055,0.3,-1.083333333,24.41666667,Dagestani
Demetrious Johnson,1986,18,1167.645159,1,0,12,18680.27781,15,2,502,109.2212155,253,8433.521545,82413,14120.28469,133093,353.6573857,4372,115.3360007,1544,10.33333333,237,692.9746307,9475.266667,4259.945073,41380,2573.473579,20418,1600.102894,20615,4461.891751,45563,2435.183487,12823,1536.446308,24027,120.0062011,568.8478712,1410.88594,138.4446957,530.2392667,1166.789752,60.75439929,378.0663325,1371.965683,99.2896374,553.2764204,1649.020463,132.4551214,423.8831034,919.0717685,138.0639099,245.3575989,854.8050585,86.93548401,495.1520403,1585.170974,130.568316,247.6725351,844.8263827,109.4115893,757.2298103,1369.715873,African
Carlos Eduardo Rocha,1981,3,985.1245022,2,0,0,3039.239854,1,2,90,0,0,16.65106383,-152,32.60992908,-758,0,-41,0.958865248,9,0.692198582,5,1.121323877,-95.81666667,4.358865248,-167,5.333333333,27,6.958865248,-12,9.517730496,18,6.866666667,-38,0.266666667,-132,0.562125844,-1.597450004,6.662151703,0.697743391,-2.241061951,4.522574413,0,-6.1,7.9,0.26706443,-3.996631025,7.791728763,0.586666667,-1.016666667,4.183333333,1.198080935,3.116806723,4.528571429,0.441668649,-0.271942083,9.794517544,0.538095238,-1.574725275,4.353846154,0.133333333,-6.633333333,5.366666667,South American
Alessio Di Chirico,1989,11,957.8512838,2,0,0,11032.89611,4,7,327,39.29683005,-184,1805.356465,-2842,1901.764536,-7553,14.3453149,180,0,-60,0,-1,28.87956208,164.5666667,926.4287214,-127,659.4046596,-1789,219.5230836,-926,1604.880623,-2837,83.42129597,-338,117.0545455,333,206.2181259,-41.41682712,255.693301,206.5876061,-52.94871261,239.4013582,4.656426011,48.46666667,501.8,22.22517849,-81.26321403,296.8210212,224.3445719,-7.175229346,227.1728089,56.46384293,50.39447181,219.8603448,203.1737233,-42.80216169,264.965745,14.30861375,-30.0367567,285.5686275,39.64189797,114.3557423,497,European
Derrick Lewis,1985,28,1083.652516,1,0,0,29354.19104,18,10,931,1685.395851,1332,38937.25897,-59462,43963.9885,-202574,310.5479218,-11737,0,-5477,91.87966778,-713,1229.36465,-25270.65,33744.69169,-19297,3915.436803,-12592,1277.130484,-27573,10376.00688,-50929,2353.53641,-12133,26207.71569,3600,1496.448435,-1161.704065,2970.917871,1557.799057,-1630.015365,2396.501616,155.8098683,-1166.474076,5581.692591,1331.444884,-1066.172657,3487.406543,2512.956534,514.8264157,3010.70463,1023.300328,-720.7,3671.5,2076.670685,-55.65804498,4365.564053,400.2294141,409.5192211,4431.025736,944.2306743,-1117.886559,3927.302842,Black American
Luan Lacerda,1993,2,969.4324201,2,0,0,2016.720898,0,2,60,0,0,17.917603,-175,19.59925094,-239,0.516104869,1,0.449438202,4,0.449438202,0,0.299200999,-5.633333333,9.257677903,-135,6.978277154,7,1.68164794,-47,16.56928839,-73,1.348314607,-22,0,-80,0.226095144,-0.30854015,2.499470899,0.238252049,-0.400453165,2.294255112,0.129026217,-0.75,3,0.189503639,-0.27896532,2.922888873,0.260979212,-0.735344871,1.648606811,0.49705725,0.247619048,0.533333333,0.213661915,-0.045010873,2.873655914,0.449438202,0.871794872,1.871794872,0,-3.076923077,1.923076923,South American
Kyle Prepolec,1989,2,969.2730129,2,0,0,2012.951028,0,2,60,0,0,15.2,-66,15.8,-397,0,-12,0,0,0,0,0.213333333,-19.65,7.933333333,7,3.866666667,-25,3.4,-48,14.6,-34,0.6,9,0,-41,0.118832815,-0.486697534,2.730810235,0.121868454,-0.89588501,2.276088178,0,-2.4,2.6,0.085626173,-0.14807799,3.567529412,0.175204678,-0.218083671,2.153846154,0.233333333,-1.115615616,0.384384384,0.11584989,-0.349487837,2.912763819,0.3,4.5,5,0,-3.833333333,1.166666667,North American
Saimon Oliveira,1991,2,968.7926554,2,0,0,2001.282538,0,2,63,0,-4,14.93607306,-131,17.03196347,-152,0,-11,0.266666667,4,0,0,1.249543379,-6.216666667,5.235616438,-111,2.243835616,-63,7.456621005,43,12.75890411,-61,2.17716895,-48,0,-22,0.212902989,-1.375351722,1.817404817,0.225966644,-1.364948152,1.69047619,0,-0.733333333,4.266666667,0.108023955,-1.806437392,2.201591512,0.280987506,-1.73833413,0.855072464,0.511872146,0.583333333,1.333333333,0.202983117,-1.25743348,2.037241379,0.294092919,-1.336675021,1.060150376,0,-4.428571429,0.571428571,South American
