Fighter,dob,totalfights,elo,losestreak,winstreak,titlewins,oppelo,wins,losses,avg age,KD,KD differential,Sig. str.,Sig. str. differential,Total str.,Total str. differential,Td,Td differential,Sub. att,Sub. att differential,Rev.,Rev. differential,Ctrl,Ctrl differential,Head,Head differential,Body,Body differential,Leg,Leg differential,Distance,Distance differential,Clinch,Clinch differential,Ground,Ground differential,Sig. str.%,Sig. str.% differential,Sig. str.% defense,Total str.%,Total str.% differential,Total str.% defense,Td%,Td% differential,Td% defense,Head%,Head% differential,Head% defense,Body%,Body% differential,Body% defense,Leg%,Leg% differential,Leg% defense,Distance%,Distance% differential,Distance% defense,Clinch%,Clinch% differential,Clinch% defense,Ground%,Ground% differential,Ground% defense,Ethnicity
Edwin Figueroa,1984,6,969.6355312,3,0,0,6015.513567,2,4,169,2.314285714,-27,197.7142857,-1128,279.8571429,-4000,1.714285714,-436,4.019047619,-62,4.152380952,56,12.5884127,-468.5833333,158.3428571,-98,28.75238095,-361,10.61904762,-669,118.3809524,-797,5.466666667,-266,73.86666667,-65,2.457616867,-14.59876031,45.64748099,2.904487364,-20.34840207,34.6736278,1.714285714,-55.63636364,19.36363636,2.169250939,-11.80910557,51.75074785,3.344908425,0.115298736,52.08452951,2.131746032,-27.11858974,43.04807692,2.114395822,-7.674349623,55.61761526,2.156190476,-42.09166667,27.70833333,2.915359307,-25.50655789,32.76495726,North American
Steve Judson,0,2,968.0015545,2,0,0,1983.263693,0,2,3999,0,-5,16.55172414,17,24.82758621,29,0,-1,0,0,0,0,0.388013136,-1.716666667,13.00492611,21,3.54679803,-4,0,0,0,-5,16.55172414,22,0,0,0.61302682,-0.820662768,2.105263158,0.689655172,-0.927536232,1.739130435,0,-1,4,0.541871921,-0.705128205,2.461538462,1.18226601,1.333333333,2.333333333,0,0,5,0,-1.8,3.2,0.752351097,-0.74025974,1.714285714,0,0,5,North American
Krzysztof Jotko,1989,17,1066.291688,1,0,0,17426.09671,11,6,487,47.53151781,-64,5154.387979,8424,9900.937763,42285,149.7213483,159,10.92134831,-278,13.33400111,-216,410.687792,490.55,3686.519537,18517,910.0892367,-3512,557.7792056,-6581,3300.425502,1541,921.43081,1020,932.5316667,5863,93.7251405,-0.714781858,994.1229456,124.6863056,72.63734693,834.1747787,42.59321384,103.417577,1290.929482,97.8968966,214.0063427,1267.414895,67.16755779,-353.5674437,499.1856791,89.21715067,-91.25399863,451.4602871,45.46319607,-177.8138227,1089.37683,58.91689843,95.54558374,1057.713818,139.6367517,185.0965867,1166.973593,European
Danny Roberts,1987,14,997.8238902,3,0,0,14281.90495,7,7,444,28.24572253,-697,2680.094598,-14112,2973.512552,-21520,18.16767677,-468,3.62811245,-716,15.21796565,143,110.8678269,-908.2166667,1340.027623,-14692,810.2216918,-161,529.8452829,741,1950.577608,-11161,509.7978169,-1986,219.719173,-965,67.37615961,-172.2475326,469.0612495,68.655799,-201.1614114,422.3059244,3.951515152,-148.852381,813.3142857,23.94634448,-260.9100385,537.4559655,89.44319797,-47.51580137,267.3976698,166.5824799,205.9288961,387.8857143,60.52874955,-197.1178592,515.1255591,79.95835462,-249.0905011,210.8114395,32.84230829,-278.5382029,465.5584416,European
Hector Lombard,1978,12,949.0363131,6,0,0,12647.03043,3,8,445,54.31537155,143,2436.654597,-1049,3099.654975,-914,56.43083899,274,19.84496124,5,0,0,102.5684104,1003.2,1399.967725,-3490,223.5024577,-3218,813.184414,5659,1817.906087,2092,315.3200231,-801,303.4284875,-2340,41.01135972,44.82919931,350.5481767,44.69158295,45.31146989,317.5605952,19.92357223,71.93333333,524.1,34.09506176,34.97581081,410.5413304,39.15269679,-19.66134601,226.4243683,46.1303929,-77.86177249,110.9481481,37.85005344,56.93126931,387.422379,55.81259627,-44.11512932,141.6199134,27.85893914,55.60128205,496.25,Caribbean
TJ Grant,1984,11,1085.583516,0,5,0,11337.71835,8,3,294,193.9328015,463,4045.070475,7745,4752.532116,9838,29.78430204,-248,17.98251366,45,9.816393443,-58,113.8419846,175.4833333,2845.43408,1374,998.6852224,6281,200.951172,90,2171.717361,811,1364.466961,6194,508.8861524,740,51.31875638,60.66164714,303.6450427,55.33406602,77.73335961,284.3372024,7.665469922,3.736904762,412.0916667,44.82872288,38.00706642,327.7157582,88.68759458,223.860112,326.6675579,40.52979863,75.23333333,212.0833333,42.93515536,30.7051935,312.438211,66.63399117,82.49131407,248.7666667,47.21434448,161.0594375,429.540634,North American
Charlie Ontiveros,1991,3,955.8315977,3,0,0,3041.517052,0,3,90,1.167883212,8,60.61695611,-252,80.49975656,-422,0,-23,0,0,0,0,0.077858881,-37.95,47.94089977,-181,10.14084507,-26,2.535211268,-45,56.32992002,55,3.703094479,-5,0.583941606,-302,1.741774485,-2.812019609,4.757823129,1.925632796,-2.558671192,4.094804744,0,-7.9,6.1,1.640622881,-2.564986825,5.337285903,1.690140845,-4.75,3.25,2.535211268,-3.5,1.5,1.706442484,-1.494638695,6.305361305,1.85154724,0,5.5,0.116788321,-9.418918919,3.781081081,North American
Vicente Luque,1991,20,1133.398458,0,1,0,20895.26447,15,5,553,174.0012323,111,15875.48675,-2901,18654.68919,-13194,136.8601504,-419,180.9441095,-26,6.711409396,99,425.0006914,83.63333333,9492.320113,-31555,2536.094522,253,3847.072119,28401,13766.2035,11380,1279.113421,-16256,830.1698384,1975,224.4985033,251.9831038,1563.764217,236.2548263,228.6723998,1434.020593,13.134108,-608.9242424,1952.680952,172.67462,94.89675202,1751.882295,296.214755,266.7886125,1000.206135,289.2654192,121.6271783,568.1921325,209.4320497,306.1211672,1691.687463,228.9280885,228.680683,1083.829703,139.5682916,140.1423077,1718.783333,South American
Ange Loosa,1993,3,1014.865844,0,2,0,2959.65959,2,1,88,0,0,99.06666667,304,144.7333333,808,4.133333333,62,0,0,0,0,5.127777778,72.73333333,68.33333333,199,19.53333333,63,11.2,42,58.2,-215,22.13333333,260,18.73333333,259,0.498259444,1.222046789,7.748155128,0.547812494,1.534219384,7.317031973,0.493333333,7.4,14,0.436731678,1.284560066,8.733584889,0.671992337,-0.271281196,3.648833747,0.837777778,1.491208791,2.924542125,0.423717759,0.258308093,7.902541707,0.539433551,-0.800163399,5.108333333,0.685897436,2.955128205,6.666666667,African
Rony Jason,1984,9,997.2653597,3,0,1,9180.615251,4,4,270,24.88051948,90,426.96592,-5693,1030.500917,-6460,5.231654676,-1088,23.19387539,97,0,-100,32.07170367,-765.15,296.0864787,-4271,98.64747065,104,32.23197063,-1526,292.0389016,-1769,60.93092389,-180,73.99609455,-3744,32.54410166,-28.43266613,129.383682,37.24371047,-14.4861026,99.97305158,1.231654676,-173.75,95.25,30.20452836,-33.12912079,142.5688828,16.9764916,26.97012987,178.9761905,21.3236373,-41.4245338,86.2004662,27.54665205,-0.267799307,179.8593972,20.26530397,-27.66666667,115.8333333,10.70689277,-186.0713776,28.22862236,South American
Carmelo Marrero,1981,4,971.9697888,3,0,0,4092.36853,1,3,104,0,-9,14.75801128,-407,36.03193868,-1392,0.4,-78,0,-55,0,0,1.686666667,-156.7666667,7.988118812,-285,0.666666667,-10,6.103225806,-112,11.43655914,-132,0,-48,3.321452145,-227,1.266470366,-6.96084021,15.88847926,1.874043188,-9.828759341,8.843318581,0.04,-14.82857143,14.57142857,0.787032379,-6.943448884,18.16195652,0.060606061,-4.090909091,25,2.51827957,-5.055555556,4.444444444,0.645377174,-6.892127842,18.36269841,0,-10.19047619,19.80952381,1.758233754,-7.901692011,9.546583851,North American
Pete Spratt,1971,7,984.1326181,2,0,0,7051.737478,3,4,235,0,0,238.3897958,791,478.2901135,1141,1.205357143,-286,0.413793103,-153,15.50539084,85,39.24542292,-140.3833333,160.4761246,632,27.60824658,-80,50.30542453,239,85.03462799,257,36.06406265,-26,117.2911051,560,10.85814387,14.78711485,86.47142857,16.42824466,3.277820236,53.24006122,1.205357143,-75.93333333,55.06666667,8.073608032,10.71224233,95.72045455,14.10567316,26.63461538,70.63461538,17.71371715,87.20833333,114.3333333,12.48077627,41.94509804,102.1117647,8.508950978,13.71428571,96,6.354928764,-29.39285714,68.25,North American
SeungWoo Choi,1992,9,989.1232568,0,1,0,9036.591973,4,5,259,38.88679969,-92,1245.674211,1850,1704.06128,5471,11.40225847,97,0,-60,0,-20,49.75726703,371.2833333,765.8260187,208,210.0260793,301,269.8221128,1341,1011.961163,1648,81.22151958,246,152.4915286,-44,17.41489492,-34.72839495,138.8788895,18.86077624,-31.5033395,124.4256859,8.045573679,112.9823718,277.8157051,14.33476896,-39.02854887,161.8529536,29.83734022,-38.56851637,82.36859651,31.20580903,-8.388342303,46.55950716,14.98756621,-35.52834661,146.8104626,15.14529006,3.860485348,134.0553571,21.31892213,18.39145022,171.9628788,Asian
Christian Morecraft,1986,4,972.1118133,2,0,0,4064.325373,1,3,100,0,-44,45.68105554,-243,82.04123853,-63,11.33144694,51,5.462732401,23,1.387067862,13,11.23352361,47.28333333,37.75034638,-166,2.818801346,7,5.11190781,-84,26.50940322,-254,2.446130538,4,16.72552179,7,1.176757091,-15.15703316,8.203607577,1.6679659,-11.39583863,9.471411483,3.974099855,17.66666667,28,1.138452411,-15.99291969,7.928819444,0.860375096,-1.25,21.5,1.196927017,-7.538095238,11.26190476,0.838249558,-15.96089546,9.347597598,1.371144654,6.5,24,2.570623369,-15.88306878,3.142857143,North American
Bill Mahood,1967,1,984.7363068,1,0,0,1016,0,1,38,0,0,0.434782609,-2,0.869565217,-30,0,-1,0,-1,0,0,0,-2.066666667,0,-3,0,0,0.434782609,1,0.434782609,0,0,0,0,-2,0.434782609,0.25,0.25,0.434782609,0.03030303,0.03030303,0,-1,0,0,-0.75,0.25,0,0,1,0.434782609,1,1,0.434782609,0.5,0.5,0,0,1,0,-1,0,North American
Marcin Wrzosek,1987,1,984,1,0,0,1000,0,1,28,0,0,3.466666667,-9,8.266666667,17,0.2,1,0,-2,0,0,0.31,0,2.6,8,0.266666667,-24,0.6,7,2.266666667,-2,0.866666667,-9,0.333333333,2,0.029131653,-0.127840025,0.435185185,0.040522876,-0.065112838,0.327044025,0.016666667,-0.416666667,0.333333333,0.026262626,-0.042680324,0.563380282,0.053333333,-0.023529412,0.176470588,0.04,-0.066666667,0.333333333,0.024637681,-0.123585468,0.506849315,0.041269841,-0.0906298,0.290322581,0.055555556,0.083333333,0.25,Slavic
Rashad Coulter,1981,4,968.7780159,0,1,0,3917.968633,1,3,146,1.066666667,11,147.8406488,-109,166.3618609,-364,0,-27,0,-18,0,0,0.78294616,-133.8833333,117.1411815,571,23.31046095,-175,7.389006342,-505,98.8398058,-61,46.86750969,108,2.133333333,-156,1.708809853,1.356037319,14.09293597,1.856496865,1.170800946,13.02030249,0,-6.75,23.25,1.326253546,2.624356248,17.78338714,2.866179576,2.041954023,3.841954023,2.055673009,-4.980364656,4.019635344,1.385776455,1.574829235,16.68287031,2.523378975,3.432954545,9.454545455,0.711111111,-1.389277389,17.94405594,Black American
Kyung Ho Kang,1987,13,1055.068364,1,0,0,13171.40567,8,4,405,82.82079546,308,4278.624404,-3279,6353.50412,-5305,110.836768,-256,81.7332866,146,2.11492597,-153,178.4461461,263.3333333,3087.46974,8469,513.7156666,-4618,677.4389977,-7130,3581.541615,-3857,218.9481874,38,478.1346021,540,62.63557167,27.58663786,428.2514096,73.76666563,53.02803429,377.2752045,81.04677114,103.0615079,618.2916667,54.81285747,79.24953888,524.6889551,80.66842252,86.45791226,337.5529415,95.90740612,2.786006969,133.4850826,56.49431098,21.22074728,461.506811,26.90181365,-66.16746032,484.6380952,68.43755512,-19.96046488,423.7808497,Asian
David Onama,1994,5,1015.382955,0,1,0,4987.289823,3,2,140,4.688234972,45,289.9866139,65,335.482168,-671,3.257336038,-72,1.095334686,-73,3.779144063,25,12.11210625,-29.41666667,243.7511865,517,33.26163159,-173,12.97379582,-279,233.316269,142,12.47519112,-277,44.19515385,200,2.646123886,-1.307971013,28.67775855,2.731189529,-3.799151382,25.36480243,0.54288934,-19.4047619,29.92857143,2.433854141,-0.136607939,31.63957906,3.276541178,-2.842610984,21.35281385,4.754901638,6.769230769,15.76923077,2.538790907,-1.147910766,30.13695891,2.857771473,-15.70327812,13.13730159,2.734328421,-6.070940171,20.04444444,African
Victor Altamirano,1991,4,998.0036019,1,0,0,3955.248528,2,2,126,1.095890411,0,126.2949772,130,283.347032,-312,2.933333333,-63,0,0,0,0,6.374901065,-112.4,82.20273973,-62,27.4630137,71,16.62922374,121,69.43835616,283,9.525114155,-11,47.33150685,-142,1.638879546,2.33390692,16.44257707,2.026513946,3.493166047,12.60119247,1.165151515,2.040764791,14.56349206,1.389835373,0.837584088,18.39908302,2.158282046,0.392164357,9.212454212,2.226733084,3.967532468,6.785714286,1.445673558,5.109444092,20.08774581,2.0847793,-4.242857143,6.923809524,1.24776428,-12.57232704,8.333333333,South American
Stephen Thompson,1983,20,1075.442976,1,0,0,21294.14295,12,7,678,78.98264005,-10,11956.32146,41976,14658.33391,-8031,17.09060834,-4399,0,-1328,0.266666667,0,87.31957585,-10163,8027.706189,41891,2784.916311,25114,1143.698959,-25029,10944.71577,79484,578.4443454,-9723,433.1613436,-27785,110.5940546,-128.2669335,1324.469514,123.5822383,-70.89079598,1199.394021,6.423742832,-722.0384615,2111.128205,90.4831571,-90.14023371,1628.452971,159.6748214,255.3361098,975.7707346,173.3169175,318.2785315,925.8276912,106.2026003,153.8796256,1645.13806,136.5467202,82.83133481,1138.023976,100.3564519,-381.925,1516.25,North American
Renato Sobral,1975,10,1037.117488,0,1,0,10314.70801,6,4,292,0,-306,1194.083906,4103,2393.720941,4831,55.84607856,199,93.34234363,610,20.85106383,49,169.3406654,485.45,706.0731981,2203,227.183738,1256,260.8269703,644,221.6393419,-264,207.5441656,120,764.9003989,4247,39.48334131,-27.19270865,179.0288678,45.88931554,-49.64150785,108.5530375,22.83018436,71.46666667,275,22.86968439,-62.67672742,187.8730769,33.58310465,24.08333333,206.3333333,89.01796409,177.5888889,262.5,33.69777991,-56.38169086,190.5196078,39.66902041,114.1742424,289.5909091,26.85724331,-67.37350954,162.2175824,South American
Terry Martin,1980,6,971.4170074,2,0,0,6005.433292,2,4,160,38.57142857,-17,419.4284483,161,544.0804253,-3293,18.23248261,122,0,-25,0,0,37.7212823,207,281.5160424,101,85.23296362,376,52.67944225,-316,103.6373765,12,156.289523,14,159.5015488,135,43.95145003,3.100441424,44.27589391,44.48048608,-2.628578918,31.45712351,4.305195817,16,79,42.61514631,13.36066893,69.75980392,4.306469708,-18.62798408,15.09615385,9.88071281,-12.83333333,2.5,40.30909134,-1.866281921,63.48907721,9.228582789,14.40664613,39.46085859,47.90506284,14.25555556,62.26666667,Black American
Marco Ruas,1961,2,999.2085056,1,0,1,1998.798878,1,1,72,0.075282309,1,3.284316186,11,7.265244668,-14,0.8,4,1.6,7,0,0,2.946666667,12.46666667,0.677540778,-2,0,-2,2.606775408,15,2.832622334,16,0.150564617,-1,0.301129235,-4,0.842107054,0.225988701,0.666666667,0.581729103,-1.261904762,0.428571429,0.8,4,5,0.027101631,-3.797894737,0.842105263,0,-1,4,0.853140453,0.150326797,0.444444444,0.841482088,0.291761149,0.740740741,0.050188206,-0.333333333,4,0.043018462,-3.428571429,1,South American
Myles Jury,1988,12,1051.935855,2,0,0,12439.11021,8,4,323,34.56997358,68,2475.758683,674,2868.060288,1046,52.79294922,376,0.513580247,-207,9.225046041,35,169.993959,770.95,1792.67066,1616,291.4298598,707,391.6581638,-1649,1379.105692,-1641,52.66666667,446,1043.986324,1869,54.05337021,48.42324378,418.1232713,55.48268959,3.72648439,358.8840199,32.05679207,78.33333333,527,39.42173204,57.838377,490.3820952,84.49255082,192.1992329,418.8853801,74.23685611,8.084214419,317.2219822,38.13610147,30.56179004,453.9670084,8.833333333,39.16666667,556.6666667,45.53810223,-24.61196217,386.5555556,North American
Chris Spang,1987,1,984,1,0,0,1000,0,1,26,0,0,0.333333333,-33,1.6,-33,0,-6,0,0,0,0,0,-4.483333333,0.066666667,-11,0.066666667,-4,0.2,-18,0.266666667,-22,0.066666667,-9,0,-2,0.005847953,-0.296119086,0.616161616,0.021052632,-0.167261374,0.516949153,0,-0.6,0.4,0.001515152,-0.203687822,0.773584906,0.016666667,-0.305555556,0.444444444,0.022222222,-0.234234234,0.432432432,0.005031447,-0.26219064,0.662337662,0.016666667,-0.375,0.375,0,-0.333333333,0.666666667,European
Gaston Bolanos,1992,1,1013.871341,0,1,0,953.5011091,1,0,31,0,0,4.2,46,4.6,-10,0,-3,0,-1,0.066666667,1,0.106666667,-4.416666667,2.133333333,25,0.466666667,-2,1.6,23,2.866666667,27,0,-1,1.333333333,20,0.033070866,0.060165556,0.564102564,0.034074074,-0.248504274,0.240384615,0,-0.6,0.4,0.02601626,0.072062084,0.681818182,0.033333333,-0.192307692,0.307692308,0.051612903,0.524193548,0.75,0.030824373,0.029933159,0.567567568,0,-0.5,0.5,0.039215686,0.588235294,1,South American
Cristian Quinonez,1996,2,1000.74186,1,0,0,2030.974577,1,1,53,0,-4,27.36339523,-23,27.36339523,-59,0,-4,0,-4,0,0,0.01025641,-2.633333333,23.43766578,0,0,-13,3.925729443,-10,26.13262599,-7,0,0,1.230769231,-16,0.866360093,-0.403241833,2.399399399,0.866360093,-0.720515629,2.082125604,0,-4,1,0.798871626,-0.165608466,2.8,0,-4,1,1.962864721,1,1,0.851863951,-0.265524304,2.584229391,0,0,5,0.246153846,-2.533333333,1.666666667,North American
Jay Perrin,1993,3,953.5630447,3,0,0,2986.19108,0,3,87,0,0,39.43739837,43,45.23739837,-84,0.933333333,-8,0,-18,0,-1,1.712222222,-0.75,27.74471545,30,6.6,26,5.092682927,-13,34.83739837,51,4.066666667,-12,0.533333333,4,1.81302865,0.385346757,7.385038961,1.827843614,-1.713648351,5.063819386,0.140952381,-4.552380952,7.333333333,1.551514668,-0.043926562,7.993457944,0.255555556,-0.169117647,9.99754902,3.529825784,3.757142857,5.2,1.80103089,0.442898851,7.622557457,0.266666667,-0.19017094,9.80982906,0.177777778,2,13.33333333,North American
Johnny Eduardo,1978,8,970.9716184,3,0,0,8063.73731,3,5,300,6.284718599,34,815.3818012,-93,877.9545401,-1331,6.943942134,-71,12.2700565,-156,0,0,11.23779636,-123.7333333,438.2864435,-1090,79.17131519,-303,297.9240425,1300,735.156591,1381,29.92866695,11,50.29654329,-1485,16.53577614,4.349600089,113.6124179,17.12563963,-2.462736283,101.6227736,6.943942134,-52.375,87.625,12.02639438,-11.77368851,130.3275171,10.94806569,-28.73466811,86.36507937,28.85274651,64.78520793,96.19551821,15.84647934,22.29061924,136.0368956,13.62441534,-4.333333333,94,10.5566589,-4.426190476,114.7404762,South American
Craig White,1990,2,975.3723824,2,0,0,2153.079745,0,2,56,0.266666667,3,6.123529412,-124,19.93431373,-99,0,-12,0.266666667,4,0,0,0.43629085,-56.93333333,4.487254902,-85,0.974509804,-41,0.661764706,2,3.23627451,23,0.487254902,-2,2.4,-145,0.192140386,-0.943073154,1.989699955,0.28397625,-0.212188302,1.600121729,0,-3,2,0.131460533,-0.987645688,2.271328671,0.398366013,-0.833333333,0.5,0.132352941,-0.4,4,0.217401961,0.576797386,3.277777778,0.310784314,-0.8,0,0.1,-1.735294118,1.764705882,European
Ricardo Funch,1980,4,941.7871535,4,0,0,4036.286835,0,4,123,0,-25,104.4513021,94,147.2990392,-60,2.490909091,22,0,-60,0,0,9.418062983,68.75,39.08875266,-339,9.473083779,-155,55.88946568,588,45.0502326,-128,38.20677362,166,21.1942959,56,3.091235364,0.114445943,12.48270619,4.040993125,-0.52866999,10.41479861,0.314141414,1.666666667,27.5,2.300179417,-1.239440931,15.0953169,1.339750446,-13.78431373,2.215686275,8.393261163,-0.655487805,0.125,2.784551077,1.855287976,18.28017241,1.805700266,-6.279537554,3.569924812,1.800356506,-1.674242424,8.325757576,South American
KJ Noons,1982,6,987.9631145,2,0,0,6130.911185,2,3,193,18,9,337.5060729,-838,367.5060729,-645,0,-223,0,-25,0,0,0.998461538,-155.8166667,194.9109312,392,25.66666667,-146,116.928475,-1084,258.5136302,-1107,42.99244265,381,36,-112,19.53745768,10.1570438,52.85029807,19.70692265,10.64927384,50.80055359,0,-37.60952381,53.39047619,21.22448639,27.12573388,70.90542604,1.471408221,-23.70925572,45.21962096,17.82998857,-53.24016563,6.428571429,18.74106602,4.831620636,52.48201585,13.87244265,29.36666667,47.16666667,12,-16.24705882,68.75294118,North American
Jonavin Webb,1989,2,968.4854533,2,0,0,1995.054101,0,2,53,0.066666667,1,7.133333333,-72,11.8,-151,0.933333333,2,0.133333333,2,0,-1,0.351111111,-26.15,4.733333333,-34,2.266666667,-16,0.133333333,-22,4.666666667,4,1.8,-5,0.666666667,-71,0.095612845,-0.265284679,3.300522648,0.130725806,-0.356513548,2.682599356,0.116666667,-0.65,2.6,0.075952381,-0.095244616,3.765469669,0.2,-0.823529412,1.176470588,0.026666667,-4.192592593,0.407407407,0.078259173,0.269048878,4.09516129,0.188571429,0.161904762,2.333333333,0.122222222,-2.216666667,0.95,North American
Rinya Nakamura,1995,2,1029.743963,0,2,0,1966.682182,2,0,56,3.636363636,2,29.6,91,34.93333333,31,1.066666667,16,0.8,8,0,0,2.606464646,37.78333333,24.26666667,35,2.666666667,24,2.666666667,32,24.84848485,54,0,0,4.751515152,37,0.968421053,1.65722488,3.690909091,0.977777778,0.819874214,2.713207547,0.266666667,4,5,0.937634409,1.425270846,3.920754717,0.205128205,0.791208791,2.714285714,0.205128205,1.743589744,3.666666667,0.909090909,1.463997114,3.774603175,0,0,5,2.043822844,0.384615385,1,Asian
Matt Arroyo,1982,3,983.2976013,2,0,0,3000,1,2,78,0,0,22.45106383,-93,108.5348609,921,2.123076923,26,4.063829787,46,0,-18,2.493535188,-85.23333333,15.15875614,-121,3.784615385,3,3.507692308,25,8.861538462,26,4.153846154,0,9.435679214,-119,0.677882979,2.539298643,8.654298643,0.92370433,4.184193782,7.446681922,0.393846154,4.933333333,14,0.596465224,1.93300037,9.074509804,0.756923077,-2.169230769,2.230769231,0.984615385,-0.666666667,1,0.375780317,-3.075704783,6.285714286,0.218623482,-1.105263158,11,1.158919804,7.693846154,8.693846154,North American
Chase Sherman,1989,15,914.7451032,2,0,0,15034.50342,4,11,458,24.88482,177,6515.400009,-20099,6968.890445,-21082,13.06666667,-767,0,-265,0,0,33.76112573,-995.55,3694.507992,-32785,1329.328949,3462,1491.563068,9224,6163.318427,-16117,319.8415069,-141,32.24007463,-3841,69.58940424,-83.6418805,652.1228854,70.90291836,-83.59038355,632.5851884,6.533333333,-269,873,56.72169726,-159.4543916,707.3266592,107.236374,-39.19491199,334.6622672,131.8897485,238.3920794,474.4685094,68.73440181,9.405447356,756.4475994,48.6264283,-47.14949818,560.3419799,14.12737338,-455.3472527,678.421978,North American
Rogerio Nogueira,1976,13,1004.432438,2,0,0,13743.62228,6,7,494,45.02005135,35,2790.657356,-8788,3545.619561,-12169,0.266666667,-1263,4.533333333,-188,0.8,4,33.62536748,-1896.666667,2303.787683,-1980,448.1512821,-1251,38.7183908,-5557,2022.48384,-2151,313.8722866,437,454.3012294,-7074,50.19452046,-94.2517246,428.6211262,54.80272491,-70.04861942,396.9508866,0.266666667,-294.8537587,520.1462413,47.85818268,-42.69932952,497.045081,35.08046417,-284.611983,219.4616287,28.48390805,-433.3874949,146.6125051,44.70243512,-62.7505997,486.3484255,43.51205489,47.13463754,494.1668956,46.77798295,-24.7452788,444.1727106,South American
Rafaello Oliveira,1982,8,949.3188786,2,0,0,8131.599918,2,6,234,0,-179,386.1128008,-3201,789.1786439,1212,11.46666667,116,13.06666667,144,0.333333333,5,33.81810726,386.0833333,192.2216362,-1778,148.0472692,-494,45.84389538,-929,330.4569451,-2006,9.789189067,-384,45.86666667,-811,14.08715575,-34.64672751,96.38330198,14.79413689,-35.15747664,86.69985488,1.638095238,3.771428571,183.2,4.943586608,-38.15119363,120.3403808,55.27733752,51.04170772,101.1528188,6.123372476,-30.14000215,103.6640271,13.67034049,-20.84553287,116.1881796,3.042242479,-37.11240426,139.4732601,2.231941392,-60.18663004,110.3342491,South American
Dricus Du Plessis,1994,6,1105.410617,0,6,0,6460.695034,6,0,167,8.275553567,66,678.7886322,3133,815.4554829,3782,16.1261757,88,6.278747673,48,0.598503741,-37,16.89015232,75.03333333,463.4956535,2147,94.27811089,248,121.0148677,738,446.0590318,1308,86.37407663,610,146.3555237,1215,5.953577665,12.13530099,49.5496567,6.181707071,10.64595599,46.1008445,7.685376533,2,26.5,5.068852941,10.22657686,54.63498371,8.212905531,16.04889125,34.33655914,8.796407115,-3.483176301,9.142857143,5.326251866,8.410529321,51.68179684,7.657887084,-6.95,13.25,7.985034537,39.34934641,57.61111111,African
Conor McGregor,1988,14,1101.823992,2,0,3,15295.55669,10,4,395,508.4614155,654,9190.468575,-1694,11244.68303,2745,3.270748299,-992,39.2,-62,6.956521739,64,109.0549812,-2717.65,7626.296662,-3910,767.2852981,1207,796.8866155,1009,4368.408997,6873,981.408133,-2011,3840.651446,-6556,405.85749,168.4388659,593.537701,416.7248662,211.7244659,567.3239926,2.417414966,-402.8,600,443.3203046,174.9943796,639.5617372,78.50391383,310.0100371,698.3731311,307.1668975,127.2013716,487.0093427,316.7425003,147.4239048,654.6433937,295.1031695,590.9800595,834.1125,467.0979163,136.0170162,545.502795,European
Kevin Jordan,1970,2,969.4724153,2,0,0,2016.76741,0,2,70,0,-5,9.414675768,-22,11.68771331,-173,0,-8,0,-9,0,0,0.364419795,-18.36666667,5.59556314,2,3.296075085,7,0.523037543,-31,6.391638225,26,3.023037543,-2,0,-46,0.229093368,-0.20402831,2.892026578,0.25460535,-1.019236525,1.939209726,0,-0.888888889,4.111111111,0.171818215,0.052755648,3.475324675,0.469466114,-0.214285714,0,0.261518771,-0.772727273,1.727272727,0.198637274,0.187916766,3.442724458,0.434802249,2.549019608,2.901960784,0,-2.601503759,2.398496241,North American
Jutaro Nakao,1970,2,1001.335842,1,0,0,2046.527386,1,1,63,0.19047619,1,2.59047619,-61,5.180952381,-905,0,-28,0,0,0,0,0.808888889,-44.33333333,0.838095238,-57,0.533333333,4,1.219047619,-8,1.676190476,6,0.533333333,-13,0.380952381,-54,0.243809524,-1.2,2,0.279365079,-2.352668868,0.313997798,0,-2,3,0.210989011,-1.252307692,2.44,0.088888889,-2.666666667,1,0.457142857,0,0,0.228571429,0.238095238,3.666666667,0.088888889,-2.5,1.166666667,0.19047619,-2.111111111,1.888888889,Asian
Matt Van Buren,1986,2,967.2700657,2,0,0,1968.138668,0,2,57,0,-4,34.79895046,114,39.72371106,-2,0,-2,0,0,0,0,0.142270862,-12.51666667,18.71274472,19,14.44461887,87,1.641586867,8,25.606064,121,9.192886457,5,0,-12,0.351587997,-0.434196621,2.479010926,0.363049496,-0.727341306,2.046226976,0,-1,4,0.237332356,-0.705640403,2.775811209,1.247547975,0.094474153,0.878787879,0.273597811,1.333333333,3,0.353658383,-0.229466089,2.902597403,0.248456391,-0.959710374,1.013262599,0,-2.8,2.2,North American
Kaynan Kruschewsky,1991,1,985.5264018,1,0,0,1033.246502,0,1,32,0,-1,1.991701245,-8,1.991701245,-8,0,0,0,0,0,0,0,-0.05,1.493775934,0,0.497925311,0,0,-8,1.991701245,-8,0,0,0,0,0.064248427,-0.226783969,0.515151515,0.064248427,-0.226783969,0.515151515,0,0,1,0.059751037,-0.06,0.7,0.082987552,-0.333333333,0.333333333,0,-0.8,0.2,0.064248427,-0.226783969,0.515151515,0,0,1,0,0,1,South American
