event_name,event_date,fighter1_name,fighter2_name,winner_name,fighter1_odds,fighter2_odds
ufc-fight-night-april-06-2024,Apr 6 2024,Court McGee,Alex Morono,Alex Morono,+240,-298
ufc-fight-night-april-06-2024,Apr 6 2024,Dan Argueta,Jean Matsumoto,Jean Matsumoto,+136,-162
ufc-fight-night-april-06-2024,Apr 6 2024,Dylan Budka,Cesar Almeida,Cesar Almeida,-142,+120
ufc-fight-night-april-06-2024,Apr 6 2024,Ignacio Bahamondes,Christos Giagos,Ignacio Bahamondes,-340,+270
ufc-fight-night-april-06-2024,Apr 6 2024,Melissa Mullins,Nora Cornolle,Nora Cornolle,-345,+275
ufc-fight-night-april-06-2024,Apr 6 2024,Morgan Charriere,Chepe Mariscal,Chepe Mariscal,-118,-102
ufc-fight-night-april-06-2024,Apr 6 2024,Norma Dumont,Germaine de Randamie,Norma Dumont,-125,+105
ufc-fight-night-april-06-2024,Apr 6 2024,Pedro Falcao,Victor Hugo,Victor Hugo,+114,-135
ufc-fight-night-april-06-2024,Apr 6 2024,Trevor Peek,Charlie Campbell,Charlie Campbell,+145,-175
ufc-fight-night-april-06-2024,Apr 6 2024,Valter Walker,Lukasz Brzeski,Lukasz Brzeski,-230,+190
ufc-300,Apr 13 2024,Alex Pereira,Jamahal Hill,Alex Pereira,-135,+114
ufc-300,Apr 13 2024,Bo Nickal,Cody Brundage,Bo Nickal,-2100,+1100
ufc-300,Apr 13 2024,Calvin Kattar,Aljamain Sterling,Aljamain Sterling,+136,-162
ufc-300,Apr 13 2024,Charles Oliveira,Arman Tsarukyan,Arman Tsarukyan,+185,-225
ufc-300,Apr 13 2024,Deiveson Figueiredo,Cody Garbrandt,Deiveson Figueiredo,-310,+250
ufc-300,Apr 13 2024,Jalin Turner,Renato Moicano,Renato Moicano,-238,+195
ufc-300,Apr 13 2024,Jiří Procházka,Aleksandar Rakić,Jiří Procházka,+100,-120
ufc-300,Apr 13 2024,Justin Gaethje,Max Holloway,Max Holloway,-170,+142
ufc-300,Apr 13 2024,Jéssica Andrade,Marina Rodriguez,Jéssica Andrade,-135,+114
ufc-300,Apr 13 2024,King Green,Jim Miller,King Green,-180,+150
ufc-300,Apr 13 2024,Sodiq Yusuff,Diego Lopes,Diego Lopes,+120,-142
ufc-300-3205,Apr 13 2024,Holly Holm,Kayla Harrison,Kayla Harrison,+340,-450
ufc-300-3205,Apr 13 2024,Zhang Weili,Yan Xiaonan,Zhang Weili,-550,+390
ufc-3252,Apr 27 2024,David Onama,Jonathan Pearce,David Onama,+134,-158
ufc-3252,Apr 27 2024,James Llontop,Chris Padilla,Chris Padilla,-455,+340
ufc-3260,Apr 27 2024,Austen Lane,Jhonata Diniz,Jhonata Diniz,+260,-335
ufc-fight-night-april-27-2024,Apr 27 2024,Ariane da Silva,Karine Silva,Karine Silva,+130,-155
ufc-fight-night-april-27-2024,Apr 27 2024,Austin Hubbard,Michal Figlak,Austin Hubbard,+130,-155
ufc-fight-night-april-27-2024,Apr 27 2024,Don'Tale Mayes,Caio Machado,Don'Tale Mayes,+105,-125
ufc-fight-night-april-27-2024,Apr 27 2024,Gabriel Benitez,Maheshate,Maheshate,+170,-218
ufc-fight-night-april-27-2024,Apr 27 2024,Ivana Petrovic,Liang Na,Ivana Petrovic,-520,+390
ufc-fight-night-april-27-2024,Apr 27 2024,Marnic Mann,Ketlen Souza,Ketlen Souza,+275,-345
ufc-fight-night-april-27-2024,Apr 27 2024,Matheus Nicolau,Alex Perez,Alex Perez,-175,+145
ufc-fight-night-april-27-2024,Apr 27 2024,Rani Yahya,Victor Henry,Victor Henry,+390,-500
ufc-fight-night-april-27-2024,Apr 27 2024,Ryan Spann,Bogdan Guskov,Bogdan Guskov,-205,+170
ufc-fight-night-april-27-2024,Apr 27 2024,Tim Means,Uroš Medić,Uroš Medić,+250,-310
ufc-301,May 4 2024,Alessandro Costa,Kevin Borjas,Alessandro Costa,-122,+102
ufc-301,May 4 2024,Anthony Smith,Vitor Petrino,Anthony Smith,+425,-575
ufc-301,May 4 2024,Elves Brener,Myktybek Orolbai,Myktybek Orolbai,+210,-258
ufc-301,May 4 2024,Ismael Bonfim,Vinc Pichel,Ismael Bonfim,-535,+400
ufc-301,May 4 2024,Jack Shore,Joanderson Brito,Joanderson Brito,+154,-185
ufc-301,May 4 2024,Joaquim Silva,Drakkar Klose,Drakkar Klose,+160,-192
ufc-301,May 4 2024,José Aldo,Jonathan Martinez,José Aldo,-142,+120
ufc-301,May 4 2024,Karolina Kowalkiewicz,Iasmin Lucindo,Iasmin Lucindo,+310,-395
ufc-301,May 4 2024,Michel Pereira,Ihor Potieria,Michel Pereira,-625,+455
ufc-301,May 4 2024,Paul Craig,Caio Borralho,Caio Borralho,+455,-625
ufc-3231,May 4 2024,Dione Barbosa,Ernesta Kareckaitė,Dione Barbosa,-238,+195
ufc-3231,May 4 2024,Mauricio Ruffy,Jamie Mullarkey,Mauricio Ruffy,-265,+205
ufc-3271,May 4 2024,Steve Erceg,Alexandre Pantoja,Alexandre Pantoja,+150,-185
ufc-fight-night-may-11-2024,May 11 2024,Alex Caceres,Sean Woodson,Sean Woodson,+180,-218
ufc-fight-night-may-11-2024,May 11 2024,Alonzo Menifield,Carlos Ulberg,Carlos Ulberg,+225,-278
ufc-fight-night-may-11-2024,May 11 2024,Billy Ray Goff,Trey Waters,Trey Waters,+140,-166
ufc-fight-night-may-11-2024,May 11 2024,Charles Johnson,Jake Hadley,Charles Johnson,+110,-130
ufc-fight-night-may-11-2024,May 11 2024,Chase Hooper,Viacheslav Borshchev,Chase Hooper,+120,-142
ufc-fight-night-may-11-2024,May 11 2024,Derrick Lewis,Rodrigo Nascimento,Derrick Lewis,-162,+136
ufc-fight-night-may-11-2024,May 11 2024,Diego Ferreira,Mateusz Rębecki,Diego Ferreira,+380,-500
ufc-fight-night-may-11-2024,May 11 2024,JJ Aldrich,Veronica Hardy,Veronica Hardy,+114,-135
ufc-fight-night-may-11-2024,May 11 2024,Joaquin Buckley,Nursulton Ruziboev,Joaquin Buckley,-135,+114
ufc-fight-night-may-11-2024,May 11 2024,Tabatha Ricci,Tecia Pennington,Tabatha Ricci,-142,+120
ufc-fight-night-may-11-2024,May 11 2024,Terrance McKinney,Esteban Ribovics,Esteban Ribovics,+142,-170
ufc-fight-night-may-11-2024,May 11 2024,Waldo Cortes Acosta,Robelis Despaigne,Waldo Cortes Acosta,+205,-250
ufc-3290,May 18 2024,Oumar Sy,Tuco Tokkos,Oumar Sy,-560,+410
ufc-fight-night-may-18-2024,May 18 2024,Abus Magomedov,Warlley Alves,Abus Magomedov,-285,+230
ufc-fight-night-may-18-2024,May 18 2024,Adrian Yanez,Vinicius Salvador,Adrian Yanez,-360,+285
ufc-fight-night-may-18-2024,May 18 2024,Alatengheili,Kleydson Rodrigues,Alatengheili,+130,-155
ufc-fight-night-may-18-2024,May 18 2024,Edson Barboza,Lerone Murphy,Lerone Murphy,+124,-148
ufc-fight-night-may-18-2024,May 18 2024,Khaos Williams,Carlston Harris,Khaos Williams,-130,+110
ufc-fight-night-may-18-2024,May 18 2024,Luana Pinheiro,Angela Hill,Angela Hill,+114,-135
ufc-fight-night-may-18-2024,May 18 2024,Piera Rodriguez,Ariane Carnelossi,Ariane Carnelossi,-198,+164
ufc-fight-night-may-18-2024,May 18 2024,Tamires Vidal,Melissa Gatto,Melissa Gatto,+270,-340
ufc-fight-night-may-18-2024,May 18 2024,Themba Gorimbo,Ramiz Brahimaj,Themba Gorimbo,-135,+114
ufc-fight-night-may-18-2024,May 18 2024,Vanessa Demopoulos,Emily Ducote,Vanessa Demopoulos,+270,-340
ufc-fight-night-may-18-2024,May 18 2024,Victor Martinez,Tom Nolan,Tom Nolan,+380,-500
ufc-302,Jun 1 2024,Ailin Perez,Joselyne Edwards,Ailin Perez,-185,+154
ufc-302,Jun 1 2024,Cesar Almeida,Roman Kopylov,Roman Kopylov,-118,-102
ufc-302,Jun 1 2024,Grant Dawson,Joe Solecki,Grant Dawson,-485,+370
ufc-302,Jun 1 2024,Islam Makhachev,Dustin Poirier,Islam Makhachev,-675,+490
ufc-302,Jun 1 2024,Jailton Almeida,Alexandr Romanov,Jailton Almeida,-305,+245
ufc-302,Jun 1 2024,Kevin Holland,Michal Oleksiejczuk,Kevin Holland,-305,+245
ufc-302,Jun 1 2024,Mickey Gall,Bassil Hafez,Bassil Hafez,+310,-395
ufc-302,Jun 1 2024,Niko Price,Alex Morono,Niko Price,+215,-265
ufc-302,Jun 1 2024,Randy Brown,Elizeu Zaleski dos Santos,Randy Brown,-180,+150
ufc-302,Jun 1 2024,Sean Strickland,Paulo Costa,Sean Strickland,-270,+220
ufc-3269,Jun 1 2024,Jake Matthews,Phil Rowe,Jake Matthews,-174,+142
ufc-3270,Jun 1 2024,Mitch Raposo,Andre Lima,Andre Lima,+252,-320
ufc-3170,Jun 8 2024,Brunno Ferreira,Dustin Stoltzfus,Brunno Ferreira,-275,+220
ufc-3170,Jun 8 2024,Dustin Jacoby,Dominick Reyes,Dominick Reyes,-245,+190
ufc-3170,Jun 8 2024,Jared Cannonier,Nassourdine Imavov,Nassourdine Imavov,+105,-127
ufc-3170,Jun 8 2024,Julian Marquez,Zachary Reese,Zachary Reese,-144,+117
ufc-3170,Jun 8 2024,Punahele Soriano,Miguel Baeza,Punahele Soriano,+166,-202
ufc-3170,Jun 8 2024,Ricky Turcios,Raul Rosas Jr.,Raul Rosas Jr.,+227,-299
ufc-fight-night-3313,Jun 8 2024,Andrea Lee,Montana De La Rosa,Montana De La Rosa,-161,+136
ufc-fight-night-3313,Jun 8 2024,Brad Katona,Jesse Butler,Brad Katona,-660,+477
ufc-fight-night-3313,Jun 8 2024,Charles Radtke,Carlos Prates,Carlos Prates,+180,-227
ufc-fight-night-3313,Jun 8 2024,Cody Stamann,Taylor Lapilus,Taylor Lapilus,+220,-275
ufc-fight-night-3313,Jun 8 2024,Eduarda Moura,Denise Gomes,Denise Gomes,-202,+166
ufc-fight-night-3313,Jun 8 2024,John Castaneda,Daniel Marcos,Daniel Marcos,+110,-130
ufc-fight-night-3313,Jun 8 2024,Rayanne Dos Santos,Puja Tomar,Puja Tomar,-350,+275
ufc-fight-night-3313,Jun 8 2024,Thiago Moises,Ludovit Klein,Ludovit Klein,+103,-125
ufc-3318,Jun 15 2024,Asu Almabayev,Jose Johnson,Asu Almabayev,-474,+350
ufc-3318,Jun 15 2024,Carli Judice,Gabriella Fernandes,Gabriella Fernandes,+135,-164
ufc-3318,Jun 15 2024,Garrett Armfield,Brady Hiestand,Brady Hiestand,-267,+212
ufc-3318,Jun 15 2024,Josefine Knutsson,Julia Polastri,Josefine Knutsson,-212,+167
ufc-fight-night-june-15-2024,Jun 15 2024,Alex Perez,Tatsuro Taira,Tatsuro Taira,+164,-198
ufc-fight-night-june-15-2024,Jun 15 2024,Douglas Silva de Andrade,Miles Johns,Miles Johns,+120,-142
ufc-fight-night-june-15-2024,Jun 15 2024,Jeka Saragih,Westin Wilson,Westin Wilson,-355,+280
ufc-fight-night-june-15-2024,Jun 15 2024,Jimmy Flick,Nate Maness,Nate Maness,+425,-575
ufc-fight-night-june-15-2024,Jun 15 2024,Josh Quinlan,Adam Fugitt,Adam Fugitt,-125,+105
ufc-fight-night-june-15-2024,Jun 15 2024,Melquizael Costa,Shayilan Nuerdanbieke,Melquizael Costa,-198,+164
ufc-fight-night-june-15-2024,Jun 15 2024,Timmy Cuamba,Lucas Almeida,Lucas Almeida,-192,+160
ufc-fight-night-june-22-2024,Jun 22 2024,Johnny Walker,Volkan Oezdemir,Volkan Oezdemir,-130,+110
ufc-fight-night-june-22-2024,Jun 22 2024,Kelvin Gastelum,Daniel Rodriguez,Kelvin Gastelum,-198,+164
ufc-fight-night-june-22-2024,Jun 22 2024,Kyung Ho Kang,Muin Gafurov,Muin Gafurov,+130,-155
ufc-fight-night-june-22-2024,Jun 22 2024,Magomed Gadzhiyasulov,Brendson Ribeiro,Magomed Gadzhiyasulov,-340,+270
ufc-fight-night-june-22-2024,Jun 22 2024,Muhammad Naimov,Felipe Lima,Felipe Lima,-110,-110
ufc-fight-night-june-22-2024,Jun 22 2024,Nasrat Haqparast,Jared Gordon,Nasrat Haqparast,-238,+195
ufc-fight-night-june-22-2024,Jun 22 2024,Rinat Fakhretdinov,Nicolas Dalby,Rinat Fakhretdinov,-360,+285
ufc-fight-night-june-22-2024,Jun 22 2024,Robert Whittaker,Ikram Aliskerov,Robert Whittaker,-142,+120
ufc-fight-night-june-22-2024,Jun 22 2024,Sergei Pavlovich,Alexander Volkov,Alexander Volkov,-205,+170
ufc-fight-night-june-22-2024,Jun 22 2024,Shara Magomedov,Antonio Trocoli,Shara Magomedov,-550,+410
ufc-fight-night-june-22-2024,Jun 22 2024,Xiao Long,ChangHo Lee,ChangHo Lee,-130,+110
ufc-303,Jun 29 2024,Alex Pereira,Jiří Procházka,Alex Pereira,-148,+124
ufc-303,Jun 29 2024,Andrei Arlovski,Martin Buday,Martin Buday,+220,-270
ufc-303,Jun 29 2024,Charles Jourdain,Jean Silva,Jean Silva,-118,-102
ufc-303,Jun 29 2024,Cub Swanson,Andre Fili,Andre Fili,+180,-218
ufc-303,Jun 29 2024,Ian Machado Garry,Michael Page,Ian Machado Garry,-162,+136
ufc-303,Jun 29 2024,Joe Pyfer,Marc-Andre Barriault,Joe Pyfer,-305,+245
ufc-303,Jun 29 2024,Mayra Bueno Silva,Macy Chiasson,Macy Chiasson,-110,-110
ufc-303,Jun 29 2024,Michelle Waterson-Gomez,Gillian Robertson,Gillian Robertson,+154,-185
ufc-303,Jun 29 2024,Payton Talbott,Yanis Ghemmouri,Payton Talbott,-1650,+950
ufc-303,Jun 29 2024,Rei Tsuruya,Carlos Hernandez,Rei Tsuruya,-470,+360
ufc-303,Jun 29 2024,Ricky Simon,Vinicius Oliveira,Vinicius Oliveira,-250,+205
ufc-303-3283,Jun 29 2024,Anthony Smith,Roman Dolidze,Roman Dolidze,+119,-145
ufc-303-3283,Jun 29 2024,Dan Ige,Diego Lopes,Diego Lopes,+230,-290
ufc-3336,Jul 13 2024,Darrius Flowers,Evan Elder,Evan Elder,+409,-574
ufc-fight-night-3363,Jul 13 2024,Jean Silva,Drew Dober,Jean Silva,-110,-109
ufc-fight-night-3363,Jul 13 2024,Rose Namajunas,Tracy Cortez,Rose Namajunas,-272,+212
ufc-fight-night-july-13-2024,Jul 13 2024,Abdul Razak Alhassan,Cody Brundage,,-166,+140
ufc-fight-night-july-13-2024,Jul 13 2024,Gabriel Bonfim,Ange Loosa,Gabriel Bonfim,-340,+270
ufc-fight-night-july-13-2024,Jul 13 2024,Jasmine Jasudavicius,Fatima Kline,Jasmine Jasudavicius,-105,-115
ufc-fight-night-july-13-2024,Jul 13 2024,Josh Fremd,Andre Petroski,Andre Petroski,-115,-105
ufc-fight-night-july-13-2024,Jul 13 2024,Joshua Van,Charles Johnson,Charles Johnson,-218,+180
ufc-fight-night-july-13-2024,Jul 13 2024,Julian Erosa,Christian Rodriguez,Julian Erosa,+180,-218
ufc-fight-night-july-13-2024,Jul 13 2024,Luana Santos,Mariya Agapova,Luana Santos,-410,+290
ufc-fight-night-july-13-2024,Jul 13 2024,Montel Jackson,Da'Mon Blackshear,Montel Jackson,-142,+120
ufc-fight-night-july-13-2024,Jul 13 2024,Santiago Ponzinibbio,Muslim Salikhov,Muslim Salikhov,-192,+160
ufc-fight-night-july-20-2024,Jul 20 2024,Amanda Lemos,Virna Jandiroba,Virna Jandiroba,+114,-135
ufc-fight-night-july-20-2024,Jul 20 2024,Brian Kelleher,Cody Gibson,Cody Gibson,+170,-205
ufc-fight-night-july-20-2024,Jul 20 2024,Cody Durden,Bruno Silva,Bruno Silva,-102,-118
ufc-fight-night-july-20-2024,Jul 20 2024,Dooho Choi,Bill Algeo,Dooho Choi,+142,-170
ufc-fight-night-july-20-2024,Jul 20 2024,JeongYeong Lee,Hyder Amil,Hyder Amil,-192,+160
ufc-fight-night-july-20-2024,Jul 20 2024,Kurt Holobaugh,Kaynan Kruschewsky,Kurt Holobaugh,+110,-130
ufc-fight-night-july-20-2024,Jul 20 2024,Loik Radzhabov,Trey Ogden,Trey Ogden,-115,-105
ufc-fight-night-july-20-2024,Jul 20 2024,Luana Carolina,Lucie Pudilova,Luana Carolina,-110,-110
ufc-fight-night-july-20-2024,Jul 20 2024,Miranda Maverick,Dione Barbosa,Miranda Maverick,-218,+180
ufc-fight-night-july-20-2024,Jul 20 2024,Mohammed Usman,Thomas Petersen,Thomas Petersen,-122,+102
ufc-fight-night-july-20-2024,Jul 20 2024,Steve Garcia,Seungwoo Choi,Steve Garcia,-148,+124
ufc-304,Jul 27 2024,Arnold Allen,Giga Chikadze,Arnold Allen,-238,+195
ufc-304,Jul 27 2024,Christian Leroy Duncan,Gregory Rodrigues,Gregory Rodrigues,-142,+120
ufc-304,Jul 27 2024,Jake Hadley,Caolán Loughran,Jake Hadley,-218,+180
ufc-304,Jul 27 2024,King Green,Paddy Pimblett,Paddy Pimblett,-125,+105
ufc-304,Jul 27 2024,Leon Edwards,Belal Muhammad,Belal Muhammad,-250,+205
ufc-304,Jul 27 2024,Mick Parkin,Lukasz Brzeski,Mick Parkin,-278,+225
ufc-304,Jul 27 2024,Modestas Bukauskas,Marcin Prachnio,Modestas Bukauskas,-155,+130
ufc-304,Jul 27 2024,Molly McCann,Bruna Brasil,Bruna Brasil,-360,+285
ufc-304,Jul 27 2024,Muhammad Mokaev,Manel Kape,Muhammad Mokaev,-148,+124
ufc-304,Jul 27 2024,Nathaniel Wood,Daniel Pineda,Nathaniel Wood,-425,+330
ufc-304,Jul 27 2024,Oban Elliott,Preston Parsons,Oban Elliott,+120,-142
ufc-304,Jul 27 2024,Sam Patterson,Kiefer Crosbie,Sam Patterson,-375,+295
ufc-304,Jul 27 2024,Shauna Bannon,Alice Ardelean,Shauna Bannon,+114,-135
ufc-304,Jul 27 2024,Tom Aspinall,Curtis Blaydes,Tom Aspinall,-355,+280
ufc-3320,Aug 3 2024,Guram Kutateladze,Jordan Vucenic,Guram Kutateladze,-220,+175
ufc-3320,Aug 3 2024,Mackenzie Dern,Loopy Godinez,Mackenzie Dern,-141,+116
ufc-fight-night-august-03-2024,Aug 3 2024,Azamat Murzakanov,Alonzo Menifield,Azamat Murzakanov,+170,-205
ufc-fight-night-august-03-2024,Aug 3 2024,Cory Sandhagen,Umar Nurmagomedov,Umar Nurmagomedov,+245,-305
ufc-fight-night-august-03-2024,Aug 3 2024,Jai Herbert,Rolando Bedoya,Jai Herbert,-155,+130
ufc-fight-night-august-03-2024,Aug 3 2024,Joel Álvarez,Elves Brener,Joel Álvarez,-192,+160
ufc-fight-night-august-03-2024,Aug 3 2024,Marlon Vera,Deiveson Figueiredo,Deiveson Figueiredo,+124,-148
ufc-fight-night-august-03-2024,Aug 3 2024,Mohammad Yahya,Kauê Fernandes,Kauê Fernandes,+300,-380
ufc-fight-night-august-03-2024,Aug 3 2024,Sedriques Dumas,Denis Tiuliulin,Sedriques Dumas,-218,+180
ufc-fight-night-august-03-2024,Aug 3 2024,Shamil Gaziev,Don'Tale Mayes,Shamil Gaziev,-230,+190
ufc-fight-night-august-03-2024,Aug 3 2024,Shara Magomedov,Michal Oleksiejczuk,Shara Magomedov,-238,+195
ufc-fight-night-august-03-2024,Aug 3 2024,Tony Ferguson,Michael Chiesa,Michael Chiesa,+525,-750
ufc-fight-night-august-03-2024,Aug 3 2024,Viktoriia Dudakova,Sam Hughes,Sam Hughes,-175,+145
ufc-3406,Aug 10 2024,Stephanie Luciano,Talita Alencar,Stephanie Luciano,-165,+133
ufc-3407,Aug 10 2024,Danny Barlow,Nikolay Veretennikov,,-432,+322
ufc-3407,Aug 10 2024,Serghei Spivac,Marcin Tybura,Serghei Spivac,-160,+129
ufc-fight-night-august-10-2024,Aug 10 2024,Chris Gutierrez,Quang Le,,+200,-245
ufc-fight-night-august-10-2024,Aug 10 2024,Damon Jackson,Chepe Mariscal,Chepe Mariscal,+190,-230
ufc-fight-night-august-10-2024,Aug 10 2024,Jhonata Diniz,Karl Williams,Jhonata Diniz,+170,-205
ufc-fight-night-august-10-2024,Aug 10 2024,Karol Rosa,Pannie Kianzad,Karol Rosa,-205,+170
ufc-fight-night-august-10-2024,Aug 10 2024,Toshiomi Kazama,Charalampos Grigoriou,Toshiomi Kazama,+180,-218
ufc-fight-night-august-10-2024,Aug 10 2024,Yana Santos,Chelsea Chandler,Yana Santos,-142,+120
ufc-fight-night-august-10-2024,Aug 10 2024,Youssef Zalal,Jarno Errens,Youssef Zalal,-425,+330
ufc-305,Aug 17 2024,Dricus Du Plessis,Israel Adesanya,Dricus Du Plessis,+110,-130
ufc-305,Aug 17 2024,Jack Jenkins,Herbert Burns,Jack Jenkins,-800,+550
ufc-305,Aug 17 2024,Josh Culibao,Ricardo Ramos,Ricardo Ramos,-142,+120
ufc-305,Aug 17 2024,Junior Tafa,Valter Walker,Valter Walker,-125,+105
ufc-305,Aug 17 2024,Li Jingliang,Carlos Prates,Carlos Prates,+260,-325
ufc-305,Aug 17 2024,Mateusz Gamrot,Dan Hooker,Dan Hooker,-325,+260
ufc-305,Aug 17 2024,Tai Tuivasa,Jairzinho Rozenstruik,Jairzinho Rozenstruik,+190,-230
ufc-305,Aug 17 2024,Tom Nolan,Alex Reyes,Tom Nolan,-1200,+750
ufc-3350,Aug 17 2024,Casey O'Neill,Luana Santos,Casey O'Neill,+115,-139
ufc-3350,Aug 17 2024,Kai Kara-France,Steve Erceg,Kai Kara-France,+225,-282
ufc-3410,Aug 17 2024,Song Kenan,Ricky Glenn,Song Kenan,-247,+195
ufc-3410,Aug 17 2024,Stewart Nicoll,Jesus Aguilar,Jesus Aguilar,-202,+165
ufc-3441,Aug 24 2024,Kaan Ofli,Mairon Santos,Mairon Santos,+183,-225
ufc-fight-night-august-24-2024,Aug 24 2024,Angela Hill,Tabatha Ricci,Tabatha Ricci,+110,-130
ufc-fight-night-august-24-2024,Aug 24 2024,Dennis Buzukja,Francis Marshall,Francis Marshall,+105,-125
ufc-fight-night-august-24-2024,Aug 24 2024,Edmen Shahbazyan,Gerald Meerschaert,Gerald Meerschaert,-355,+280
ufc-fight-night-august-24-2024,Aug 24 2024,Jacqueline Cavalcanti,Josiane Nunes,Jacqueline Cavalcanti,-230,+190
ufc-fight-night-august-24-2024,Aug 24 2024,Jared Cannonier,Caio Borralho,Caio Borralho,+225,-285
ufc-fight-night-august-24-2024,Aug 24 2024,Neil Magny,Michael Morales,Michael Morales,+575,-850
ufc-fight-night-august-24-2024,Aug 24 2024,Robert Valentin,Ryan Loder,Ryan Loder,+140,-166
ufc-fight-night-august-24-2024,Aug 24 2024,Viacheslav Borshchev,James Llontop,Viacheslav Borshchev,-218,+180
ufc-fight-night-august-24-2024,Aug 24 2024,Wang Cong,Victoria Leonardo,Wang Cong,-1200,+750
ufc-fight-night-august-24-2024,Aug 24 2024,Zachary Reese,Jose Daniel Medina,Zachary Reese,-600,+440
ufc-fight-night-september-07-2024,Sep 7 2024,Andre Petroski,Dylan Budka,Andre Petroski,-278,+225
ufc-fight-night-september-07-2024,Sep 7 2024,Felipe dos Santos,Andre Lima,Andre Lima,+150,-180
ufc-fight-night-september-07-2024,Sep 7 2024,Gilbert Burns,Sean Brady,Sean Brady,+150,-180
ufc-fight-night-september-07-2024,Sep 7 2024,Isaac Dulgarian,Brendon Marotte,Isaac Dulgarian,-1800,+1000
ufc-fight-night-september-07-2024,Sep 7 2024,Jaqueline Amorim,Vanessa Demopoulos,Jaqueline Amorim,-305,+245
ufc-fight-night-september-07-2024,Sep 7 2024,Jéssica Andrade,Natalia Silva,Natalia Silva,+250,-310
ufc-fight-night-september-07-2024,Sep 7 2024,Matt Schnell,Cody Durden,Cody Durden,+400,-535
ufc-fight-night-september-07-2024,Sep 7 2024,Rongzhu,Chris Padilla,Chris Padilla,-250,+205
ufc-fight-night-september-07-2024,Sep 7 2024,Steve Garcia,Kyle Nelson,Steve Garcia,-185,+154
ufc-fight-night-september-07-2024,Sep 7 2024,Trevor Peek,Yanal Ashmouz,Yanal Ashmouz,-130,+110
ufc-fight-night-september-07-2024,Sep 7 2024,Yizha,Gabriel Santos,Gabriel Santos,+215,-265
ufc-fight-night-september-07-2024,Sep 7 2024,Zygimantas Ramaska,Nathan Fletcher,Nathan Fletcher,+124,-148
riyadh-season-noche-ufc,Sep 14 2024,Alexa Grasso,Valentina Shevchenko,Valentina Shevchenko,-112,-108
riyadh-season-noche-ufc,Sep 14 2024,Brian Ortega,Diego Lopes,Diego Lopes,+145,-175
riyadh-season-noche-ufc,Sep 14 2024,Daniel Zellhuber,Esteban Ribovics,Esteban Ribovics,-225,+185
riyadh-season-noche-ufc,Sep 14 2024,Edgar Chairez,Joshua Van,,-180,+150
riyadh-season-noche-ufc,Sep 14 2024,Irene Aldana,Norma Dumont,Norma Dumont,-130,+110
riyadh-season-noche-ufc,Sep 14 2024,Manuel Torres,Ignacio Bahamondes,Ignacio Bahamondes,-102,-118
riyadh-season-noche-ufc,Sep 14 2024,Sean O'Malley,Merab Dvalishvili,Merab Dvalishvili,-118,-102
riyadh-season-noche-ufc,Sep 14 2024,Yazmin Jauregui,Ketlen Souza,Ketlen Souza,-455,+350
ufc-306-3399,Sep 14 2024,Raul Rosas Jr.,Aoriqileng,Raul Rosas Jr.,-1000,+650
ufc-3371,Sep 14 2024,Ronaldo Rodriguez,Ode Osbourne,Ronaldo Rodriguez,-207,+170
ufc-fight-night-september-28-2024,Sep 28 2024,Ailin Perez,Daria Zhelezniakova,Ailin Perez,-230,+190
ufc-fight-night-september-28-2024,Sep 28 2024,Bolaji Oki,Chris Duncan,Chris Duncan,-155,+130
ufc-fight-night-september-28-2024,Sep 28 2024,Daniel Barez,Victor Altamirano,Daniel Barez,+110,-130
ufc-fight-night-september-28-2024,Sep 28 2024,Farès Ziam,Matt Frevola,Farès Ziam,-118,-102
ufc-fight-night-september-28-2024,Sep 28 2024,Ion Cutelaba,Ivan Erslan,Ion Cutelaba,+100,-120
ufc-fight-night-september-28-2024,Sep 28 2024,Kevin Jousset,Bryan Battle,Bryan Battle,+145,-166
ufc-fight-night-september-28-2024,Sep 28 2024,Ludovit Klein,Roosevelt Roberts,Ludovit Klein,-1000,+650
ufc-fight-night-september-28-2024,Sep 28 2024,Morgan Charriere,Gabriel Miranda,Morgan Charriere,-535,+400
ufc-fight-night-september-28-2024,Sep 28 2024,Nassourdine Imavov,Brendan Allen,Nassourdine Imavov,-205,+170
ufc-fight-night-september-28-2024,Sep 28 2024,Nora Cornolle,Jacqueline Cavalcanti,Jacqueline Cavalcanti,+170,-205
ufc-fight-night-september-28-2024,Sep 28 2024,Oumar Sy,Da Woon Jung,Oumar Sy,-575,+425
ufc-fight-night-september-28-2024,Sep 28 2024,Renato Moicano,Benoît Saint Denis,Renato Moicano,+215,-265
ufc-fight-night-september-28-2024,Sep 28 2024,Taylor Lapilus,Vince Morales,Taylor Lapilus,-340,+270
ufc-fight-night-september-28-2024,Sep 28 2024,William Gomis,Joanderson Brito,William Gomis,+250,-310
ufc-307,Oct 5 2024,Alex Pereira,Khalil Rountree Jr.,Alex Pereira,-485,+370
ufc-307,Oct 5 2024,Cesar Almeida,Ihor Potieria,Cesar Almeida,-395,+310
ufc-307,Oct 5 2024,Court McGee,Tim Means,Court McGee,+170,-205
ufc-307,Oct 5 2024,José Aldo,Mario Bautista,Mario Bautista,+124,-148
ufc-307,Oct 5 2024,Ketlen Vieira,Kayla Harrison,Kayla Harrison,+600,-900
ufc-307,Oct 5 2024,Marina Rodriguez,Iasmin Lucindo,Iasmin Lucindo,+142,-170
