Title,Winner,Loser,Draw,Method,Round,Time,Time Format,Referee,Details,Date,Red Fighter,Red KD,Red Sig. str.,Red Total str.,Red Td,Red Sub. att,Red Rev.,Red Ctrl,Red Head,Red Body,Red Leg,Red Distance,Red Clinch,Red Ground,Blue Fighter,Blue KD,Blue Sig. str.,Blue Total str.,Blue Td,Blue Sub. att,Blue Rev.,Blue Ctrl,Blue Head,Blue Body,Blue Leg,Blue Distance,Blue Clinch,Blue Ground,Red Sig. str.%,Red Total str.%,Red Td%,Red Head%,Red Body%,Red Leg%,Red Distance%,Red Clinch%,Red Ground%,Blue Sig. str.%,Blue Total str.%,Blue Td%,Blue Head%,Blue Body%,Blue Leg%,Blue Distance%,Blue Clinch%,Blue Ground%
Middleweight Bout,Darren Stewart,Bevon Lewis,False,Decision - Unanimous,3,5.0,,Marc Goddard,,"June 08, 2019",Bevon Lewis,0.0,31.0,45.0,0.0,0.0,0.0,3.7,13.0,12.0,6.0,15.0,16.0,0.0,Darren Stewart,0.0,30.0,40.0,0.0,0.0,0.0,1.6833333333333333,11.0,5.0,14.0,18.0,12.0,0.0,0.36904761904761907,0.45918367346938777,0.0,0.2653061224489796,0.5217391304347826,0.5,0.24193548387096775,0.7272727272727273,0.0,0.410958904109589,0.47619047619047616,0.0,0.21153846153846154,0.8333333333333334,0.9333333333333333,0.32727272727272727,0.6666666666666666,0.0
Bantamweight Bout,Eddie Wineland,Grigory Popov,False,KO/TKO,2,4.783333333333333,,Kevin MacDonald,,"June 08, 2019",Eddie Wineland,2.0,74.0,74.0,0.0,0.0,0.0,0.26666666666666666,48.0,23.0,3.0,70.0,0.0,4.0,Grigory Popov,0.0,55.0,55.0,0.0,0.0,0.0,0.0,24.0,20.0,11.0,52.0,3.0,0.0,0.4327485380116959,0.4327485380116959,0.0,0.37209302325581395,0.5897435897435898,1.0,0.42424242424242425,0.0,0.8,0.36666666666666664,0.36666666666666664,0.0,0.24742268041237114,0.5128205128205128,0.7857142857142857,0.3561643835616438,0.75,0.0
Light Heavyweight Bout,Anthony Smith,Alexander Gustafsson,False,Submission,4,2.6333333333333333,,Marc Goddard,,"June 01, 2019",Alexander Gustafsson,0.0,72.0,73.0,1.0,0.0,0.0,0.65,26.0,8.0,38.0,70.0,0.0,2.0,Anthony Smith,0.0,49.0,51.0,0.0,1.0,0.0,1.4,19.0,11.0,19.0,44.0,0.0,5.0,0.4768211920529801,0.48026315789473684,0.3333333333333333,0.3291139240506329,0.38095238095238093,0.7450980392156863,0.47619047619047616,0.0,0.6666666666666666,0.47115384615384615,0.4766355140186916,0.0,0.3064516129032258,0.5789473684210527,0.8260869565217391,0.4489795918367347,0.0,1.0
Light Heavyweight Bout,Aleksandar Rakic,Jimi Manuwa,False,KO/TKO,1,0.7833333333333333,,Kevin Sataki,,"June 01, 2019",Jimi Manuwa,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,Aleksandar Rakic,1.0,2.0,2.0,0.0,0.0,0.0,0.016666666666666666,1.0,0.0,1.0,2.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.0,1.0,0.6666666666666666,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.2,0.0,0.5,0.2857142857142857,0.0,0.0
Featherweight Bout,Makwan Amirkhani,Chris Fishgold,False,Submission,2,4.416666666666667,,Marc Goddard,,"June 01, 2019",Makwan Amirkhani,0.0,9.0,18.0,1.0,1.0,0.0,2.9833333333333334,6.0,1.0,2.0,6.0,0.0,3.0,Chris Fishgold,0.0,16.0,16.0,0.0,0.0,0.0,0.0,4.0,3.0,9.0,16.0,0.0,0.0,0.3333333333333333,0.5,0.5,0.2857142857142857,0.3333333333333333,0.6666666666666666,0.2608695652173913,0.0,0.75,0.3076923076923077,0.3076923076923077,0.0,0.13333333333333333,0.6,0.5294117647058824,0.3076923076923077,0.0,0.0
Lightweight Bout,Christos Giagos,Damir Hadzovic,False,Decision - Unanimous,3,5.0,,Rich Mitchell,,"June 01, 2019",Damir Hadzovic,0.0,24.0,42.0,1.0,0.0,0.0,2.066666666666667,20.0,3.0,1.0,14.0,5.0,5.0,Christos Giagos,0.0,47.0,67.0,6.0,0.0,0.0,5.383333333333334,28.0,12.0,7.0,38.0,6.0,3.0,0.39344262295081966,0.4827586206896552,1.0,0.4166666666666667,0.25,1.0,0.3111111111111111,0.8333333333333334,0.5,0.415929203539823,0.475177304964539,0.46153846153846156,0.3111111111111111,0.75,1.0,0.4175824175824176,0.6,0.25
Featherweight Bout,Daniel Teymur,Sung Bin Jo,False,Decision - Unanimous,3,5.0,,Rebin Saber,,"June 01, 2019",Daniel Teymur,0.0,40.0,49.0,1.0,0.0,0.0,3.933333333333333,22.0,5.0,13.0,24.0,8.0,8.0,Sung Bin Jo,0.0,21.0,23.0,1.0,1.0,0.0,0.15,13.0,7.0,1.0,12.0,8.0,1.0,0.4819277108433735,0.5268817204301075,0.16666666666666666,0.41509433962264153,0.8333333333333334,0.5416666666666666,0.42105263157894735,0.7272727272727273,0.5333333333333333,0.3333333333333333,0.35384615384615387,0.3333333333333333,0.24528301886792453,0.7777777777777778,1.0,0.23076923076923078,0.8,1.0
Welterweight Bout,Sergey Khandozhko,Rostem Akman,False,Decision - Unanimous,3,5.0,,Leon Roberts,,"June 01, 2019",Rostem Akman,0.0,39.0,40.0,2.0,0.0,0.0,3.3333333333333335,30.0,6.0,3.0,31.0,8.0,0.0,Sergey Khandozhko,1.0,60.0,60.0,1.0,0.0,0.0,1.0166666666666666,30.0,11.0,19.0,55.0,5.0,0.0,0.39,0.3883495145631068,0.4,0.32967032967032966,1.0,1.0,0.34065934065934067,0.8888888888888888,0.0,0.40268456375838924,0.3973509933774834,0.16666666666666666,0.3,0.4074074074074074,0.8636363636363636,0.3900709219858156,0.625,0.0
Lightweight Bout,Leonardo Santos,Stevie Ray,False,KO/TKO,1,2.283333333333333,,Marc Goddard,,"June 01, 2019",Stevie Ray,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,Leonardo Santos,1.0,12.0,12.0,0.0,0.0,0.0,0.016666666666666666,4.0,6.0,2.0,12.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,1.0,0.18181818181818182,0.0,0.0,0.75,0.75,0.0,0.8,0.6666666666666666,1.0,0.75,0.0,0.0
Lightweight Bout,Frank Camacho,Nick Hein,False,KO/TKO,2,4.933333333333334,,Leon Roberts,,"June 01, 2019",Nick Hein,0.0,37.0,45.0,1.0,0.0,0.0,0.35,20.0,8.0,9.0,36.0,1.0,0.0,Frank Camacho,0.0,100.0,105.0,0.0,0.0,0.0,0.0,68.0,30.0,2.0,93.0,7.0,0.0,0.46835443037974683,0.5172413793103449,0.3333333333333333,0.38461538461538464,0.4444444444444444,1.0,0.46153846153846156,1.0,0.0,0.4975124378109453,0.5048076923076923,0.0,0.4503311258278146,0.6382978723404256,0.6666666666666666,0.4869109947643979,0.7,0.0
Light Heavyweight Bout,Devin Clark,Darko Stosic,False,Decision - Unanimous,3,5.0,,Kevin Sataki,,"June 01, 2019",Darko Stosic,0.0,26.0,50.0,1.0,0.0,0.0,5.166666666666667,23.0,3.0,0.0,12.0,11.0,3.0,Devin Clark,0.0,40.0,90.0,2.0,0.0,0.0,2.8666666666666667,26.0,5.0,9.0,28.0,11.0,1.0,0.4727272727272727,0.6097560975609756,0.3333333333333333,0.46,0.6,0.0,0.36363636363636365,0.6875,0.5,0.42105263157894735,0.6040268456375839,0.18181818181818182,0.34210526315789475,0.5555555555555556,0.9,0.35,0.7857142857142857,1.0
Lightweight Bout,Joel Alvarez,Danilo Belluardo,False,KO/TKO,2,2.3666666666666667,,Rebin Saber,,"June 01, 2019",Joel Alvarez,0.0,19.0,87.0,0.0,0.0,1.0,0.2833333333333333,16.0,1.0,2.0,5.0,1.0,13.0,Danilo Belluardo,0.0,13.0,56.0,2.0,0.0,0.0,4.366666666666666,9.0,0.0,4.0,8.0,0.0,5.0,0.4634146341463415,0.7699115044247787,0.0,0.5,0.25,0.4,0.21739130434782608,1.0,0.7647058823529411,0.65,0.8235294117647058,1.0,0.5625,0.0,1.0,0.6153846153846154,0.0,0.7142857142857143
Welterweight Bout,Rafael Dos Anjos,Kevin Lee,False,Submission,4,3.783333333333333,,Dan Miragliotta,,"May 18, 2019",Rafael Dos Anjos,0.0,60.0,75.0,4.0,1.0,1.0,3.8833333333333333,36.0,17.0,7.0,33.0,18.0,9.0,Kevin Lee,0.0,35.0,40.0,6.0,0.0,0.0,8.7,23.0,10.0,2.0,27.0,7.0,1.0,0.5405405405405406,0.5952380952380952,0.5714285714285714,0.43373493975903615,0.8095238095238095,1.0,0.4125,0.9,0.8181818181818182,0.36082474226804123,0.39215686274509803,0.375,0.2911392405063291,0.625,1.0,0.313953488372093,0.7,1.0
Middleweight Bout,Ian Heinisch,Antonio Carlos Junior,False,Decision - Unanimous,3,5.0,,Todd Ronald Anderson,,"May 18, 2019",Antonio Carlos Junior,0.0,15.0,25.0,4.0,0.0,1.0,6.4,10.0,1.0,4.0,11.0,2.0,2.0,Ian Heinisch,0.0,39.0,79.0,1.0,0.0,0.0,4.7,26.0,2.0,11.0,13.0,5.0,21.0,0.45454545454545453,0.5813953488372093,0.36363636363636365,0.37037037037037035,0.5,1.0,0.39285714285714285,1.0,0.6666666666666666,0.582089552238806,0.6869565217391305,1.0,0.5416666666666666,0.4,0.7857142857142857,0.41935483870967744,0.7142857142857143,0.7241379310344828
Welterweight Bout,Vicente Luque,Derrick Krantz,False,KO/TKO,1,3.8666666666666667,,Dan Miragliotta,,"May 18, 2019",Vicente Luque,1.0,18.0,18.0,0.0,0.0,0.0,0.6,14.0,1.0,3.0,10.0,1.0,7.0,Derrick Krantz,0.0,6.0,9.0,1.0,0.0,0.0,1.6,5.0,1.0,0.0,5.0,0.0,1.0,0.72,0.72,0.0,0.7,0.5,1.0,0.5882352941176471,1.0,1.0,0.3333333333333333,0.391304347826087,0.5,0.3125,0.5,0.0,0.29411764705882354,0.0,1.0
Lightweight Bout,Charles Oliveira,Nik Lentz,False,KO/TKO,2,2.183333333333333,,Todd Ronald Anderson,,"May 18, 2019",Charles Oliveira,1.0,38.0,43.0,0.0,1.0,1.0,1.6166666666666667,23.0,13.0,2.0,20.0,10.0,8.0,Nik Lentz,0.0,18.0,21.0,2.0,0.0,0.0,1.6666666666666667,10.0,5.0,3.0,10.0,6.0,2.0,0.6440677966101694,0.671875,0.0,0.6052631578947368,0.6842105263157895,1.0,0.5882352941176471,0.5882352941176471,1.0,0.3673469387755102,0.39622641509433965,0.5,0.2777777777777778,0.5555555555555556,0.75,0.2564102564102564,0.75,1.0
Lightweight Bout,Davi Ramos,Austin Hubbard,False,Decision - Unanimous,3,5.0,,Keith Peterson,,"May 18, 2019",Davi Ramos,0.0,63.0,76.0,3.0,0.0,0.0,4.1,44.0,7.0,12.0,41.0,5.0,17.0,Austin Hubbard,0.0,44.0,46.0,0.0,0.0,0.0,0.8333333333333334,19.0,8.0,17.0,40.0,2.0,2.0,0.5526315789473685,0.59375,0.42857142857142855,0.5116279069767442,0.4666666666666667,0.9230769230769231,0.44565217391304346,1.0,1.0,0.3793103448275862,0.3865546218487395,0.0,0.2602739726027397,0.3333333333333333,0.8947368421052632,0.36036036036036034,0.6666666666666666,1.0
Lightweight Bout,Desmond Green,Charles Jourdain,False,Decision - Unanimous,3,5.0,,Dan Miragliotta,,"May 18, 2019",Desmond Green,0.0,78.0,85.0,4.0,0.0,0.0,2.0166666666666666,56.0,15.0,7.0,61.0,7.0,10.0,Charles Jourdain,0.0,55.0,55.0,0.0,0.0,0.0,0.0,11.0,14.0,30.0,54.0,1.0,0.0,0.5416666666666666,0.5592105263157895,1.0,0.47058823529411764,0.8823529411764706,0.875,0.4959349593495935,1.0,0.7142857142857143,0.3767123287671233,0.3767123287671233,0.0,0.13924050632911392,0.4827586206896552,0.7894736842105263,0.3776223776223776,0.3333333333333333,0.0
Welterweight Bout,Michel Pereira,Danny Roberts,False,KO/TKO,1,1.7833333333333334,,Todd Ronald Anderson,,"May 18, 2019",Danny Roberts,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,Michel Pereira,1.0,6.0,6.0,0.0,0.0,0.0,0.03333333333333333,4.0,2.0,0.0,5.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5454545454545454,0.5454545454545454,0.0,0.4444444444444444,1.0,0.0,0.5,1.0,0.0
Featherweight Bout,Grant Dawson,Michael Trizano,False,Submission,2,2.45,,Keith Peterson,,"May 18, 2019",Michael Trizano,0.0,20.0,24.0,0.0,0.0,0.0,0.5666666666666667,10.0,7.0,3.0,16.0,4.0,0.0,Grant Dawson,0.0,27.0,34.0,3.0,1.0,0.0,4.216666666666667,9.0,12.0,6.0,15.0,11.0,1.0,0.4878048780487805,0.5333333333333333,0.0,0.3333333333333333,0.875,1.0,0.43243243243243246,1.0,0.0,0.48214285714285715,0.5396825396825397,0.3,0.28125,0.7058823529411765,0.8571428571428571,0.375,0.8461538461538461,0.3333333333333333
Light Heavyweight Bout,Ed Herman,Patrick Cummins,False,KO/TKO,1,3.65,,Dan Miragliotta,,"May 18, 2019",Patrick Cummins,0.0,22.0,22.0,1.0,0.0,0.0,0.16666666666666666,21.0,0.0,1.0,18.0,4.0,0.0,Ed Herman,1.0,11.0,14.0,0.0,0.0,0.0,0.06666666666666667,11.0,0.0,0.0,8.0,1.0,2.0,0.6666666666666666,0.6666666666666666,0.5,0.6774193548387096,0.0,1.0,0.6206896551724138,1.0,0.0,0.3142857142857143,0.3684210526315789,0.0,0.3235294117647059,0.0,0.0,0.2857142857142857,0.25,0.6666666666666666
Middleweight Bout,Zak Cummings,Trevin Giles,False,Submission,3,4.016666666666667,,Todd Ronald Anderson,,"May 18, 2019",Zak Cummings,1.0,34.0,41.0,0.0,1.0,0.0,0.43333333333333335,10.0,11.0,13.0,28.0,6.0,0.0,Trevin Giles,0.0,31.0,36.0,0.0,0.0,0.0,0.38333333333333336,21.0,7.0,3.0,29.0,2.0,0.0,0.34,0.38317757009345793,0.0,0.14925373134328357,0.6875,0.7647058823529411,0.30434782608695654,0.75,0.0,0.484375,0.5217391304347826,0.0,0.42857142857142855,0.5833333333333334,1.0,0.47540983606557374,0.6666666666666666,0.0
Featherweight Bout,Julio Arce,Julian Erosa,False,KO/TKO,3,1.8166666666666667,,Keith Peterson,,"May 18, 2019",Julio Arce,1.0,74.0,74.0,1.0,0.0,0.0,0.21666666666666667,61.0,12.0,1.0,71.0,2.0,1.0,Julian Erosa,0.0,43.0,46.0,0.0,0.0,0.0,0.55,23.0,15.0,5.0,39.0,4.0,0.0,0.4625,0.4625,1.0,0.4295774647887324,0.7058823529411765,1.0,0.45806451612903226,0.5,1.0,0.26875,0.2804878048780488,0.0,0.17829457364341086,0.625,0.7142857142857143,0.2582781456953642,0.4444444444444444,0.0
Middleweight Bout,Jared Cannonier,Anderson Silva,False,KO/TKO,1,4.783333333333333,,Herb Dean,,"May 11, 2019",Jared Cannonier,1.0,17.0,18.0,0.0,0.0,0.0,0.15,5.0,2.0,10.0,14.0,3.0,0.0,Anderson Silva,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,7.0,1.0,0.0,0.5483870967741935,0.5625,0.0,0.3125,0.6666666666666666,0.8333333333333334,0.5185185185185185,0.75,0.0,0.5333333333333333,0.5333333333333333,0.0,0.16666666666666666,0.75,0.8,0.5,1.0,0.0
Featherweight Bout,Alexander Volkanovski,Jose Aldo,False,Decision - Unanimous,3,5.0,,Marc Goddard,,"May 11, 2019",Jose Aldo,0.0,29.0,39.0,0.0,0.0,0.0,0.11666666666666667,19.0,7.0,3.0,26.0,3.0,0.0,Alexander Volkanovski,0.0,95.0,129.0,0.0,0.0,0.0,4.416666666666667,28.0,17.0,50.0,67.0,28.0,0.0,0.3670886075949367,0.43333333333333335,0.0,0.30158730158730157,0.5833333333333334,0.75,0.34210526315789475,1.0,0.0,0.5397727272727273,0.6,0.0,0.3010752688172043,0.7083333333333334,0.847457627118644,0.4557823129251701,0.9655172413793104,0.0
Welterweight Bout,Laureano Staropoli,Thiago Alves,False,Decision - Unanimous,3,5.0,,Osiris Maia,,"May 11, 2019",Thiago Alves,0.0,58.0,59.0,1.0,0.0,0.0,0.45,27.0,5.0,26.0,54.0,4.0,0.0,Laureano Staropoli,0.0,54.0,57.0,1.0,0.0,0.0,0.5333333333333333,37.0,15.0,2.0,53.0,1.0,0.0,0.3945578231292517,0.39864864864864863,0.3333333333333333,0.2523364485981308,0.5,0.8666666666666667,0.3829787234042553,0.6666666666666666,0.0,0.26732673267326734,0.2780487804878049,1.0,0.2215568862275449,0.4838709677419355,0.5,0.2663316582914573,0.3333333333333333,0.0
Light Heavyweight Bout,Ryan Spann,Rogerio Nogueira,False,KO/TKO,1,2.1166666666666667,,Herb Dean,,"May 11, 2019",Rogerio Nogueira,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,Ryan Spann,1.0,13.0,13.0,1.0,1.0,0.0,0.7333333333333333,11.0,1.0,1.0,10.0,0.0,3.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.40625,0.40625,0.5,0.36666666666666664,1.0,1.0,0.3448275862068966,0.0,1.0
Lightweight Bout,Thiago Moises,Kurt Holobaugh,False,Decision - Unanimous,3,5.0,,Marc Goddard,,"May 11, 2019",Thiago Moises,0.0,66.0,115.0,4.0,1.0,0.0,7.85,59.0,2.0,5.0,28.0,8.0,30.0,Kurt Holobaugh,0.0,39.0,108.0,2.0,0.0,0.0,3.216666666666667,16.0,21.0,2.0,24.0,14.0,1.0,0.6470588235294118,0.71875,0.6666666666666666,0.6413043478260869,0.5,0.8333333333333334,0.5283018867924528,0.7272727272727273,0.7894736842105263,0.3391304347826087,0.5714285714285714,0.3333333333333333,0.1951219512195122,0.7,0.6666666666666666,0.25806451612903225,0.6666666666666666,1.0
Welterweight Bout,Warlley Alves,Sergio Moraes,False,KO/TKO,3,4.216666666666667,,Osiris Maia,,"May 11, 2019",Warlley Alves,1.0,72.0,72.0,0.0,0.0,0.0,0.016666666666666666,36.0,10.0,26.0,70.0,2.0,0.0,Sergio Moraes,0.0,20.0,20.0,0.0,0.0,0.0,0.0,12.0,7.0,1.0,19.0,1.0,0.0,0.4585987261146497,0.4585987261146497,0.0,0.3364485981308411,0.7142857142857143,0.7222222222222222,0.45454545454545453,0.6666666666666666,0.0,0.3225806451612903,0.3225806451612903,0.0,0.23076923076923078,0.7777777777777778,1.0,0.3220338983050847,0.3333333333333333,0.0
Lightweight Bout,Clay Guida,BJ Penn,False,Decision - Unanimous,3,5.0,,Herb Dean,,"May 11, 2019",BJ Penn,0.0,64.0,74.0,0.0,0.0,0.0,0.0,56.0,8.0,0.0,54.0,10.0,0.0,Clay Guida,0.0,80.0,113.0,1.0,0.0,0.0,4.033333333333333,52.0,13.0,15.0,64.0,16.0,0.0,0.3615819209039548,0.39361702127659576,0.0,0.34146341463414637,0.6666666666666666,0.0,0.32727272727272727,0.8333333333333334,0.0,0.38461538461538464,0.4669421487603306,0.5,0.3058823529411765,0.6190476190476191,0.8823529411764706,0.3615819209039548,0.5161290322580645,0.0
Bantamweight Bout,Raoni Barcelos,Carlos Huachin,False,KO/TKO,2,4.816666666666666,,Eduardo Herdy,,"May 11, 2019",Raoni Barcelos,1.0,59.0,70.0,0.0,1.0,0.0,3.3833333333333333,52.0,3.0,4.0,23.0,1.0,35.0,Carlos Huachin,0.0,20.0,20.0,0.0,0.0,0.0,0.0,17.0,2.0,1.0,19.0,1.0,0.0,0.4796747967479675,0.5109489051094891,0.0,0.46017699115044247,0.75,0.6666666666666666,0.3194444444444444,1.0,0.7,0.15748031496062992,0.15748031496062992,0.0,0.14166666666666666,0.3333333333333333,1.0,0.1532258064516129,0.3333333333333333,0.0
Lightweight Bout,Donald Cerrone,Al Iaquinta,False,Decision - Unanimous,5,5.0,,Jerin Valel,,"May 04, 2019",Al Iaquinta,0.0,90.0,90.0,0.0,0.0,0.0,0.0,49.0,23.0,18.0,90.0,0.0,0.0,Donald Cerrone,2.0,138.0,140.0,0.0,0.0,0.0,0.36666666666666664,87.0,17.0,34.0,129.0,3.0,6.0,0.40358744394618834,0.40358744394618834,0.0,0.296969696969697,0.6052631578947368,0.9,0.40358744394618834,0.0,0.0,0.38227146814404434,0.3856749311294766,0.0,0.28807947019867547,0.68,1.0,0.375,1.0,0.42857142857142855
Middleweight Bout,Derek Brunson,Elias Theodorou,False,Decision - Unanimous,3,5.0,,Todd Ronald Anderson,,"May 04, 2019",Derek Brunson,0.0,56.0,65.0,4.0,0.0,0.0,3.283333333333333,34.0,11.0,11.0,45.0,6.0,5.0,Elias Theodorou,0.0,65.0,87.0,0.0,0.0,0.0,0.16666666666666666,16.0,27.0,22.0,53.0,12.0,0.0,0.5957446808510638,0.6310679611650486,0.4444444444444444,0.5483870967741935,0.6470588235294118,0.7333333333333333,0.5487804878048781,0.8571428571428571,1.0,0.38235294117647056,0.4484536082474227,0.0,0.18181818181818182,0.7941176470588235,0.4583333333333333,0.35333333333333333,0.6,0.0
Featherweight Bout,Shane Burgos,Cub Swanson,False,Decision - Split,3,5.0,,Yves Lavigne,,"May 04, 2019",Cub Swanson,0.0,129.0,132.0,0.0,0.0,0.0,1.6166666666666667,66.0,14.0,49.0,113.0,11.0,5.0,Shane Burgos,0.0,134.0,147.0,0.0,0.0,0.0,0.0,82.0,18.0,34.0,128.0,6.0,0.0,0.50390625,0.5076923076923077,0.0,0.39520958083832336,0.5384615384615384,0.7777777777777778,0.47280334728033474,0.9166666666666666,1.0,0.5,0.5212765957446809,0.0,0.3942307692307692,0.72,0.9714285714285714,0.49230769230769234,0.75,0.0
Bantamweight Bout,Merab Dvalishvili,Brad Katona,False,Decision - Unanimous,3,5.0,,Kevin MacDonald,,"May 04, 2019",Brad Katona,0.0,32.0,43.0,0.0,0.0,0.0,0.6,21.0,4.0,7.0,17.0,12.0,3.0,Merab Dvalishvili,0.0,55.0,215.0,5.0,0.0,0.0,8.55,43.0,6.0,6.0,24.0,4.0,27.0,0.5714285714285714,0.6142857142857143,0.0,0.5121951219512195,0.8,0.7,0.4722222222222222,0.75,0.75,0.5392156862745098,0.7846715328467153,0.5555555555555556,0.5058823529411764,0.6,0.8571428571428571,0.36923076923076925,0.8,0.84375
Heavyweight Bout,Walt Harris,Serghei Spivac,False,KO/TKO,1,0.8333333333333334,,Jerin Valel,,"May 04, 2019",Walt Harris,1.0,17.0,17.0,0.0,0.0,0.0,0.08333333333333333,17.0,0.0,0.0,9.0,3.0,5.0,Serghei Spivac,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6071428571428571,0.6071428571428571,0.0,0.6296296296296297,0.0,0.0,0.5,0.75,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0
Middleweight Bout,Andrew Sanchez,Marc-Andre Barriault,False,Decision - Unanimous,3,5.0,,Todd Ronald Anderson,,"May 04, 2019",Marc-Andre Barriault,0.0,69.0,76.0,0.0,0.0,0.0,0.08333333333333333,55.0,12.0,2.0,35.0,29.0,5.0,Andrew Sanchez,0.0,72.0,102.0,2.0,0.0,0.0,6.3,44.0,21.0,7.0,54.0,12.0,6.0,0.5307692307692308,0.5547445255474452,0.0,0.4824561403508772,0.8571428571428571,1.0,0.4069767441860465,0.7435897435897436,1.0,0.4864864864864865,0.56353591160221,0.25,0.39285714285714285,0.8076923076923077,0.7,0.432,0.75,0.8571428571428571
Bantamweight Bout,Vince Morales,Aiemann Zahabi,False,Decision - Unanimous,3,5.0,,Kevin MacDonald,,"May 04, 2019",Aiemann Zahabi,0.0,28.0,29.0,1.0,0.0,0.0,0.6333333333333333,14.0,9.0,5.0,27.0,1.0,0.0,Vince Morales,0.0,59.0,59.0,0.0,0.0,0.0,0.0,31.0,20.0,8.0,58.0,1.0,0.0,0.34146341463414637,0.3493975903614458,0.2,0.22580645161290322,0.6428571428571429,0.8333333333333334,0.3333333333333333,1.0,0.0,0.30412371134020616,0.30412371134020616,0.0,0.2052980132450331,0.625,0.7272727272727273,0.3020833333333333,0.5,0.0
Welterweight Bout,Nordine Taleb,Kyle Prepolec,False,Decision - Unanimous,3,5.0,,Jerin Valel,,"May 04, 2019",Nordine Taleb,0.0,90.0,90.0,0.0,0.0,0.0,0.05,32.0,27.0,31.0,89.0,0.0,1.0,Kyle Prepolec,0.0,52.0,53.0,0.0,0.0,0.0,0.0,27.0,22.0,3.0,51.0,1.0,0.0,0.44776119402985076,0.44776119402985076,0.0,0.256,0.6923076923076923,0.8378378378378378,0.4472361809045226,0.0,0.5,0.33986928104575165,0.34415584415584416,0.0,0.23893805309734514,0.7333333333333333,0.3,0.33774834437086093,0.5,0.0
Featherweight Bout,Matt Sayles,Kyle Nelson,False,Submission,3,3.2666666666666666,,Todd Ronald Anderson,,"May 04, 2019",Kyle Nelson,0.0,26.0,32.0,2.0,4.0,0.0,3.783333333333333,18.0,8.0,0.0,24.0,2.0,0.0,Matt Sayles,0.0,75.0,106.0,0.0,1.0,1.0,2.783333333333333,45.0,15.0,15.0,48.0,3.0,24.0,0.27956989247311825,0.3106796116504854,0.2,0.21951219512195122,0.7272727272727273,0.0,0.27906976744186046,0.2857142857142857,0.0,0.5102040816326531,0.585635359116022,0.0,0.39823008849557523,0.8333333333333334,0.9375,0.45714285714285713,0.6,0.6486486486486487
Heavyweight Bout,Arjan Bhullar,Juan Adams,False,Decision - Unanimous,3,5.0,,Yves Lavigne,,"May 04, 2019",Arjan Bhullar,0.0,41.0,69.0,2.0,0.0,0.0,5.3,32.0,8.0,1.0,18.0,19.0,4.0,Juan Adams,0.0,81.0,107.0,0.0,0.0,0.0,1.4,56.0,21.0,4.0,50.0,30.0,1.0,0.6612903225806451,0.7340425531914894,1.0,0.6037735849056604,1.0,1.0,0.4864864864864865,0.9047619047619048,1.0,0.43783783783783786,0.5047169811320755,0.0,0.35443037974683544,0.9130434782608695,1.0,0.33783783783783783,0.8333333333333334,1.0
Bantamweight Bout,Cole Smith,Mitch Gagnon,False,Decision - Unanimous,3,5.0,,Kevin MacDonald,,"May 04, 2019",Mitch Gagnon,1.0,15.0,23.0,0.0,2.0,1.0,2.1,11.0,2.0,2.0,9.0,4.0,2.0,Cole Smith,0.0,38.0,56.0,2.0,2.0,0.0,8.033333333333333,13.0,9.0,16.0,27.0,10.0,1.0,0.2777777777777778,0.3709677419354839,0.0,0.2619047619047619,0.25,0.5,0.225,0.36363636363636365,0.6666666666666666,0.4318181818181818,0.5045045045045045,0.5,0.3170731707317073,0.34615384615384615,0.7619047619047619,0.375,0.6666666666666666,1.0
Middleweight Bout,Jack Hermansson,Jacare Souza,False,Decision - Unanimous,5,5.0,,Dan Miragliotta,,"April 27, 2019",Jacare Souza,0.0,90.0,120.0,0.0,0.0,0.0,0.48333333333333334,65.0,24.0,1.0,74.0,15.0,1.0,Jack Hermansson,0.0,148.0,256.0,3.0,1.0,0.0,6.866666666666666,96.0,32.0,20.0,120.0,24.0,4.0,0.5142857142857142,0.5853658536585366,0.0,0.46099290780141844,0.7272727272727273,1.0,0.4805194805194805,0.75,1.0,0.3978494623655914,0.5161290322580645,0.3,0.30670926517571884,0.8888888888888888,0.8695652173913043,0.35398230088495575,0.8275862068965517,1.0
