Title,Winner,Loser,Draw,Method,Round,Time,Time Format,Referee,Details,Date,Red Fighter,Red KD,Red Sig. str.,Red Total str.,Red Td,Red Sub. att,Red Rev.,Red Ctrl,Red Head,Red Body,Red Leg,Red Distance,Red Clinch,Red Ground,Blue Fighter,Blue KD,Blue Sig. str.,Blue Total str.,Blue Td,Blue Sub. att,Blue Rev.,Blue Ctrl,Blue Head,Blue Body,Blue Leg,Blue Distance,Blue Clinch,Blue Ground,Red Sig. str.%,Red Total str.%,Red Td%,Red Head%,Red Body%,Red Leg%,Red Distance%,Red Clinch%,Red Ground%,Blue Sig. str.%,Blue Total str.%,Blue Td%,Blue Head%,Blue Body%,Blue Leg%,Blue Distance%,Blue Clinch%,Blue Ground%
Lightweight Bout,Katsunori Kikuno,Quinn Mulhern,False,Decision - Unanimous,3,5.0,,Steve Perceval,,"January 04, 2014",Katsunori Kikuno,0.0,23.0,73.0,3.0,0.0,0.0,8.35,16.0,5.0,2.0,17.0,3.0,3.0,Quinn Mulhern,0.0,16.0,24.0,0.0,0.0,0.0,0.016666666666666666,11.0,3.0,2.0,15.0,1.0,0.0,0.4791666666666667,0.7019230769230769,0.75,0.42105263157894735,0.7142857142857143,0.6666666666666666,0.4594594594594595,0.5,0.6,0.25396825396825395,0.3380281690140845,0.0,0.24444444444444444,0.25,0.3333333333333333,0.2542372881355932,0.3333333333333333,0.0
Bantamweight Bout,Royston Wee,Dave Galera,False,Decision - Unanimous,3,5.0,,John Sharp,,"January 04, 2014",Royston Wee,0.0,8.0,84.0,6.0,0.0,0.0,13.916666666666666,7.0,0.0,1.0,0.0,1.0,7.0,Dave Galera,0.0,25.0,89.0,0.0,2.0,1.0,0.08333333333333333,15.0,6.0,4.0,8.0,5.0,12.0,0.6666666666666666,0.8076923076923077,0.8571428571428571,0.6363636363636364,0.0,1.0,0.0,1.0,0.7777777777777778,0.6944444444444444,0.8165137614678899,0.0,0.6521739130434783,0.6666666666666666,1.0,0.47058823529411764,0.8333333333333334,0.9230769230769231
Lightweight Bout,Mairbek Taisumov,Tae Hyun Bang,False,Decision - Unanimous,3,5.0,,Leon Roberts,,"January 04, 2014",Mairbek Taisumov,0.0,33.0,48.0,5.0,0.0,0.0,3.816666666666667,10.0,10.0,13.0,22.0,7.0,4.0,Tae Hyun Bang,0.0,26.0,31.0,0.0,0.0,0.0,0.13333333333333333,19.0,4.0,3.0,20.0,2.0,4.0,0.3793103448275862,0.4485981308411215,0.7142857142857143,0.19230769230769232,0.5263157894736842,0.8125,0.3283582089552239,0.5384615384615384,0.5714285714285714,0.3939393939393939,0.43661971830985913,0.0,0.3392857142857143,0.6666666666666666,0.75,0.3508771929824561,0.4,1.0
Bantamweight Bout,Dustin Kimura,Jon Delos Reyes,False,Submission,1,2.216666666666667,,Steve Perceval,,"January 04, 2014",Dustin Kimura,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Jon Delos Reyes,1.0,9.0,10.0,1.0,0.0,0.0,1.5666666666666667,9.0,0.0,0.0,4.0,2.0,3.0,0.1111111111111111,0.1111111111111111,0.0,0.125,0.0,0.0,0.1111111111111111,0.0,0.0,0.3103448275862069,0.3125,1.0,0.32142857142857145,0.0,0.0,0.36363636363636365,0.5,0.21428571428571427
Bantamweight Bout,Russell Doane,Leandro Issa,False,Submission,2,4.983333333333333,,John Sharp,,"January 04, 2014",Leandro Issa,0.0,17.0,18.0,2.0,1.0,0.0,1.5,12.0,1.0,4.0,12.0,2.0,3.0,Russell Doane,0.0,43.0,83.0,0.0,1.0,1.0,4.233333333333333,38.0,3.0,2.0,13.0,10.0,20.0,0.3148148148148148,0.32727272727272727,0.2,0.26666666666666666,0.25,0.8,0.2553191489361702,0.5,1.0,0.5,0.6384615384615384,0.0,0.4691358024691358,1.0,1.0,0.2826086956521739,0.7142857142857143,0.7692307692307693
UFC Middleweight Title Bout,Chris Weidman,Anderson Silva,False,KO/TKO,2,1.2666666666666666,,Herb Dean,,"December 28, 2013",Chris Weidman,1.0,20.0,34.0,1.0,1.0,0.0,4.366666666666666,18.0,2.0,0.0,1.0,2.0,17.0,Anderson Silva,0.0,8.0,32.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,4.0,2.0,0.45454545454545453,0.5666666666666667,1.0,0.43902439024390244,0.6666666666666666,0.0,0.1111111111111111,1.0,0.5151515151515151,0.5333333333333333,0.7111111111111111,0.0,0.2857142857142857,0.8,0.6666666666666666,0.25,0.8,1.0
Heavyweight Bout,Travis Browne,Josh Barnett,False,KO/TKO,1,1.0,,Yves Lavigne,,"December 28, 2013",Josh Barnett,0.0,5.0,6.0,0.0,0.0,0.0,0.16666666666666666,2.0,1.0,2.0,4.0,1.0,0.0,Travis Browne,0.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,5.0,1.0,6.0,0.7142857142857143,0.75,0.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.0,0.631578947368421,0.631578947368421,0.0,0.631578947368421,0.0,0.0,0.4166666666666667,1.0,1.0
Lightweight Bout,Jim Miller,Fabricio Camoes,False,Submission,1,3.7,,Herb Dean,,"December 28, 2013",Jim Miller,0.0,6.0,9.0,1.0,1.0,0.0,0.2,3.0,2.0,1.0,4.0,2.0,0.0,Fabricio Camoes,0.0,11.0,16.0,0.0,0.0,0.0,1.3,6.0,3.0,2.0,9.0,2.0,0.0,0.24,0.32142857142857145,1.0,0.14285714285714285,1.0,0.5,0.19047619047619047,0.6666666666666666,0.0,0.4782608695652174,0.5714285714285714,0.0,0.3333333333333333,1.0,1.0,0.47368421052631576,1.0,0.0
Featherweight Bout,Dustin Poirier,Diego Brandao,False,KO/TKO,1,4.9,,Mario Yamasaki,,"December 28, 2013",Dustin Poirier,1.0,44.0,48.0,0.0,0.0,0.0,0.55,27.0,7.0,10.0,23.0,15.0,6.0,Diego Brandao,0.0,16.0,17.0,1.0,0.0,0.0,0.2,10.0,4.0,2.0,14.0,1.0,1.0,0.5057471264367817,0.5106382978723404,0.0,0.4153846153846154,0.7,0.8333333333333334,0.42592592592592593,0.6521739130434783,0.6,0.3333333333333333,0.3469387755102041,0.5,0.2777777777777778,0.4,1.0,0.32558139534883723,0.25,1.0
Middleweight Bout,Uriah Hall,Chris Leben,False,TKO - Doctor's Stoppage,1,5.0,,Steve Mazzagatti,,"December 28, 2013",Chris Leben,0.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,10.0,1.0,0.0,Uriah Hall,1.0,20.0,22.0,0.0,0.0,0.0,0.1,15.0,4.0,1.0,16.0,1.0,3.0,0.3333333333333333,0.3333333333333333,0.0,0.058823529411764705,0.75,0.5833333333333334,0.3125,1.0,0.0,0.43478260869565216,0.4489795918367347,0.0,0.40540540540540543,0.5714285714285714,0.5,0.42105263157894735,0.5,0.5
Lightweight Bout,Michael Johnson,Gleison Tibau,False,KO/TKO,2,1.5333333333333334,,Yves Lavigne,,"December 28, 2013",Gleison Tibau,0.0,12.0,17.0,0.0,0.0,0.0,0.9833333333333333,10.0,0.0,2.0,10.0,2.0,0.0,Michael Johnson,1.0,22.0,23.0,0.0,0.0,0.0,0.03333333333333333,12.0,7.0,3.0,20.0,0.0,2.0,0.19047619047619047,0.25,0.0,0.1694915254237288,0.0,1.0,0.1724137931034483,0.4,0.0,0.25882352941176473,0.26744186046511625,0.0,0.18461538461538463,0.5833333333333334,0.375,0.24691358024691357,0.0,0.6666666666666666
Featherweight Bout,,,False,Overturned,3,5.0,,Herb Dean,,"December 28, 2013",Dennis Siver,0.0,54.0,191.0,2.0,0.0,0.0,5.933333333333334,28.0,4.0,22.0,37.0,3.0,14.0,Manvel Gamburyan,0.0,14.0,36.0,3.0,0.0,0.0,2.9166666666666665,12.0,1.0,1.0,6.0,1.0,7.0,0.4153846153846154,0.6141479099678456,1.0,0.28865979381443296,0.5,0.88,0.37,0.2727272727272727,0.7368421052631579,0.30434782608695654,0.48,1.0,0.2926829268292683,0.3333333333333333,0.5,0.24,0.2,0.4375
Welterweight Bout,John Howard,Siyar Bahadurzada,False,Decision - Unanimous,3,5.0,,Steve Mazzagatti,,"December 28, 2013",John Howard,0.0,47.0,112.0,3.0,0.0,0.0,5.85,28.0,10.0,9.0,18.0,22.0,7.0,Siyar Bahadurzada,0.0,44.0,83.0,1.0,0.0,0.0,1.9,21.0,17.0,6.0,22.0,22.0,0.0,0.5280898876404494,0.7044025157232704,0.2,0.4307692307692308,0.6666666666666666,1.0,0.47368421052631576,0.5238095238095238,0.7777777777777778,0.36666666666666664,0.5123456790123457,0.5,0.25301204819277107,0.68,0.5,0.2619047619047619,0.6111111111111112,0.0
Welterweight Bout,William Macario,Bobby Voelker,False,Decision - Unanimous,3,5.0,,Mario Yamasaki,,"December 28, 2013",William Macario,0.0,133.0,133.0,3.0,0.0,0.0,1.1333333333333333,90.0,22.0,21.0,95.0,37.0,1.0,Bobby Voelker,0.0,61.0,72.0,0.0,0.0,0.0,0.0,43.0,8.0,10.0,47.0,14.0,0.0,0.6333333333333333,0.6333333333333333,0.5,0.5487804878048781,0.9166666666666666,0.9545454545454546,0.5828220858895705,0.8222222222222222,0.5,0.25416666666666665,0.2868525896414343,0.0,0.20187793427230047,0.6153846153846154,0.7142857142857143,0.22274881516587677,0.4827586206896552,0.0
Featherweight Bout,Robert Peralta,Estevan Payan,False,KO/TKO,3,0.2,,Yves Lavigne,,"December 28, 2013",Robert Peralta,1.0,34.0,53.0,2.0,0.0,0.0,3.0833333333333335,10.0,5.0,19.0,21.0,11.0,2.0,Estevan Payan,0.0,32.0,62.0,1.0,0.0,1.0,3.75,13.0,15.0,4.0,7.0,16.0,9.0,0.5,0.5888888888888889,1.0,0.24390243902439024,1.0,0.8636363636363636,0.44680851063829785,0.6875,0.4,0.49230769230769234,0.6526315789473685,1.0,0.3170731707317073,0.7894736842105263,0.8,0.23333333333333334,0.8421052631578947,0.5625
UFC Flyweight Title Bout,Demetrious Johnson,Joseph Benavidez,False,KO/TKO,1,2.1333333333333333,,John McCarthy,,"December 14, 2013",Demetrious Johnson,1.0,7.0,9.0,0.0,0.0,0.0,0.03333333333333333,5.0,0.0,2.0,3.0,0.0,4.0,Joseph Benavidez,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.5,0.5625,0.0,0.45454545454545453,0.0,0.6666666666666666,0.3,0.0,1.0,0.14814814814814814,0.14814814814814814,0.0,0.05,0.0,1.0,0.15384615384615385,0.0,0.0
Bantamweight Bout,Urijah Faber,Michael McDonald,False,Submission,2,3.3666666666666667,,Herb Dean,,"December 14, 2013",Urijah Faber,1.0,29.0,59.0,1.0,1.0,0.0,2.9166666666666665,20.0,5.0,4.0,22.0,0.0,7.0,Michael McDonald,0.0,9.0,11.0,0.0,0.0,0.0,0.05,6.0,1.0,2.0,9.0,0.0,0.0,0.6304347826086957,0.7468354430379747,0.5,0.5714285714285714,0.7142857142857143,1.0,0.5789473684210527,0.0,1.0,0.3333333333333333,0.3793103448275862,0.0,0.25,1.0,1.0,0.3333333333333333,0.0,0.0
Featherweight Bout,Chad Mendes,Nik Lentz,False,Decision - Unanimous,3,5.0,,John McCarthy,,"December 14, 2013",Chad Mendes,0.0,35.0,40.0,7.0,1.0,0.0,5.25,24.0,1.0,10.0,32.0,2.0,1.0,Nik Lentz,0.0,40.0,110.0,0.0,0.0,0.0,0.1,27.0,10.0,3.0,36.0,2.0,2.0,0.5,0.5333333333333333,0.7,0.42857142857142855,0.5,0.8333333333333334,0.5245901639344263,0.3333333333333333,0.3333333333333333,0.33613445378151263,0.582010582010582,0.0,0.2727272727272727,0.7142857142857143,0.5,0.3302752293577982,0.25,1.0
Lightweight Bout,Joe Lauzon,Mac Danzig,False,Decision - Unanimous,3,5.0,,John McCarthy,,"December 14, 2013",Joe Lauzon,0.0,43.0,80.0,3.0,2.0,1.0,6.933333333333334,33.0,10.0,0.0,1.0,9.0,33.0,Mac Danzig,0.0,52.0,91.0,0.0,0.0,0.0,2.566666666666667,34.0,12.0,6.0,40.0,11.0,1.0,0.5733333333333334,0.7079646017699115,1.0,0.515625,0.9090909090909091,0.0,0.03333333333333333,0.8181818181818182,0.9705882352941176,0.5652173913043478,0.6642335766423357,0.0,0.4722222222222222,0.8571428571428571,1.0,0.547945205479452,0.6470588235294118,0.5
Welterweight Bout,Ryan LaFlare,Court McGee,False,Decision - Unanimous,3,5.0,,Herb Dean,,"December 14, 2013",Court McGee,0.0,54.0,62.0,4.0,2.0,0.0,2.45,31.0,13.0,10.0,44.0,6.0,4.0,Ryan LaFlare,0.0,68.0,71.0,4.0,1.0,0.0,0.9833333333333333,40.0,23.0,5.0,55.0,10.0,3.0,0.2887700534759358,0.31155778894472363,0.6666666666666666,0.21830985915492956,0.4482758620689655,0.625,0.2619047619047619,0.46153846153846156,0.6666666666666666,0.3300970873786408,0.3397129186602871,0.5714285714285714,0.26490066225165565,0.4791666666666667,0.7142857142857143,0.3089887640449438,0.43478260869565216,0.6
Lightweight Bout,Edson Barboza,Danny Castillo,False,Decision - Majority,3,5.0,,Mike Beltran,,"December 14, 2013",Danny Castillo,0.0,55.0,67.0,1.0,1.0,0.0,3.066666666666667,53.0,1.0,1.0,27.0,1.0,27.0,Edson Barboza,1.0,43.0,43.0,0.0,1.0,0.0,0.8833333333333333,16.0,11.0,16.0,35.0,0.0,8.0,0.44,0.4785714285714286,0.1,0.44166666666666665,0.25,1.0,0.3698630136986301,1.0,0.5294117647058824,0.34959349593495936,0.344,0.0,0.19047619047619047,0.5,0.9411764705882353,0.3211009174311927,0.0,0.5714285714285714
Lightweight Bout,Bobby Green,Pat Healy,False,Decision - Unanimous,3,5.0,,Herb Dean,,"December 14, 2013",Bobby Green,0.0,80.0,93.0,3.0,0.0,0.0,2.5,68.0,8.0,4.0,68.0,10.0,2.0,Pat Healy,0.0,59.0,105.0,2.0,0.0,0.0,3.0833333333333335,45.0,13.0,1.0,43.0,7.0,9.0,0.5797101449275363,0.6118421052631579,0.5,0.5714285714285714,0.5714285714285714,0.8,0.5396825396825397,1.0,1.0,0.2599118942731278,0.3684210526315789,0.2222222222222222,0.2393617021276596,0.35135135135135137,0.5,0.21608040201005024,0.5384615384615384,0.6
Flyweight Bout,Zach Makovsky,Scott Jorgensen,False,Decision - Unanimous,3,5.0,,Mike Beltran,,"December 14, 2013",Scott Jorgensen,0.0,31.0,45.0,1.0,1.0,2.0,4.25,19.0,5.0,7.0,18.0,11.0,2.0,Zach Makovsky,0.0,26.0,34.0,6.0,1.0,1.0,2.65,17.0,3.0,6.0,25.0,0.0,1.0,0.38271604938271603,0.47368421052631576,0.2,0.2878787878787879,0.8333333333333334,0.7777777777777778,0.27692307692307694,0.7857142857142857,1.0,0.32098765432098764,0.37362637362637363,0.35294117647058826,0.265625,0.3,0.8571428571428571,0.3246753246753247,0.0,0.5
Lightweight Bout,Sam Stout,Cody McKenzie,False,Decision - Unanimous,3,5.0,,Herb Dean,,"December 14, 2013",Sam Stout,0.0,54.0,59.0,1.0,1.0,0.0,0.75,17.0,29.0,8.0,49.0,2.0,3.0,Cody McKenzie,0.0,31.0,37.0,1.0,0.0,0.0,1.7333333333333334,23.0,6.0,2.0,26.0,4.0,1.0,0.2857142857142857,0.30412371134020616,0.5,0.14166666666666666,0.48333333333333334,0.8888888888888888,0.2722222222222222,0.6666666666666666,0.5,0.34444444444444444,0.37373737373737376,0.07692307692307693,0.2875,0.8571428571428571,0.6666666666666666,0.3058823529411765,1.0,1.0
Lightweight Bout,Abel Trujillo,Roger Bowling,False,KO/TKO,2,1.5833333333333333,,John McCarthy,,"December 14, 2013",Abel Trujillo,0.0,43.0,48.0,5.0,0.0,0.0,2.2,29.0,11.0,3.0,15.0,11.0,17.0,Roger Bowling,0.0,9.0,16.0,0.0,0.0,0.0,0.7,2.0,1.0,6.0,7.0,2.0,0.0,0.671875,0.6956521739130435,0.8333333333333334,0.6041666666666666,0.8461538461538461,1.0,0.45454545454545453,0.9166666666666666,0.8947368421052632,0.2727272727272727,0.3902439024390244,0.0,0.09090909090909091,1.0,0.6,0.22580645161290322,1.0,0.0
Flyweight Bout,Alptekin Ozkilic,Darren Uyenoyama,False,Decision - Split,3,5.0,,Mike Beltran,,"December 14, 2013",Darren Uyenoyama,0.0,33.0,50.0,2.0,0.0,0.0,1.2,17.0,8.0,8.0,25.0,3.0,5.0,Alptekin Ozkilic,0.0,27.0,44.0,3.0,0.0,0.0,6.366666666666666,14.0,5.0,8.0,22.0,2.0,3.0,0.4647887323943662,0.5434782608695652,0.2,0.3469387755102041,0.6153846153846154,0.8888888888888888,0.3968253968253968,1.0,1.0,0.23275862068965517,0.3120567375886525,1.0,0.15217391304347827,0.3333333333333333,0.8888888888888888,0.2268041237113402,0.6666666666666666,0.1875
Heavyweight Bout,,,True,Decision - Majority,5,5.0,,Steve Perceval,,"December 06, 2013",Mark Hunt,1.0,103.0,184.0,2.0,0.0,0.0,6.483333333333333,95.0,4.0,4.0,90.0,3.0,10.0,Antonio Silva,1.0,97.0,137.0,0.0,0.0,0.0,2.6166666666666667,60.0,18.0,19.0,68.0,15.0,14.0,0.5885714285714285,0.7022900763358778,0.4,0.5688622754491018,1.0,1.0,0.5590062111801242,1.0,0.9090909090909091,0.521505376344086,0.5829787234042553,0.0,0.42857142857142855,0.75,0.8636363636363636,0.4927536231884058,0.6,0.6086956521739131
Light Heavyweight Bout,Mauricio Rua,James Te Huna,False,KO/TKO,1,1.05,,John Sharp,,"December 06, 2013",Mauricio Rua,1.0,9.0,9.0,0.0,0.0,0.0,0.05,4.0,2.0,3.0,8.0,0.0,1.0,James Te Huna,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.75,0.75,0.0,0.5714285714285714,1.0,1.0,0.7272727272727273,0.0,1.0,0.14285714285714285,0.14285714285714285,0.0,0.25,0.0,0.0,0.14285714285714285,0.0,0.0
Light Heavyweight Bout,Ryan Bader,Anthony Perosh,False,Decision - Unanimous,3,5.0,,John Sharp,,"December 06, 2013",Ryan Bader,0.0,70.0,156.0,3.0,0.0,0.0,12.233333333333333,64.0,6.0,0.0,11.0,4.0,55.0,Anthony Perosh,0.0,9.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,9.0,0.0,0.0,0.7,0.8297872340425532,1.0,0.6956521739130435,0.75,0.0,0.39285714285714285,1.0,0.8088235294117647,0.24324324324324326,0.28205128205128205,0.0,0.17647058823529413,0.0,1.0,0.24324324324324326,0.0,0.0
Heavyweight Bout,Soa Palelei,Pat Barry,False,KO/TKO,1,2.15,,Steve Perceval,,"December 06, 2013",Pat Barry,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Soa Palelei,0.0,12.0,31.0,1.0,0.0,0.0,1.4166666666666667,10.0,2.0,0.0,1.0,0.0,11.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.8571428571428571,0.9393939393939394,1.0,0.8333333333333334,1.0,0.0,0.3333333333333333,0.0,1.0
Middleweight Bout,Clint Hester,Dylan Andrews,False,TKO - Doctor's Stoppage,2,5.0,,Cameron Quinn,,"December 06, 2013",Dylan Andrews,0.0,13.0,18.0,2.0,0.0,0.0,2.433333333333333,6.0,3.0,4.0,13.0,0.0,0.0,Clint Hester,0.0,27.0,44.0,1.0,0.0,0.0,3.5,19.0,4.0,4.0,18.0,4.0,5.0,0.41935483870967744,0.5,0.5,0.3,0.6,0.6666666666666666,0.41935483870967744,0.0,0.0,0.46551724137931033,0.5866666666666667,1.0,0.3877551020408163,1.0,0.8,0.375,0.8,1.0
Bantamweight Bout,Takeya Mizugaki,Nam Phan,False,Decision - Unanimous,3,5.0,,John Sharp,,"December 06, 2013",Takeya Mizugaki,0.0,152.0,155.0,3.0,0.0,0.0,2.05,117.0,34.0,1.0,142.0,9.0,1.0,Nam Phan,0.0,100.0,104.0,0.0,0.0,0.0,0.0,77.0,23.0,0.0,100.0,0.0,0.0,0.3781094527363184,0.38271604938271603,0.375,0.3268156424581006,0.7906976744186046,1.0,0.36597938144329895,0.75,0.5,0.34843205574912894,0.35738831615120276,0.0,0.29844961240310075,0.7931034482758621,0.0,0.34843205574912894,0.0,0.0
Middleweight Bout,Caio Magalhaes,Nick Ring,False,Decision - Unanimous,3,5.0,,Cameron Quinn,,"December 06, 2013",Nick Ring,0.0,30.0,65.0,3.0,1.0,0.0,2.85,10.0,11.0,9.0,15.0,15.0,0.0,Caio Magalhaes,0.0,32.0,103.0,0.0,0.0,1.0,5.733333333333333,13.0,10.0,9.0,23.0,8.0,1.0,0.46875,0.625,0.5,0.24390243902439024,0.9166666666666666,0.8181818181818182,0.3125,0.9375,0.0,0.5079365079365079,0.7202797202797203,0.0,0.35135135135135137,0.7142857142857143,0.75,0.4423076923076923,0.8,1.0
Flyweight Bout,Justin Scoggins,Richie Vaculik,False,KO/TKO,1,4.716666666666667,,Steve Perceval,,"December 06, 2013",Richie Vaculik,0.0,2.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,Justin Scoggins,0.0,27.0,47.0,2.0,0.0,0.0,4.1,22.0,5.0,0.0,5.0,3.0,19.0,0.2857142857142857,0.7916666666666666,0.0,0.2,0.0,1.0,0.2857142857142857,0.0,0.0,0.7297297297297297,0.7966101694915254,0.6666666666666666,0.7096774193548387,1.0,0.0,0.5555555555555556,0.6,0.8260869565217391
Middleweight Bout,Krzysztof Jotko,Bruno Santos,False,Decision - Unanimous,3,5.0,,John Sharp,,"December 06, 2013",Bruno Santos,0.0,12.0,31.0,1.0,1.0,0.0,4.966666666666667,3.0,4.0,5.0,5.0,7.0,0.0,Krzysztof Jotko,0.0,17.0,84.0,1.0,0.0,1.0,3.966666666666667,8.0,6.0,3.0,10.0,7.0,0.0,0.5,0.6888888888888889,0.08333333333333333,0.25,0.5714285714285714,1.0,0.3125,0.875,0.0,0.3695652173913043,0.7,0.25,0.22857142857142856,0.75,1.0,0.2777777777777778,0.7,0.0
Welterweight Bout,Alex Garcia,Ben Wall,False,KO/TKO,1,0.7166666666666667,,Cameron Quinn,,"December 06, 2013",Ben Wall,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Alex Garcia,1.0,9.0,9.0,0.0,0.0,0.0,0.03333333333333333,9.0,0.0,0.0,8.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.6,0.6,0.0,0.6,0.0,0.0,0.5714285714285714,0.0,1.0
Lightweight Bout,Nate Diaz,Gray Maynard,False,KO/TKO,1,2.6333333333333333,,Yves Lavigne,,"November 30, 2013",Gray Maynard,0.0,5.0,6.0,1.0,0.0,0.0,0.8166666666666667,3.0,1.0,1.0,3.0,1.0,1.0,Nate Diaz,0.0,33.0,34.0,0.0,0.0,0.0,0.1,28.0,5.0,0.0,15.0,18.0,0.0,0.3333333333333333,0.375,0.5,0.23076923076923078,1.0,1.0,0.25,1.0,0.5,0.6,0.6071428571428571,0.0,0.5714285714285714,0.8333333333333334,0.0,0.45454545454545453,0.8181818181818182,0.0
Ultimate Fighter 18 Bantamweight Tournament Title Bout,Chris Holdsworth,Davey Grant,False,Submission,2,2.1666666666666665,,Yves Lavigne,,"November 30, 2013",Chris Holdsworth,0.0,15.0,41.0,1.0,1.0,0.0,3.85,7.0,4.0,4.0,7.0,8.0,0.0,Davey Grant,0.0,18.0,19.0,0.0,0.0,0.0,0.31666666666666665,4.0,11.0,3.0,13.0,5.0,0.0,0.3,0.5256410256410257,0.5,0.1891891891891892,0.4444444444444444,1.0,0.20588235294117646,0.5714285714285714,0.0,0.4090909090909091,0.4222222222222222,0.0,0.19047619047619047,0.6111111111111112,0.6,0.38235294117647056,0.5,0.0
Featherweight Bout,Akira Corassani,Maximo Blanco,False,DQ,1,0.4166666666666667,,Mario Yamasaki,,"November 30, 2013",Akira Corassani,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Maximo Blanco,0.0,5.0,7.0,1.0,0.0,0.0,0.23333333333333334,5.0,0.0,0.0,2.0,2.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.7142857142857143,0.7777777777777778,1.0,0.7142857142857143,0.0,0.0,0.5,1.0,1.0
Featherweight Bout,Tom Niinimaki,Rani Yahya,False,Decision - Split,3,5.0,,Kim Winslow,,"November 30, 2013",Rani Yahya,0.0,15.0,24.0,2.0,4.0,1.0,3.5,12.0,0.0,3.0,6.0,3.0,6.0,Tom Niinimaki,0.0,17.0,54.0,4.0,0.0,1.0,9.1,7.0,8.0,2.0,3.0,2.0,12.0,0.45454545454545453,0.5581395348837209,0.6666666666666666,0.4,0.0,1.0,0.2727272727272727,0.6,1.0,0.6296296296296297,0.84375,0.6666666666666666,0.4375,0.8888888888888888,1.0,0.375,1.0,0.7058823529411765
Heavyweight Bout,Jared Rosholt,Walt Harris,False,Decision - Unanimous,3,5.0,,Chris Tognoni,,"November 30, 2013",Jared Rosholt,0.0,33.0,73.0,1.0,0.0,0.0,3.8,23.0,7.0,3.0,25.0,0.0,8.0,Walt Harris,2.0,18.0,19.0,0.0,0.0,0.0,0.06666666666666667,8.0,10.0,0.0,18.0,0.0,0.0,0.3142857142857143,0.4866666666666667,0.5,0.25842696629213485,0.5833333333333334,0.75,0.2840909090909091,0.0,0.5,0.2535211267605634,0.2638888888888889,0.0,0.1509433962264151,0.5555555555555556,0.0,0.2535211267605634,0.0,0.0
Welterweight Bout,Sean Spencer,Drew Dober,False,Decision - Unanimous,3,5.0,,Yves Lavigne,,"November 30, 2013",Sean Spencer,0.0,105.0,109.0,0.0,0.0,0.0,0.8666666666666667,70.0,26.0,9.0,81.0,24.0,0.0,Drew Dober,0.0,61.0,67.0,0.0,0.0,0.0,3.066666666666667,34.0,13.0,14.0,43.0,18.0,0.0,0.3888888888888889,0.3978102189781022,0.0,0.30973451327433627,0.7647058823529411,0.9,0.34913793103448276,0.631578947368421,0.0,0.26991150442477874,0.2838983050847458,0.0,0.18181818181818182,0.5416666666666666,0.9333333333333333,0.22164948453608246,0.5625,0.0
Flyweight Bout,Josh Sampo,Ryan Benoit,False,Submission,2,4.516666666666667,,Chris Tognoni,,"November 30, 2013",Josh Sampo,0.0,28.0,65.0,2.0,5.0,1.0,4.183333333333334,20.0,6.0,2.0,20.0,1.0,7.0,Ryan Benoit,0.0,18.0,24.0,0.0,1.0,2.0,2.35,15.0,1.0,2.0,16.0,0.0,2.0,0.4375,0.6310679611650486,1.0,0.4,0.5454545454545454,0.6666666666666666,0.40816326530612246,1.0,0.5,0.2857142857142857,0.34782608695652173,0.0,0.2777777777777778,0.25,0.4,0.2711864406779661,0.0,0.5
UFC Welterweight Title Bout,Georges St-Pierre,Johny Hendricks,False,Decision - Split,5,5.0,,Mario Yamasaki,,"November 16, 2013",Georges St-Pierre,0.0,101.0,125.0,3.0,1.0,0.0,2.8666666666666667,47.0,26.0,28.0,84.0,16.0,1.0,Johny Hendricks,0.0,85.0,142.0,2.0,0.0,0.0,5.466666666666667,58.0,4.0,23.0,52.0,29.0,4.0,0.45701357466063347,0.5102040816326531,0.5,0.34558823529411764,0.5098039215686274,0.8235294117647058,0.42,0.8,1.0,0.4381443298969072,0.5634920634920635,0.5,0.36477987421383645,0.4444444444444444,0.8846153846153846,0.33986928104575165,0.7837837837837838,1.0
