id,event,date,fighter_name,fighter_weight,fighter_height,fighter_reach,fighter_dob,fighter_kd_differential,fighter_str_differential,fighter_td_differential,fighter_sub_differential,fighter_winrate,fighter_winstreak,fighter_losestreak,fighter_totalfights,fighter_totalwins,fighter_record,fighter_titlefights,fighter_titlewins,fighter_age_deviation,fighter_elo,fighter_opp_avg_elo,opponent_name,opponent_weight,opponent_height,opponent_reach,opponent_dob,opponent_kd_differential,opponent_str_differential,opponent_td_differential,opponent_sub_differential,opponent_winrate,opponent_winstreak,opponent_losestreak,opponent_totalfights,opponent_totalwins,opponent_record,opponent_titlefights,opponent_titlewins,opponent_age_deviation,opponent_elo,opponent_opp_avg_elo,result,method,round,time
7293,UFC 238: Cejudo vs. Moraes,"Jun. 08, 2019",Henry Cejudo,135 lbs.,"5' 4""","64""","Feb 09, 1987",0.36363636363636365,15,1.6363636363636365,0.09090909090909091,0.8181818181818182,4,0,11,9,16-3-0,3,2,2542.0,1131.0799611950395,1086.1882360078628,Marlon Moraes,135 lbs.,"5' 6""","67""","Apr 26, 1988",0.5,3.8333333333333335,-0.16666666666666666,0.3333333333333333,0.6666666666666666,4,0,6,4,23-10-1,0,0,2114.0,1064.0851186768903,1117.5857381329804,win,KO/TKO,3,4:51
7294,UFC 238: Cejudo vs. Moraes,"Jun. 08, 2019",Donald Cerrone,155 lbs.,"6' 1""","73""","Mar 29, 1983",0.4318181818181818,2.5681818181818183,-0.045454545454545456,0.8181818181818182,0.7045454545454546,3,0,44,31,36-17-0 (2 NC),4,0,4060.0,1203.7476269814883,1061.2679004497472,Tony Ferguson,155 lbs.,"5' 11""","76""","Feb 12, 1984",-0.058823529411764705,19.470588235294116,-0.11764705882352941,1,0.9411764705882353,12,0,17,16,26-9-0,3,3,3530.0,1210.386708883465,1045.5005729834631,loss,KO/TKO,2,5:00
7295,UFC 238: Cejudo vs. Moraes,"Jun. 08, 2019",Katlyn Chookagian,125 lbs.,"5' 9""","68""","Dec 28, 1988",0.14285714285714285,-0.7142857142857143,-1.1428571428571428,0.14285714285714285,0.7142857142857143,0,1,7,5,18-5-0,0,0,1812.0,1042.9336507216335,1005.5203365332524,Joanne Wood,125 lbs.,"5' 6""","65""","Dec 23, 1985",0.3333333333333333,21.583333333333332,0.6666666666666666,0.08333333333333333,0.6666666666666666,3,0,12,8,16-8-0,0,0,2955.0,1055.1159109729479,1000.3916434124852,win,U-DEC,3,5:00
7296,UFC 238: Cejudo vs. Moraes,"Jun. 08, 2019",Jessica Eye,125 lbs.,"5' 6""","66""","Jul 27, 1986",-0.09090909090909091,0.5454545454545454,-0.36363636363636365,0,0.36363636363636365,3,0,11,4,15-11-0 (1 NC),0,0,2697.0,1011.9345308052234,1044.290471979524,Valentina Shevchenko,125 lbs.,"5' 5""","66""","Mar 07, 1988",0,22.333333333333332,1.7777777777777777,0.3333333333333333,0.7777777777777778,3,0,9,7,23-4-0,2,1,2108.0,1088.489312586901,1049.5069882708458,loss,KO/TKO,2,0:26
7297,UFC 238: Cejudo vs. Moraes,"Jun. 08, 2019",Alexa Grasso,125 lbs.,"5' 5""","66""","Aug 09, 1993",0,18.6,-1.2,0,0.6,0,1,5,3,16-3-0,0,0,76.0,1014.8375483523107,1010.7751661762246,Karolina Kowalkiewicz,115 lbs.,"5' 3""","64""","Oct 15, 1985",-0.09090909090909091,13.636363636363637,-0.5454545454545454,-0.18181818181818182,0.6363636363636364,0,2,11,7,15-7-0,1,0,3094.0,1044.4704637637037,1031.7737221352907,win,U-DEC,3,5:00
7298,UFC 238: Cejudo vs. Moraes,"Jun. 08, 2019",Angela Hill,115 lbs.,"5' 3""","64""","Jan 12, 1985",0.2727272727272727,14.363636363636363,-1,-0.18181818181818182,0.45454545454545453,1,0,11,5,15-13-0,0,0,3398.0,981.2817875396904,993.4386766821307,Yan Xiaonan,115 lbs.,"5' 5""","63""","Jun 16, 1989",0,44.75,-1,0,1.0,4,0,4,4,17-3-0 (1 NC),0,0,1628.0,1054.6104397463048,953.1096206972305,loss,U-DEC,3,5:00
7299,UFC 238: Cejudo vs. Moraes,"Jun. 08, 2019",Blagoy Ivanov,250 lbs.,"5' 11""","73""","Oct 09, 1986",0,-38.666666666666664,0,0,0.3333333333333333,1,0,3,1,19-6-0 (1 NC),0,0,2714.0,1005.1889415323973,1153.9697311811374,Tai Tuivasa,264 lbs.,"6' 2""","75""","Mar 16, 1993",0.4,10.4,0,0,0.8,0,1,5,4,15-5-0,0,0,266.0,1049.6772531311922,1026.982179800761,win,U-DEC,3,5:00
7300,UFC 238: Cejudo vs. Moraes,"Jun. 08, 2019",Calvin Kattar,145 lbs.,"5' 11""","72""","Mar 26, 1988",0.5,-11.166666666666666,0.3333333333333333,0,0.8333333333333334,2,0,6,5,23-7-0,0,0,2047.0,1061.7971902433164,1012.2481218177282,Ricardo Lamas,145 lbs.,"5' 8""","71""","May 21, 1982",-0.08333333333333333,2.9166666666666665,0.20833333333333334,0.25,0.6666666666666666,1,0,24,16,20-8-0,1,0,4204.0,1108.132244717743,1046.6335764576722,win,KO/TKO,1,4:06
7301,UFC 238: Cejudo vs. Moraes,"Jun. 08, 2019",Bevon Lewis,185 lbs.,"6' 3""","79""","May 05, 1991",0.6,22.6,0,0,0.8,0,1,5,4,7-3-0,0,0,975.0,1040.6681308878613,989.8572758635634,Darren Stewart,205 lbs.,"6' 0""","74""","Dec 30, 1990",0.25,3,-1,-0.625,0.25,0,1,8,2,12-8-0 (2 NC),0,0,1072.0,982.8704861040487,1030.2245598279985,loss,U-DEC,3,5:00
7302,UFC 238: Cejudo vs. Moraes,"Jun. 08, 2019",Pedro Munhoz,135 lbs.,"5' 6""","65""","Sep 07, 1986",0.35714285714285715,-5.857142857142857,0,0.7142857142857143,0.6428571428571429,3,0,14,9,20-8-0 (2 NC),0,0,2739.0,1096.4929830951435,1041.8667932237802,Aljamain Sterling,135 lbs.,"5' 7""","71""","Jul 31, 1989",-0.23076923076923078,33.69230769230769,0.5384615384615384,0.7692307692307693,0.7692307692307693,3,0,13,10,23-4-0,0,0,1668.0,1108.5792514705108,1041.0769058637811,loss,U-DEC,3,5:00
7303,UFC 238: Cejudo vs. Moraes,"Jun. 08, 2019",Nina Nunes,125 lbs.,"5' 5""","64""","Dec 03, 1985",0,22.5,-1,0.75,0.5,4,0,8,4,11-7-0,0,0,2933.0,1009.6970523603688,995.4989911341136,Tatiana Suarez,115 lbs.,"5' 5""","66""","Dec 19, 1990",0,32,4.2,-0.4,1.0,5,0,5,5,11-0-0,2,2,1000.0,1077.2224926936026,1003.7538422346819,loss,U-DEC,3,5:00
7304,UFC 238: Cejudo vs. Moraes,"Jun. 08, 2019",Jimmie Rivera,135 lbs.,"5' 4""","68""","Jun 29, 1989",0.3333333333333333,1.4444444444444444,0.5555555555555556,0,0.7777777777777778,0,1,9,7,23-5-0,0,0,1700.0,1079.4051917726529,1045.951430854133,Petr Yan,135 lbs.,"5' 7""","67""","Feb 11, 1993",0.5,35,0.16666666666666666,0.16666666666666666,1.0,6,0,6,6,16-5-0,0,0,383.0,1088.5638148084215,994.8330236902272,loss,U-DEC,3,5:00
7305,UFC 238: Cejudo vs. Moraes,"Jun. 08, 2019",Eddie Wineland,135 lbs.,"5' 7""","69""","Jun 26, 1984",0.5652173913043478,-1.8695652173913044,-0.391304347826087,0.13043478260869565,0.5652173913043478,1,0,23,13,24-16-1,5,2,3640.0,1049.9133652397559,1033.1027191420287,Grigory Popov,135 lbs.,"5' 7""","68""","Apr 18, 1984",-2,-19,0,0,0.0,0,1,1,0,13-3-0,0,0,3709.0,985.6312007842952,1049.9133652397559,win,KO/TKO,2,4:47
7306,DWCS 3.1,"Jun. 18, 2019",Brendan Loughnane,145 lbs.,"5' 10""","70""","Dec 05, 1989",0.6666666666666666,2.3333333333333335,0.3333333333333333,0,0.3333333333333333,1,0,3,1,17-3-0,0,0,1662.0,986.8718751773815,1009.7093749408727,Bill Algeo,145 lbs.,"6' 0""","73""","Jun 09, 1989",0,35,-3,0,0.0,0,1,1,0,17-7-0,0,0,1841.0,982.5976263515939,986.8718751773815,win,U-DEC,3,5:00
7307,DWCS 3.1,"Jun. 18, 2019",Sanford Alton Meeks,265 lbs.,"6' 5""","75""","Apr 05, 1994",-1,-16,2,0,0.0,0,1,1,0,1-1-0,0,0,80.0,984.0,1016.0,Yorgan De Castro,250 lbs.,"6' 0""","74""","Dec 19, 1986",1,16,-2,0,1.0,1,0,1,1,6-3-0,0,0,2744.0,1016.0,984.0,loss,KO/TKO,1,4:15
7308,DWCS 3.1,"Jun. 18, 2019",Kali Robbins,115 lbs.,"5' 3""","63""","Jul 05, 1984",0,-85,2,0,0.0,0,1,1,0,6-3-0,0,0,3641.0,984.0,1016.0,Hannah Goldy,115 lbs.,"5' 4""","61""","May 18, 1992",0,85,-2,0,1.0,1,0,1,1,6-3-0,0,0,767.0,1016.0,984.0,loss,U-DEC,3,5:00
7309,DWCS 3.1,"Jun. 18, 2019",Punahele Soriano,185 lbs.,"5' 11""","72""","Nov 22, 1992",0,11,3,0,1.0,1,0,1,1,9-3-0,0,0,579.0,1014.5976263515939,954.8718751773815,Jamie Pickett,185 lbs.,"6' 2""","80""","Aug 29, 1988",0,-9,-0.3333333333333333,-0.6666666666666666,0.0,0,3,3,0,13-10-0,0,0,2125.0,954.8718751773815,1020.3760416075394,win,U-DEC,3,5:00
7310,UFC Fight Night: Moicano vs. The Korean Zombie,"Jun. 22, 2019",Kevin Aguilar,155 lbs.,"5' 7""","73""","Sep 07, 1988",0.75,1.5,-1,0,1.0,4,0,4,4,17-5-0,0,0,2036.0,1059.5278025443924,981.3048265061891,Dan Ige,145 lbs.,"5' 7""","71""","Aug 06, 1991",0.5,10,1,1,0.8333333333333334,3,0,6,5,17-6-0,0,0,959.0,1061.6490859139815,1003.6940072954816,loss,U-DEC,3,5:00
7311,UFC Fight Night: Moicano vs. The Korean Zombie,"Jun. 22, 2019",Bryan Barberena,170 lbs.,"6' 0""","72""","May 03, 1989",0.6,15.6,-2,-0.4,0.6,0,1,10,6,18-11-0,0,0,1757.0,1037.6916109262957,1042.7422176342334,Randy Brown,170 lbs.,"6' 3""","78""","Jul 08, 1990",0.2222222222222222,8,-0.2222222222222222,-0.1111111111111111,0.6666666666666666,0,1,9,6,17-5-0,0,0,1108.0,1038.572798478586,1003.4308403313826,loss,KO/TKO,3,2:54
7312,UFC Fight Night: Moicano vs. The Korean Zombie,"Jun. 22, 2019",Allen Crowder,245 lbs.,"6' 3""","76""","Nov 08, 1989",-0.25,8,1.25,0.75,0.75,1,0,4,3,10-4-0 (1 NC),0,0,1539.0,1032.5402959266937,1010.0986579089242,Jairzinho Rozenstruik,242 lbs.,"6' 2""","78""","Mar 17, 1988",1,1,-2,0,1.0,2,0,2,2,13-5-0,0,0,2154.0,1030.8499835715506,980.140454296521,loss,KO/TKO,1,0:09
7313,UFC Fight Night: Moicano vs. The Korean Zombie,"Jun. 22, 2019",Montana De La Rosa,125 lbs.,"5' 7""","68""","Feb 14, 1995",0,6,0,1.25,1.0,4,0,4,4,12-8-1,0,0,364.0,1061.6831788770887,995.2403194019901,Andrea Lee,125 lbs.,"5' 6""","69""","Feb 11, 1989",0,36.333333333333336,0.6666666666666666,0.6666666666666666,1.0,3,0,3,3,13-8-0,0,0,1838.0,1042.655245760118,960.9642781342803,loss,U-DEC,3,5:00
7314,UFC Fight Night: Moicano vs. The Korean Zombie,"Jun. 22, 2019",Alessio Di Chirico,185 lbs.,"6' 0""","74""","Dec 12, 1989",0.3333333333333333,7.166666666666667,1,-0.8333333333333334,0.5,2,0,6,3,13-7-0,0,0,1308.0,1003.9654421975296,996.15867845647,Kevin Holland,170 lbs.,"6' 3""","81""","Nov 05, 1992",0,34.6,-1,0,0.8,2,0,5,4,25-9-0 (1 NC),0,0,516.0,1047.0184234971878,1004.9872712131477,loss,U-DEC,3,5:00
7315,UFC Fight Night: Moicano vs. The Korean Zombie,"Jun. 22, 2019",Anderson Dos Santos,135 lbs.,"5' 5""","70""","Jul 24, 1985",0,-38,-1,1,0.0,0,2,2,0,21-9-0,0,0,3044.0,972.1260693796585,1051.7662769569924,Andre Ewell,145 lbs.,"5' 8""","75""","Jan 21, 1988",0.3333333333333333,-9.333333333333334,-2,-1.6666666666666667,0.6666666666666666,0,1,3,2,17-9-0,0,0,2175.0,1021.167324686643,1049.9202975026847,loss,U-DEC,3,5:00
7316,UFC Fight Night: Moicano vs. The Korean Zombie,"Jun. 22, 2019",Chan Sung Jung,145 lbs.,"5' 7""","72""","Mar 17, 1987",0.2222222222222222,6,0,0.4444444444444444,0.4444444444444444,0,1,9,4,17-8-0,1,0,2436.0,1013.135465995503,1063.523309969717,Renato Moicano,155 lbs.,"5' 11""","72""","May 21, 1989",0.125,21.625,0.5,0.25,0.75,0,1,8,6,17-5-1,0,0,1724.0,1070.4040203732602,1052.1891531728604,win,KO/TKO,1,0:58
7317,UFC Fight Night: Moicano vs. The Korean Zombie,"Jun. 22, 2019",Syuri Kondo,115 lbs.,"5' 4""","66""","Feb 08, 1989",-0.25,2.25,0,0,0.5,0,2,4,2,6-3-0,0,0,1756.0,996.9714755003666,997.5962909214093,Ashley Yoder,115 lbs.,"5' 7""","69""","Oct 20, 1987",0.3333333333333333,-14,-0.16666666666666666,-0.5,0.16666666666666666,1,0,6,1,8-8-0,0,0,2219.0,946.9802687028621,1013.1458790961473,loss,U-DEC,3,5:00
7318,UFC Fight Night: Moicano vs. The Korean Zombie,"Jun. 22, 2019",Ariane Lipski,125 lbs.,"5' 6""","67""","Jan 26, 1994",0,-32,0,-2,0.0,0,2,2,0,16-8-0,0,0,1.0,971.8149589814045,1048.4045232187723,Molly McCann,125 lbs.,"5' 4""","62""","May 04, 1990",0,6,-0.6666666666666666,0,0.3333333333333333,1,0,3,1,13-6-0,0,0,1418.0,988.1790493450297,1020.2520309545138,loss,U-DEC,3,5:00
7319,UFC Fight Night: Moicano vs. The Korean Zombie,"Jun. 22, 2019",Luis Pena,155 lbs.,"6' 3""","75""","Jul 05, 1993",0.5,-2,-1.25,0,0.75,1,0,4,3,9-3-0,0,0,267.0,1028.6125137998806,989.6496859869878,Matt Wiman,155 lbs.,"5' 10""","68""","Sep 19, 1983",-0.16666666666666666,2.5555555555555554,0.8333333333333334,0.8333333333333334,0.6666666666666666,1,0,18,12,16-10-0,0,0,2262.0,1081.0163186571385,1011.805147611546,win,KO/TKO,3,1:14
7320,UFC Fight Night: Moicano vs. The Korean Zombie,"Jun. 22, 2019",Deron Winn,185 lbs.,"5' 6""","70""","Jun 13, 1989",0,61,0,0,1.0,1,0,1,1,7-3-0,0,0,1841.0,1014.1354450848651,945.1914698166896,Eric Spicely,185 lbs.,"6' 1""","73""","Sep 29, 1986",-0.25,-11.625,0.375,-0.125,0.25,0,4,8,2,12-6-0,0,0,2829.0,945.1914698166896,1016.0122635104311,win,U-DEC,3,5:00
7321,DWCS 3.2,"Jun. 25, 2019",Alton Cunningham,205 lbs.,"6' 2""","77""","Jun 24, 1993",-1,-24,0,0,0.0,0,2,2,0,4-2-0,0,0,22.0,972.1260693796585,1051.7662769569924,Tony Johnson,265 lbs.,"6' 1""",--,--,0,0,0,0,0.0,0,2,2,0,11-3-0,0,0,1825.0,975.6728900461827,1090.878924654965,loss,U-DEC,3,5:00
7322,DWCS 3.2,"Jun. 25, 2019",Michael Lombardo,170 lbs.,"6' 0""","72""","Apr 03, 1990",0,-44,-1,-4,0.0,0,1,1,0,11-2-0 (1 NC),0,0,1550.0,984.0,1016.0,Kyle Daukaus,185 lbs.,"6' 3""","76""","Feb 27, 1993",0,44,1,4,1.0,1,0,1,1,11-4-0 (1 NC),0,0,489.0,1016.0,984.0,loss,U-DEC,3,5:00
7323,DWCS 3.2,"Jun. 25, 2019",Victor Reyna,170 lbs.,"5' 11""","74""","Aug 05, 1986",-2,28,0,-2,0.0,0,1,1,0,11-5-0 (1 NC),0,0,2887.0,984.0,1016.0,Miguel Baeza,170 lbs.,"6' 2""","74""","Aug 23, 1992",2,-28,0,2,1.0,1,0,1,1,10-3-0,0,0,677.0,1016.0,984.0,loss,U-DEC,3,5:00
7324,DWCS 3.2,"Jun. 25, 2019",Richie Santiago,135 lbs.,"5' 7""","67""","Oct 10, 1992",-1,-15,-3,0,0.0,0,1,1,0,7-2-0,0,0,629.0,984.0,1016.0,Miles Johns,135 lbs.,"5' 7""","66""","Mar 30, 1994",1,15,3,0,1.0,1,0,1,1,13-2-0,0,0,93.0,1016.0,984.0,loss,U-DEC,3,5:00
7325,DWCS 3.2,"Jun. 25, 2019",Zach Zane,145 lbs.,"5' 7""","69""","Dec 14, 1989",0,-87,-14,0,0.0,0,1,1,0,10-7-0,0,0,1660.0,984.0,1016.0,Justin Gonzales,145 lbs.,"5' 9""","72""","Apr 28, 1991",0,87,14,0,1.0,1,0,1,1,6-0-0,0,0,1160.0,1016.0,984.0,loss,U-DEC,3,5:00
7326,UFC Fight Night: Ngannou vs. Dos Santos,"Jun. 29, 2019",Junior Albini,264 lbs.,"6' 3""","74""","Mar 15, 1991",0,-7,0.8333333333333334,-0.16666666666666666,0.3333333333333333,0,4,6,2,14-6-0,0,0,1061.0,972.799491693754,1031.9314255994711,Maurice Greene,258 lbs.,"6' 7""","80""","Jul 05, 1986",0,7.333333333333333,-0.6666666666666666,0.6666666666666666,1.0,3,0,3,3,9-7-0,0,0,2810.0,1046.5304984710244,989.3333333333334,loss,KO/TKO,1,3:38
7327,UFC Fight Night: Ngannou vs. Dos Santos,"Jun. 29, 2019",Eryk Anders,185 lbs.,"6' 1""","75""","Apr 21, 1987",0.1111111111111111,-8.11111111111111,0.8888888888888888,-0.1111111111111111,0.5555555555555556,0,3,9,5,15-8-0 (1 NC),0,0,2555.0,1017.5338241539879,1043.6117002940375,Vinicius Moreira,205 lbs.,"6' 4""","76""","Feb 28, 1989",-0.3333333333333333,-4.666666666666667,2,1.3333333333333333,0.6666666666666666,0,1,3,2,9-5-0,0,0,1792.0,1015.6382404343759,1007.661704487918,win,KO/TKO,1,1:18
7328,UFC Fight Night: Ngannou vs. Dos Santos,"Jun. 29, 2019",Joseph Benavidez,125 lbs.,"5' 4""","65""","Jul 31, 1984",0.21428571428571427,11.107142857142858,0,0.4642857142857143,0.8214285714285714,2,0,28,23,28-8-0,3,0,3465.0,1199.5772203465356,1032.9446381231955,Jussier Formiga,125 lbs.,"5' 5""","67""","Apr 14, 1985",-0.21428571428571427,-9,1.1428571428571428,0.35714285714285715,0.6428571428571429,4,0,14,9,23-8-0,0,0,3271.0,1092.6653071769936,1058.5710630902206,win,KO/TKO,2,4:47
7329,UFC Fight Night: Ngannou vs. Dos Santos,"Jun. 29, 2019",Paul Craig,185 lbs.,"6' 3""","76""","Nov 27, 1987",-0.25,-10.125,0.875,0.75,0.625,1,0,8,5,17-6-1,0,0,2321.0,1033.1293062148745,1016.168377156679,Alonzo Menifield,205 lbs.,"6' 0""","76""","Oct 18, 1987",0.2,7.6,-0.8,0,1.0,5,0,5,5,14-3-1,0,0,2291.0,1069.5156119347785,967.3586299349865,loss,KO/TKO,1,3:19
7330,UFC Fight Night: Ngannou vs. Dos Santos,"Jun. 29, 2019",Drew Dober,155 lbs.,"5' 8""","70""","Oct 19, 1988",0.25,1.875,-0.375,-0.25,0.5625,0,1,16,9,26-12-0 (1 NC),0,0,1973.0,1040.0508810713636,998.4461657298044,Marco Polo Reyes,155 lbs.,"5' 11""","71""","Nov 07, 1984",0.7142857142857143,4.571428571428571,-1.5714285714285714,0,0.7142857142857143,0,1,7,5,8-7-0,0,0,3401.0,1039.4062520492369,1002.7947552592952,win,KO/TKO,1,1:07
7331,UFC Fight Night: Ngannou vs. Dos Santos,"Jun. 29, 2019",Junior Dos Santos,238 lbs.,"6' 4""","77""","Jan 30, 1984",0.5909090909090909,20.5,-0.5,0,0.8181818181818182,4,0,22,18,21-9-0,5,2,3697.0,1198.046093738246,1089.9117297726154,Francis Ngannou,250 lbs.,"6' 4""","83""","Sep 05, 1986",0.38461538461538464,3.3846153846153846,-1,0.15384615384615385,0.8461538461538461,2,0,13,11,17-3-0,1,0,2728.0,1138.0371183078037,1055.4924262002035,loss,KO/TKO,1,1:11
7332,UFC Fight Night: Ngannou vs. Dos Santos,"Jun. 29, 2019",Jared Gordon,155 lbs.,"5' 9""","68""","Sep 06, 1988",-0.2,34.2,2.4,-0.6,0.6,0,2,5,3,19-6-0 (1 NC),0,0,1932.0,1013.7766884819787,1011.8571714525324,Dan Moret,155 lbs.,"6' 0""","73""","Nov 21, 1986",-0.6666666666666666,-9.666666666666666,-1.6666666666666667,-1,0.0,0,3,3,0,13-6-0,0,0,2671.0,960.2388253185646,1061.9459382053462,win,U-DEC,3,5:00
7333,UFC Fight Night: Ngannou vs. Dos Santos,"Jun. 29, 2019",Demian Maia,170 lbs.,"6' 1""","72""","Nov 06, 1977",-0.06451612903225806,-1.7096774193548387,1.7419354838709677,0.6774193548387096,0.7096774193548387,1,0,31,22,28-11-0,2,0,5938.0,1166.0154147489652,1075.5918972629906,Anthony Rocco Martin,170 lbs.,"6' 0""","73""","Dec 11, 1989",0.14285714285714285,-2.9285714285714284,-0.07142857142857142,0.5714285714285714,0.6428571428571429,4,0,14,9,17-6-0,0,0,1555.0,1084.972415520649,1028.6114216213343,win,M-DEC,3,5:00
7334,UFC Fight Night: Ngannou vs. Dos Santos,"Jun. 29, 2019",Vinc Pichel,155 lbs.,"5' 10""","72""","Nov 23, 1982",0.14285714285714285,2,0,-0.42857142857142855,0.5714285714285714,0,1,7,4,14-3-0,0,0,3849.0,1022.5191759203102,1016.7068320668393,Roosevelt Roberts,155 lbs.,"6' 2""","73""","Feb 11, 1994",0,19.2,1.6,0.6,1.0,5,0,5,5,10-3-0 (1 NC),0,0,81.0,1070.9216239135958,975.8394734430561,win,U-DEC,3,5:00
7335,UFC Fight Night: Ngannou vs. Dos Santos,"Jun. 29, 2019",Ricardo Ramos,145 lbs.,"5' 9""","72""","Aug 01, 1995",0.3333333333333333,1,0.3333333333333333,0.3333333333333333,0.8333333333333334,1,0,6,5,16-4-0,0,0,392.0,1060.3259032768065,1011.1334034233563,Journey Newson,135 lbs.,"5' 5""","67""","Mar 07, 1989",0,-2,-3,1,0.0,0,1,1,0,10-5-0 (1 NC),0,0,1946.0,986.1265585888842,1060.3259032768065,win,U-DEC,3,5:00
7336,UFC Fight Night: Ngannou vs. Dos Santos,"Jun. 29, 2019",Dequan Townsend,205 lbs.,"6' 3""","79""","May 11, 1986",-1,-19,-4,0,0.0,0,1,1,0,21-12-0,0,0,2977.0,984.0,1016.0,Dalcha Lungiambula,185 lbs.,"5' 8""","76""","Jul 31, 1987",1,19,4,0,1.0,1,0,1,1,11-6-0,0,0,2531.0,1016.0,984.0,loss,KO/TKO,3,0:42
7337,UFC Fight Night: Ngannou vs. Dos Santos,"Jun. 29, 2019",Emily Whitmire,125 lbs.,"5' 5""","63""","May 24, 1991",0,0.8,-0.4,-0.6,0.4,0,1,5,2,4-5-0,0,0,1138.0,989.5984693757896,1015.8829509824315,Amanda Ribas,125 lbs.,"5' 3""","66""","Aug 26, 1993",0,14,2,2,1.0,1,0,1,1,11-4-0,0,0,313.0,1016.2702382737625,989.5984693757896,loss,SUB,2,2:10
7338,UFC 239: Jones vs. Santos,"Jul. 06, 2019",Arnold Allen,145 lbs.,"5' 8""","70""","Jan 22, 1994",0.3333333333333333,2.1666666666666665,-0.8333333333333334,0.16666666666666666,1.0,6,0,6,6,19-2-0,0,0,59.0,1084.7153822889675,980.6159206618237,Gilbert Melendez,145 lbs.,"5' 9""","73""","Apr 12, 1982",0.03225806451612903,21.032258064516128,0.5806451612903226,-0.3548387096774194,0.7741935483870968,0,4,31,24,22-8-0,14,12,3809.0,1153.7951278735986,1052.612434090506,win,U-DEC,3,5:00
7339,UFC 239: Jones vs. Santos,"Jul. 06, 2019",Ben Askren,170 lbs.,"5' 11""","73""","Jul 18, 1984",0,-26,0,1,1.0,2,0,2,2,19-2-0 (1 NC),0,0,3520.0,1043.3584328304473,1119.0680683170888,Jorge Masvidal,170 lbs.,"5' 11""","74""","Nov 12, 1984",0.08333333333333333,16.291666666666668,0.5,0.125,0.7083333333333334,1,0,24,17,35-17-0,1,0,3417.0,1134.3170921452756,1069.3624368325588,loss,KO/TKO,1,0:05
7340,UFC 239: Jones vs. Santos,"Jul. 06, 2019",Jan Blachowicz,205 lbs.,"6' 2""","78""","Feb 24, 1983",0.16666666666666666,4.666666666666667,0,0.16666666666666666,0.5833333333333334,0,1,12,7,29-10-1,0,0,4023.0,1045.2205938125653,1038.491908497064,Luke Rockhold,185 lbs.,"6' 3""","77""","Oct 17, 1984",0.25,12.55,-0.4,0.45,0.85,0,1,20,17,16-6-0,5,3,3044.0,1186.1479405966916,1066.982631020949,win,KO/TKO,2,1:39
7341,UFC 239: Jones vs. Santos,"Jul. 06, 2019",Michael Chiesa,170 lbs.,"6' 1""","75""","Dec 07, 1987",0.07692307692307693,-1.4615384615384615,1.2307692307692308,0.07692307692307693,0.6923076923076923,1,0,13,9,18-7-0,2,2,2220.0,1081.8653269538058,1047.5505726015224,Diego Sanchez,170 lbs.,"5' 10""","72""","Dec 31, 1981",-0.02702702702702703,1.864864864864865,0.5135135135135135,0.3783783783783784,0.7027027027027027,2,0,37,26,31-13-0,2,1,4450.0,1129.4797354801424,1050.4448385592223,win,U-DEC,3,5:00
7342,UFC 239: Jones vs. Santos,"Jul. 06, 2019",Claudia Gadelha,115 lbs.,"5' 4""","63""","Dec 07, 1988",0,-10.181818181818182,3.1818181818181817,0.9090909090909091,0.6363636363636364,0,1,11,7,18-5-0,1,0,1833.0,1040.9489777583503,1016.1753379667799,Randa Markos,115 lbs.,"5' 4""","63""","Aug 10, 1985",0,-4.076923076923077,0.15384615384615385,0,0.38461538461538464,1,0,13,5,11-12-1,0,0,3153.0,989.7646671056707,1016.4332232894989,win,U-DEC,3,5:00
7343,UFC 239: Jones vs. Santos,"Jul. 06, 2019",Holly Holm,135 lbs.,"5' 8""","69""","Oct 17, 1981",0.18181818181818182,2.6363636363636362,0.45454545454545453,0,0.6363636363636364,2,0,11,7,15-7-0,4,1,4259.0,1057.727665093175,1051.6122559878286,Amanda Nunes,135 lbs.,"5' 8""","69""","May 30, 1988",0.42857142857142855,13.142857142857142,0.5,0.07142857142857142,0.8571428571428571,8,0,14,12,23-5-0,5,5,2045.0,1156.664212248502,1042.3581772190935,loss,KO/TKO,1,4:10
7344,UFC 239: Jones vs. Santos,"Jul. 06, 2019",Jon Jones,248 lbs.,"6' 4""","84""","Jul 19, 1987",0.23809523809523808,33.904761904761905,1.9047619047619047,0.42857142857142855,0.9047619047619048,15,0,21,19,27-1-0 (1 NC),13,12,2424.0,1278.3166314514283,1117.39661938451,Thiago Santos,205 lbs.,"6' 2""","76""","Jan 07, 1984",0.5,17.05,-0.35,-0.25,0.7,4,0,20,14,22-11-0,0,0,3706.0,1127.4148292293528,1031.2926910833485,win,S-DEC,5,5:00
7345,UFC 239: Jones vs. Santos,"Jul. 06, 2019",Pannie Kianzad,135 lbs.,"5' 7""","66""","Dec 08, 1991",-1,-8.666666666666666,0.3333333333333333,-0.6666666666666666,0.0,0,3,3,0,17-7-0,2,0,947.0,954.8718751773815,1020.3760416075394,Julia Avila,135 lbs.,"5' 7""","68""","May 11, 1988",1,16,-1,0,1.0,1,0,1,1,9-2-0,0,0,2253.0,1014.5976263515939,954.8718751773815,loss,U-DEC,3,5:00
