Fighter,oppelo,wins,losses,dob,totalfights,elo,losestreak,winstreak,titlewins,KD,Sig. str.,Total str.,Td,Sub. att,Rev.,Ctrl,Sig. str,Head,Body,Leg,Distance,Clinch,Ground,Sig. str.%,Total str.%,Td%,Sig. str%,Head%,Body%,Leg%,Distance%,Clinch%,Ground%
Matt Wiman,2141257.8046048665,10,8,1983,18,1014.535447406985,3,0,0,-221.0,-30876.0,-94116.0,-921.0,413.0,193.0,-4443.216666666666,-30876.0,-32935.0,-6485.0,8544.0,-2312.0,-6090.0,-22474.0,-419.705929735381,-444.1778425153,-756.5193181818182,-419.705929735381,-235.39337609225345,-520.7823926073927,612.1425716440422,-310.3476031785526,-242.0901296176818,-183.67432174643068
Richie Smullen,1000,0,1,1991,1,984.0,1,0,0,-1.0,-1.0,7.0,1.0,-1.0,-1.0,0.6500000000000001,-1.0,-5.0,1.0,3.0,-5.0,0.0,4.0,0.42995169082125606,0.5345268542199488,-0.33333333333333337,0.42995169082125606,0.23636363636363633,1.0,1.0,0.19999999999999996,0.0,1.0
Ryo Chonan,30227.38354612494,1,3,1976,4,973.1942151470209,2,0,0,-9.0,-186.0,-935.0,-31.0,-4.0,29.0,92.80000000000001,-186.0,-155.0,62.0,-93.0,-159.0,-189.0,162.0,-0.1656773858862977,-1.9151345088453824,1.8888888888888888,-0.1656773858862977,-0.7112102076108324,6.584284533798264,1.4468944099378878,2.3120739035244577,-16.415849673202615,0.5674845057823781
Mike Ricci,14376.287207546851,1,2,1986,3,986.2381145785287,1,0,0,0.0,61.0,-84.0,-35.0,-1.0,10.0,-48.016666666666666,61.0,140.0,63.0,-142.0,-37.0,-13.0,111.0,-0.4805065229724283,-0.7285475464136477,-2.4375,-0.4805065229724283,0.8055712770429675,1.439884193241725,-3.3960644007155643,-1.0784746418892759,-4.5,7.667424242424243
Masutatsu Yano,1000,0,1,1975,1,984.0,1,0,0,-1.0,0.0,5.0,1.0,0.0,0.0,1.9833333333333332,0.0,5.0,-3.0,-2.0,-11.0,-4.0,15.0,-0.07167745146839222,-0.04626593806921675,0.3333333333333333,-0.07167745146839222,0.05411255411255411,0.0,-0.6666666666666667,-0.23099415204678364,-0.8,0.5
Tyler Diamond,1000,0,1,1991,1,984.0,1,0,0,0.0,13.0,27.0,0.0,-1.0,2.0,6.283333333333333,13.0,5.0,3.0,5.0,7.0,-6.0,12.0,-0.07408912366246784,-0.01878354203935595,0.45,-0.07408912366246784,-0.1936363636363636,0.3571428571428571,1.0,-0.010752688172043001,-0.49999999999999994,-0.15000000000000002
John Castaneda,93679.71313649806,4,2,1991,6,1035.9947255802244,0,2,0,38.0,351.0,821.0,194.0,9.0,0.0,175.33333333333331,351.0,-774.0,193.0,932.0,658.0,-509.0,202.0,10.382589761327452,13.264928493304257,21.666666666666668,10.382589761327452,8.27393953466074,-12.483454045954044,2.358863811005275,10.741551372326558,1.355555555555553,22.698412698412696
Fares Ziam,91083.03556478964,4,2,1997,6,1031.770195710245,0,2,0,0.0,1342.0,2611.0,58.0,-16.0,33.0,-56.98333333333335,1342.0,1433.0,-84.0,-7.0,935.0,236.0,171.0,17.441702907071274,18.00550343593998,10.146103896103895,17.441702907071274,1.8811078062015323,9.636595872570627,20.69871794871795,30.10757334551333,18.048809523809524,-17.724867724867725
Clay Collard,30149.124803723655,1,3,1993,4,971.2596701899328,2,0,0,20.0,232.0,485.0,63.0,-21.0,-35.0,16.949999999999996,232.0,535.0,-255.0,-48.0,21.0,34.0,177.0,-4.021328630898672,-3.8829460026373646,10.075757575757574,-4.021328630898672,-1.0638087486232375,-1.2845287209858962,-3.559692481431612,-4.642458270169181,6.729979360165119,-12.71948051948052
John Lineker,1562407.855669684,12,4,1990,16,1104.299731418487,1,0,0,924.0,15409.0,1496.0,-1274.0,604.0,64.0,-1016.9500000000002,15409.0,-697.0,24224.0,-8118.0,12681.0,3071.0,-343.0,-41.77768061961274,-43.40232924816872,-48.45000000000001,-41.77768061961274,-60.76518609550661,-108.26467243603172,-149.43115982624934,-44.62845640204375,-208.10456716486127,221.39457671957672
Assu Almabayev,1014.1777415945361,1,0,1994,1,1016.6525469628324,0,1,0,0.0,22.0,44.0,2.0,2.0,0.0,5.050000000000001,22.0,13.0,5.0,4.0,6.0,0.0,16.0,0.4277777777777778,0.303030303030303,0.4,0.4277777777777778,0.2983870967741935,1.0,1.0,0.46638655462184875,0.0,-0.34615384615384615
Hailey Cowan,1000,0,1,1992,1,984.0,1,0,0,0.0,-13.0,-14.0,2.0,0.0,0.0,3.7166666666666663,-13.0,1.0,-9.0,-5.0,-3.0,-14.0,4.0,-0.31076923076923074,-0.2821080202312139,0.25,-0.31076923076923074,-0.28477630172545426,-0.2914438502673796,0.050000000000000044,-0.2803517803517803,-0.19999999999999996,1.0
Keita Nakamura,507649.04244343366,4,7,1984,11,968.4457406162395,1,0,0,145.0,-4394.0,-1005.0,262.0,-207.0,-77.0,-305.8833333333333,-4394.0,-3166.0,-744.0,-484.0,-3351.0,-1070.0,27.0,-23.824816772095232,-3.0055021770908414,25.311904761904763,-23.824816772095232,-16.267803339338478,-36.10172804851329,-155.48989139515456,-22.144638925804248,-3.687196619805313,-112.87798247504129
Homer Moore,1030.8566253449706,0,1,1971,1,985.4172757384148,1,0,0,0.0,0.0,6.0,2.0,-4.0,0.0,4.55,0.0,2.0,0.0,-2.0,-1.0,-1.0,2.0,-0.5,-0.1071428571428571,0.6666666666666666,-0.5,-0.5,0.0,-1.0,-0.33333333333333337,-1.0,0.4
Tyson Griffin,1028113.8323388458,8,6,1984,14,1018.5284078366932,1,0,0,-92.0,13233.0,21872.0,-256.0,-547.0,-84.0,100.14999999999998,13233.0,1984.0,2443.0,8806.0,9093.0,2109.0,2031.0,42.823548489999965,50.21703388824509,-43.783821733821725,42.823548489999965,-22.902710904404085,-91.74494671994671,260.8705155138979,46.91846101144182,-15.73291971895223,44.04863357794787
Joe Giannetti,1000,0,1,1995,1,984.0,1,0,0,0.0,-13.0,-25.0,1.0,-1.0,0.0,-2.8000000000000003,-13.0,-6.0,4.0,-11.0,-13.0,2.0,-2.0,-0.20488262910798122,-0.17656449553001285,0.16666666666666666,-0.20488262910798122,-0.276386404293381,0.2581699346405229,0.03703703703703709,-0.2057105775470473,0.5,-0.5
Anshul Jubli,4817.970681719293,1,1,1995,2,997.1967072702704,1,0,0,-4.0,68.0,94.0,2.0,1.0,0.0,7.2333333333333325,68.0,-14.0,62.0,20.0,28.0,14.0,26.0,0.22971333422413176,0.30346001450973825,0.4,0.22971333422413176,0.3930604558135622,-0.8012820512820513,0.7532467532467534,0.02624082591695459,-2.8205128205128203,-4.135135135135135
Ryan Jimmo,142327.33916897155,3,4,1981,7,987.2460681590453,2,0,0,39.0,-151.0,-1064.0,-46.0,-45.0,0.0,-282.51666666666665,-151.0,426.0,255.0,-832.0,802.0,-1075.0,122.0,14.540312403342801,6.028124350940012,9.899999999999999,14.540312403342801,17.609248894284676,-8.225757575757573,6.720588235294114,26.11436221824153,16.70170202070074,-3.219954648526077
Vaughan Lee,205400.59121851626,3,5,1982,8,970.5347142414907,2,0,0,-45.0,4310.0,6373.0,-175.0,-105.0,-64.0,-626.8666666666666,4310.0,2076.0,1233.0,1001.0,4053.0,402.0,-145.0,58.47352001899944,63.01280186267017,-45.62222222222222,58.47352001899944,43.551860552178795,45.048565674831494,72.53290043290045,64.44132124953359,132.4392321383168,-63.19202898550725
Gilbert Yvel,14395.253506602008,0,3,1976,3,957.5563206654422,3,0,0,-1.0,-217.0,-398.0,-29.0,0.0,12.0,-49.083333333333336,-217.0,-176.0,-44.0,3.0,1.0,-4.0,-214.0,-5.7638922274035975,-5.604019079714747,-11.857142857142858,-5.7638922274035975,-5.464845860479899,-1.9999999999999998,3.5,0.27647058823529413,-1.0666666666666667,-6.194672505017333
Domingo Pilarte,30143.675114593563,0,2,1990,4,969.215012009396,2,0,0,-13.0,-477.0,-2005.0,-48.0,-31.0,-15.0,-182.88333333333333,-477.0,-440.0,-5.0,-32.0,-1.0,12.0,-488.0,-11.410173160173159,-5.432154071644385,-15.85,-11.410173160173159,-14.83863287250384,10.333333333333334,-16.333333333333332,-4.663492063492064,6.857142857142858,-9.175675675675675
Zak Cummings,1037892.7904778391,10,4,1984,14,1082.7753080617858,0,2,0,1019.0,8115.0,7960.0,-582.0,311.0,-100.0,251.13333333333333,8115.0,2829.0,2066.0,3220.0,5852.0,1245.0,1018.0,-61.87895025403785,-52.42114425712373,-200.74444444444444,-61.87895025403785,-90.74386820482128,9.941929634692784,58.59349237718804,-75.23997759794541,-105.9404761904762,-20.172747252747257
Jay Perrin,13940.684884983231,0,3,1993,3,953.5630237675833,3,0,0,0.0,43.0,-84.0,-8.0,-18.0,-1.0,-0.75,43.0,30.0,26.0,-13.0,51.0,-12.0,4.0,0.38534675666266743,-1.7136483506172302,-4.552380952380952,0.38534675666266743,-0.043926562115989165,-0.16911764705882326,3.757142857142857,0.44289885074323176,-0.19017094017094016,2.0
Tom Niinimaki,29898.4903396659,1,3,1982,4,969.0544514967265,3,0,0,0.0,-239.0,-222.0,-15.0,-28.0,0.0,3.083333333333332,-239.0,-426.0,48.0,139.0,-211.0,-18.0,-10.0,2.998589498589498,4.609810601263318,-15.857142857142858,2.998589498589498,-1.0262829912023466,6.412698412698413,-6.666666666666666,3.5374579124579126,-18.1,-6.294117647058823
Johnny Rhodes,14288.0,2,1,0,3,1015.2976013366471,1,0,0,4.0,34.0,26.0,1.0,-5.0,0.0,0,34.0,62.0,-25.0,-3.0,5.0,-15.0,44.0,-0.3955520139090121,-0.15583566240561003,1.0,-0.3955520139090121,2.8642857142857143,-10.0,2.5,1.5142857142857142,-7.0,1.314285714285714
Caolan Loughran,1030.4217233697004,0,1,1996,1,985.3974027160742,1,0,0,0.0,-36.0,-17.0,2.0,0.0,0.0,6.133333333333334,-36.0,-31.0,-5.0,0.0,-32.0,-4.0,0.0,-0.1517010596765198,-0.10240963855421681,0.18181818181818182,-0.1517010596765198,-0.16360902255639093,-0.21739130434782616,-0.2222222222222222,-0.15466666666666673,-0.08333333333333337,0.0
Leandro Issa,56092.4612493438,2,3,1983,5,986.4125371034934,2,0,0,0.0,-1361.0,-1473.0,110.0,12.0,12.0,254.1,-1361.0,-1387.0,-293.0,319.0,-741.0,-541.0,-79.0,-1.4999500439941813,-1.3944122341007876,9.657142857142855,-1.4999500439941813,-3.8894538101314122,-13.578754578754578,-11.883552631578947,-0.5100750312631077,-0.40659340659340604,-17.925752508361203
Jake O'Brien,143208.09680360527,4,3,1984,7,1013.9449396324088,1,0,0,27.0,-2136.0,-2707.0,403.0,-49.0,18.0,285.55,-2136.0,-752.0,-440.0,-944.0,-1750.0,48.0,-434.0,-1.945793556707197,5.473799340065448,-7.432817182817185,-1.945793556707197,7.670874923639415,-75.22619047619048,-69.54812834224599,14.827356336495033,-57.285714285714285,-2.6825614861329186
Vernon White,5420.470554585312,0,1,1971,2,989.2275111003934,1,0,0,-8.0,-45.0,-120.0,-5.0,-1.0,1.0,-7.616666666666666,-45.0,-66.0,7.0,14.0,11.0,-4.0,-52.0,-0.20267685188775558,-0.8363551639413709,-4.2,-0.20267685188775558,-0.44485294117647056,-0.6862745098039217,-0.1428571428571429,0.32967032967032966,-0.8376262626262625,-0.9406748238783833
Don'Tale Mayes,291995.8458641087,3,4,1992,9,991.3457842540327,1,0,0,2.0,-887.0,-2107.0,-147.0,-5.0,0.0,-666.65,-887.0,-2595.0,1543.0,165.0,745.0,-204.0,-1428.0,-18.99614328853338,-17.437828925125743,-63.25,-18.99614328853338,-22.439884711449118,-48.22022584428372,-21.35934343434343,-12.144382993858528,68.71296149160443,-32.84731934731934
Marcus Bossett,1016.0,0,1,0,1,984.736306793522,1,0,0,0.0,1.0,2.0,-1.0,-1.0,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.6666666666666666,-1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0
Tracy Cortez,56247.14289450364,5,0,1993,5,1075.0457379641343,0,5,0,-9.0,924.0,1204.0,-29.0,9.0,-4.0,102.05000000000001,924.0,631.0,-57.0,350.0,536.0,-118.0,506.0,6.996451664511714,7.009859154282501,5.022222222222222,6.996451664511714,5.883559995030316,11.77398756295611,9.32872040240461,4.368261631508658,21.92857142857143,-0.43314814814814895
Joao Pierini,967.588191988359,0,1,1971,1,982.5116960376525,1,0,0,0.0,-5.0,-5.0,0.0,0.0,0.0,-0.15,-5.0,-2.0,0.0,-3.0,-4.0,0.0,-1.0,-0.5238095238095237,-0.5238095238095237,0.0,-0.5238095238095237,-0.35714285714285715,0.0,-1.0,-0.6904761904761905,0.0,-0.3333333333333333
Richie Vaculik,29274.1720652116,1,3,1983,4,967.3537706491552,2,0,0,-9.0,146.0,21.0,-77.0,17.0,-25.0,-92.53333333333333,146.0,112.0,-118.0,152.0,92.0,118.0,-64.0,1.8204712890850774,2.0838501546087596,6.9,1.8204712890850774,1.7576418294651983,-2.4339393939393945,14.802005012531328,1.5602386153877248,-2.804761904761905,6.707246376811595
Maximo Blanco,288003.47556577006,4,5,1983,9,989.0434651673576,2,0,0,-6.0,1228.0,1837.0,217.0,-97.0,50.0,-30.966666666666654,1228.0,1405.0,-303.0,126.0,1738.0,-325.0,-185.0,-60.7218205186696,-59.97561490560982,92.9029304029304,-60.7218205186696,9.53120276588228,-61.42665945165945,-2.1685412626589127,-59.5055960425113,7.4451601375283545,-24.24444444444444
Juan Manuel Puig,5004.003912132362,0,2,1989,2,968.91221241706,2,0,0,-5.0,-36.0,-37.0,0.0,0.0,0.0,-0.45,-36.0,-45.0,1.0,8.0,-8.0,0.0,-28.0,-2.786764705882353,-2.8117647058823527,0.0,-2.786764705882353,-2.933558558558558,1.0,0.6153846153846154,-2.1541889483065955,0.0,-3.111111111111111
Dominic Waters,14456.617256387197,0,3,1989,3,959.4256681447348,3,0,0,0.0,-254.0,-579.0,17.0,-12.0,-1.0,31.499999999999993,-254.0,-181.0,-66.0,-7.0,-56.0,-22.0,-176.0,-7.801145552560647,-4.771392373988444,-5.0,-7.801145552560647,-7.782288299935358,-3.8181818181818183,-0.7777777777777778,-2.6429771908763504,-13.5,-10.931652661064426
Jonathan Pearce,145379.02246648772,5,2,1992,7,1049.6035097427546,1,0,0,0.0,4048.0,9612.0,158.0,-56.0,47.0,613.7666666666667,4048.0,2780.0,546.0,722.0,438.0,1422.0,2188.0,35.94938264379809,23.908154449142454,-32.045670995670996,35.94938264379809,47.19837341571704,16.54594060909851,26.0,23.601290134672237,46.09880952380952,66.45963013359723
Emily Kagan,4872.0,0,2,1981,2,967.263693206478,2,0,0,-1.0,-62.0,-12.0,2.0,-8.0,-1.0,14.783333333333331,-62.0,-17.0,-52.0,7.0,14.0,-69.0,-7.0,-0.8366922385790307,-0.5209047923499699,-3.388888888888889,-0.8366922385790307,-0.3455664375590154,-0.6253132832080202,-1.5,-0.4709560970430535,-1.7764143902074936,-0.7777777777777778
Josh Emmett,1093878.6832014394,10,4,1985,14,1096.8696501232273,0,1,0,491.0,-19289.0,-26074.0,-355.0,-140.0,100.0,75.26666666666654,-19289.0,-18862.0,2106.0,-2533.0,-15189.0,-1205.0,-2895.0,1.0777126836149336,-7.932188520601038,-73.83333333333333,1.0777126836149336,7.8186659500467215,0.17870520872710927,67.99838446577579,-14.765817453113812,-190.708658008658,-1.1814232800286817
Wesley Correira,30163.67326484892,2,2,1978,4,1000.0540859324472,1,0,0,-7.0,-782.0,-627.0,0.0,0.0,0.0,-25.46666666666667,-782.0,-620.0,-37.0,-125.0,-532.0,-259.0,9.0,-6.206742775019006,-6.132539558816536,0.0,-6.206742775019006,-5.807293691570185,-11.764705882352942,-4.612387612387613,-8.608591408591408,-5.025245978653898,9.0
Junie Browning,5119.820275676002,1,1,1984,2,1000.6423092977149,1,0,0,0.0,11.0,8.0,0.0,-3.0,0.0,6.5,11.0,12.0,-2.0,1.0,13.0,-5.0,3.0,0.6616037219485494,0.31993348982785585,0.0,0.6616037219485494,-0.18180995475113126,1.416666666666667,0.2142857142857143,0.9191017316017316,-2.142857142857143,0.375
Sean McCorkle,13990.687436287273,1,2,1976,3,983.9989444160346,2,0,0,0.0,-156.0,-511.0,3.0,-8.0,-13.0,-32.73333333333334,-156.0,-120.0,-9.0,-27.0,4.0,-27.0,-133.0,0.05049762086375298,-0.8542510121457486,3.0,0.05049762086375298,0.11198830409356686,0.0,-9.0,1.2394957983193278,-6.75,1.9333333333333336
Albert Tumenov,208474.54590509154,5,3,1991,8,1028.6885254524439,2,0,0,51.0,1418.0,40.0,-293.0,-113.0,1.0,-519.4,1418.0,2888.0,72.0,-1542.0,1863.0,222.0,-667.0,7.478016739436666,-3.705897196546,-67.77142857142857,7.478016739436666,13.722876532059907,-5.093442831678132,59.82203389830509,15.21973378469728,21.590476190476192,-45.55
Alan Belcher,1297489.2944113782,9,6,1984,15,1048.1817426091984,2,0,0,185.0,-10263.0,-21127.0,-1156.0,288.0,118.0,-688.0500000000002,-10263.0,-12293.0,2020.0,10.0,-13335.0,-263.0,3335.0,34.9832186215306,-79.4617518412137,-306.3698412698413,34.9832186215306,28.157760698522196,104.93826137312978,-155.54705115672857,-33.09280276683289,-139.36581992968775,32.26956834015658
Christian Aguilera,14129.60343590897,1,2,1991,3,984.7199705451333,2,0,0,0.0,-102.0,-195.0,-8.0,-17.0,0.0,-11.533333333333333,-102.0,-49.0,-4.0,-49.0,-78.0,0.0,-24.0,-3.1160332421201984,-1.230116381203338,-4.0,-3.1160332421201984,-2.2629958117762996,-1.3333333333333335,-10.444444444444445,-2.9234406495276057,0.0,-4.0
Kazula Vargas,30229.371704011814,1,3,1985,4,970.8406271999917,1,0,0,0.0,593.0,881.0,-42.0,-11.0,10.0,16.050000000000004,593.0,168.0,296.0,129.0,512.0,52.0,29.0,5.640571688847551,4.21456140874762,-13.5,5.640571688847551,7.329941404108821,21.34313725490196,-8.18095238095238,0.8229933352651404,26.4,5.374999999999999
Brian Houston,4960.812733195394,0,2,1981,2,968.8758677813438,2,0,0,-1.0,-109.0,-109.0,0.0,-5.0,0.0,-0.7000000000000002,-109.0,-29.0,-32.0,-48.0,-73.0,-12.0,-24.0,-0.923069326486273,-0.8732895457033387,3.5,-0.923069326486273,-1.1146187469645459,-0.5333333333333332,0.20000000000000018,-0.9166130898804166,0.7272727272727271,-2.4
Paul Felder,1325178.4230753398,9,6,1984,15,1055.6512419251483,2,0,0,148.0,1138.0,-3564.0,-2135.0,-125.0,-101.0,-4260.416666666666,1138.0,7020.0,-4164.0,-1718.0,-1097.0,-227.0,2462.0,-51.893901375722805,-70.06624087627031,-238.3136363636363,-51.893901375722805,0.8944197105723593,6.583831068016249,-36.719193643595496,-102.5824585034113,222.86756481066828,140.92386794689426
Ihor Potieria,30426.425035679065,1,3,1996,4,973.1051934796502,2,0,0,11.0,-181.0,-180.0,-18.0,0.0,0.0,-20.883333333333336,-181.0,-252.0,-13.0,84.0,312.0,17.0,-510.0,-1.2843234058379094,-0.9310404268671779,-4.666666666666667,-1.2843234058379094,-3.7329507571901086,-6.236363636363636,14.366666666666667,2.5573506629733,-0.019345238095238138,-4.041442594963722
Gaston Bolanos,953.5011053349727,1,0,1992,1,1013.8713409123387,0,1,0,0.0,46.0,-10.0,-3.0,-1.0,1.0,-4.416666666666666,46.0,25.0,-2.0,23.0,27.0,-1.0,20.0,0.060165556228548356,-0.2485042735042735,-0.6,0.060165556228548356,0.07206208425720623,-0.1923076923076923,0.5241935483870968,0.029933158965416984,-0.5,0.5882352941176471
Mana Martinez,29817.404232017027,2,2,1996,4,996.5599995578741,1,0,0,-2.0,-828.0,-1113.0,-38.0,4.0,-1.0,-104.18333333333334,-828.0,-408.0,-21.0,-399.0,-291.0,19.0,-556.0,-0.575387313912868,-1.3999513673721808,-19.511904761904763,-0.575387313912868,-0.36651623266188893,2.613739562810771,2.5132376395534286,0.02708080437412963,2.066666666666667,-6.561829474872953
Anthony Rocco Martin,1330297.911170704,9,6,1989,15,1063.303174199259,1,0,0,200.0,5444.0,-1547.0,-971.0,799.0,84.0,197.0999999999999,5444.0,9484.0,-6281.0,2241.0,6265.0,-3626.0,2805.0,-24.653375829987503,-103.8677889762647,-113.70357142857142,-24.653375829987503,-1.608065778257414,148.79403492162118,282.8547534165181,-15.400606404200769,20.160702043054968,199.3902173913043
Aleksei Kunchenko,32273.408455037505,2,2,1984,4,1010.1512301379083,2,0,0,0.0,201.0,1360.0,-58.0,0.0,0.0,-98.76666666666668,201.0,207.0,-59.0,53.0,38.0,218.0,-55.0,2.8625788645378907,5.74256603531636,-11.357142857142858,2.8625788645378907,2.835081606512661,1.0753267973856215,0.5255925652477373,2.0459424469022753,7.833333333333332,2.4000000000000004
Kwan Ho Kwak,4879.43422720819,0,2,1989,2,967.3491218667494,2,0,0,-4.0,-24.0,-96.0,-7.0,0.0,0.0,-9.116666666666667,-24.0,-42.0,8.0,10.0,9.0,5.0,-38.0,-0.010031702898550598,-0.11398575391539617,3.2666666666666666,-0.010031702898550598,-0.42370768827079514,1.2470588235294118,-0.4583333333333335,0.3117095200487465,-3.25,-2.8461538461538463
Douglas Silva de Andrade,665215.2648934183,7,5,1985,12,1034.9717050647996,0,1,0,150.0,-1275.0,-8305.0,-419.0,116.0,4.0,-270.1333333333333,-1275.0,-6524.0,1925.0,3324.0,799.0,37.0,-2111.0,-29.353224882006423,-39.268680194615534,50.94444444444446,-29.353224882006423,-7.9977249486385205,-39.66420447951893,-85.15730935730936,-30.810130478276417,78.55998168498166,-103.57222222222222
Wade Shipp,1000,0,1,1975,1,984.0,1,0,0,0.0,10.0,5.0,-1.0,0.0,0.0,-1.1166666666666667,10.0,1.0,7.0,2.0,4.0,13.0,-7.0,-0.13043478260869568,-0.125,-0.25,-0.13043478260869568,-0.2142857142857143,1.0,1.0,0.6666666666666666,-0.0625,0.0
Stephan Bonnar,1309972.7472137958,8,7,1977,15,1029.0281845499553,1,0,0,-146.0,2783.0,45912.0,706.0,778.0,100.0,3838.8500000000004,2783.0,-337.0,4153.0,-1033.0,-6111.0,3391.0,5503.0,-143.21367834433923,-23.857114545883476,216.70873015873013,-143.21367834433923,-148.10586342017422,-124.25504854622503,-7.502428290663616,-219.23560552513823,-82.53826328395583,44.88132094943239
Marcin Tybura,2194279.74540326,11,7,1985,18,1069.9669400076423,1,0,0,-537.0,-4080.0,29269.0,1109.0,27.0,-220.0,4068.7166666666662,-4080.0,-9121.0,2004.0,3037.0,-372.0,-7196.0,3488.0,-126.10912122384292,1.535077672183121,538.2478354978355,-126.10912122384292,-219.1584605486023,-179.53571084058697,394.9399097634392,-84.95895241545081,-620.1131409937036,139.49907135874878
Jason Gilliam,4778.451774968829,0,2,0,2,965.6976262794203,2,0,0,0.0,-15.0,-145.0,-5.0,-22.0,0.0,-8.8,-15.0,-14.0,4.0,-5.0,-5.0,4.0,-14.0,-1.3241758241758244,-1.5361111111111112,-5.0,-1.3241758241758244,-2.1,0.0,-5.0,-2.0,4.0,-2.5
Derek Brunson,3530110.343288703,14,7,1984,21,1096.9169514460814,2,0,0,-521.0,8862.0,50047.0,6366.0,1106.0,441.0,12290.266666666668,8862.0,10729.0,-2451.0,584.0,-7421.0,-4143.0,20426.0,-85.8043587186618,17.827084578136493,37.54871794871798,-85.8043587186618,-2.4339119876038637,-355.2340874040286,207.65905797101448,-159.68605933757505,-402.6328209710056,378.1499575587811
Amaury Bitetti,5047.297601336647,1,1,0,2,1002.8015776696184,0,1,0,-4.0,-68.0,-114.0,-1.0,0.0,0.0,-5.2,-68.0,-42.0,-27.0,1.0,-15.0,-19.0,-34.0,0.24256120527306968,0.49659863945578264,-1.0,0.24256120527306968,0.1663879598662208,-0.95,1.0,1.4666666666666668,-0.6875,-0.8947368421052632
Jeremy Stephens,15730074.444456313,15,18,1986,35,988.3277051903412,5,0,0,4017.0,-37655.0,-52324.0,-5176.0,-4178.0,-374.0,-3839.216666666668,-37655.0,-50205.0,-3152.0,15702.0,-23207.0,4758.0,-19206.0,-3488.6718043722885,-2361.573569487533,-847.193376068376,-3488.6718043722885,-1669.5528090382295,993.0837733114115,-3024.2864028761,-3610.6498905982126,-478.2531798524835,-803.2108634786266
Frank Lester,1000,0,1,1984,1,984.0,1,0,0,0.0,-6.0,-7.0,-1.0,-1.0,0.0,-2.2666666666666666,-6.0,-2.0,0.0,-4.0,1.0,-7.0,0.0,-0.10303030303030303,-0.09848484848484845,-1.0,-0.10303030303030303,-0.11965811965811968,0.07142857142857145,-0.22857142857142865,0.0888888888888889,-0.15000000000000002,0.0
Jay Silva,5099.863675957322,0,2,0,2,969.9235112443,2,0,0,0.0,-193.0,-602.0,-14.0,-8.0,1.0,-48.266666666666666,-193.0,-146.0,-19.0,-28.0,15.0,-16.0,-192.0,-1.463131313131313,-1.3370373741341481,-3.2666666666666666,-1.463131313131313,-1.428268604739193,-1.369047619047619,-2.8,-0.4267990074441687,-1.8777777777777778,-2.59375
